"SampleID","subject","SampleCollectedBy","SampleBox","Bristol","SampleStabilizer","sampledate","studyday","subj_day","sampletime"
"GIN-24-DRS","ginger","SA",6,2,"DNA/RNA Shield",2023-04-02,"24","ginger_24",07:30:00
"GIN-24-MGE","ginger","SA",6,2,"Molecular Grade (96%) Ethanol",2023-04-02,"24","ginger_24",07:30:00
"HAM-25-DRS","hamlet","SA/GR",6,2,"DNA/RNA Shield",2023-04-03,"25","hamlet_25",08:00:00
"HAM-25-MGE","hamlet","SA/GR",6,2,"Molecular Grade (96%) Ethanol",2023-04-03,"25","hamlet_25",08:00:00
"HER-25-DRS","hera","SA/GR",6,3,"DNA/RNA Shield",2023-04-03,"25","hera_25",08:00:00
"HER-25-MGE","hera","SA/GR",6,3,"Molecular Grade (96%) Ethanol",2023-04-03,"25","hera_25",08:00:00
"JAR-25-DRS","jarjarbinks","SA/GR",6,2,"DNA/RNA Shield",2023-04-03,"25","jarjarbinks_25",08:00:00
"JAR-25-MGE","jarjarbinks","SA/GR",6,2,"Molecular Grade (96%) Ethanol",2023-04-03,"25","jarjarbinks_25",08:00:00
"OPH-25-DRS","ophelia","SA/GR",6,1,"DNA/RNA Shield",2023-04-03,"25","ophelia_25",08:00:00
"OPH-25-MGE","ophelia","SA/GR",6,1,"Molecular Grade (96%) Ethanol",2023-04-03,"25","ophelia_25",08:00:00
"KUB-25-DRS","kubo","SA/GR",6,2,"DNA/RNA Shield",2023-04-03,"25","kubo_25",08:00:00
"KUB-25-MGE","kubo","SA/GR",6,2,"Molecular Grade (96%) Ethanol",2023-04-03,"25","kubo_25",08:00:00
"KOR-25-DRS","korra","SA/GR",6,2,"DNA/RNA Shield",2023-04-03,"25","korra_25",08:00:00
"KOR-25-MGE","korra","SA/GR",6,2,"Molecular Grade (96%) Ethanol",2023-04-03,"25","korra_25",08:00:00
"WOL-25-DRS","wolverine","SA/GR",6,1,"DNA/RNA Shield",2023-04-03,"25","wolverine_25",08:00:00
"WOL-25-MGE","wolverine","SA/GR",6,1,"Molecular Grade (96%) Ethanol",2023-04-03,"25","wolverine_25",08:00:00
"IRI-25-DRS","iris","SA/GR",6,3,"DNA/RNA Shield",2023-04-03,"25","iris_25",08:00:00
"IRI-25-MGE","iris","SA/GR",6,3,"Molecular Grade (96%) Ethanol",2023-04-03,"25","iris_25",08:00:00
"GOO-25-DRS","goose","SA/GR",6,3,"DNA/RNA Shield",2023-04-03,"25","goose_25",07:30:00
"GOO-25-MGE","goose","SA/GR",6,3,"Molecular Grade (96%) Ethanol",2023-04-03,"25","goose_25",07:30:00
"LAM-25-DRS","lambchop","SA/GR",6,3,"DNA/RNA Shield",2023-04-03,"25","lambchop_25",07:30:00
"LAM-25-MGE","lambchop","SA/GR",6,3,"Molecular Grade (96%) Ethanol",2023-04-03,"25","lambchop_25",07:30:00
"FRA-25-DRS","franc","SA/GR",6,1,"DNA/RNA Shield",2023-04-03,"25","franc_25",07:30:00
"FRA-25-MGE","franc","SA/GR",6,1,"Molecular Grade (96%) Ethanol",2023-04-03,"25","franc_25",07:30:00
"IVY-25-DRS","ivy","SA/GR",6,2,"DNA/RNA Shield",2023-04-03,"25","ivy_25",07:30:00
"IVY-25-MGE","ivy","SA/GR",6,2,"Molecular Grade (96%) Ethanol",2023-04-03,"25","ivy_25",07:30:00
"GRO-25-DRS","grogu","SA/GR",6,2,"DNA/RNA Shield",2023-04-03,"25","grogu_25",07:30:00
"GRO-25-MGE","grogu","SA/GR",6,2,"Molecular Grade (96%) Ethanol",2023-04-03,"25","grogu_25",07:30:00
"MAR-25-DRS","marshmallow","SA/GR",6,2,"DNA/RNA Shield",2023-04-03,"25","marshmallow_25",07:30:00
"MAR-25-MGE","marshmallow","SA/GR",6,2,"Molecular Grade (96%) Ethanol",2023-04-03,"25","marshmallow_25",07:30:00
"BUD-25-DRS","buddy","SA/GR",6,3,"DNA/RNA Shield",2023-04-03,"25","buddy_25",07:30:00
"BUD-25-MGE","buddy","SA/GR",6,3,"Molecular Grade (96%) Ethanol",2023-04-03,"25","buddy_25",07:30:00
"JOA-25-DRS","joans","SA/GR",6,3,"DNA/RNA Shield",2023-04-03,"25","joans_25",07:30:00
"JOA-25-MGE","joans","SA/GR",6,3,"Molecular Grade (96%) Ethanol",2023-04-03,"25","joans_25",07:30:00
"HEN-25-DRS","henry","SA/GR",6,2,"DNA/RNA Shield",2023-04-03,"25","henry_25",07:30:00
"HEN-25-MGE","henry","SA/GR",6,2,"Molecular Grade (96%) Ethanol",2023-04-03,"25","henry_25",07:30:00
"GIN-25-DRS","ginger","SA/GR",6,2,"DNA/RNA Shield",2023-04-03,"25","ginger_25",07:30:00
"GIN-25-MGE","ginger","SA/GR",6,2,"Molecular Grade (96%) Ethanol",2023-04-03,"25","ginger_25",07:30:00
"HAM-27-DRS","hamlet","SA/GR",6,1,"DNA/RNA Shield",2023-04-05,"27","hamlet_27",08:00:00
"HAM-27-MGE","hamlet","SA/GR",6,1,"Molecular Grade (96%) Ethanol",2023-04-05,"27","hamlet_27",08:00:00
"HER-27-DRS","hera","SA/GR",6,1,"DNA/RNA Shield",2023-04-05,"27","hera_27",08:00:00
"HER-27-MGE","hera","SA/GR",6,1,"Molecular Grade (96%) Ethanol",2023-04-05,"27","hera_27",08:00:00
"JAR-27-DRS","jarjarbinks","SA/GR",6,3,"DNA/RNA Shield",2023-04-05,"27","jarjarbinks_27",08:00:00
"JAR-27-MGE","jarjarbinks","SA/GR",6,3,"Molecular Grade (96%) Ethanol",2023-04-05,"27","jarjarbinks_27",08:00:00
"OPH-27-DRS","ophelia","SA/GR",6,3,"DNA/RNA Shield",2023-04-05,"27","ophelia_27",08:00:00
"OPH-27-MGE","ophelia","SA/GR",6,3,"Molecular Grade (96%) Ethanol",2023-04-05,"27","ophelia_27",08:00:00
"KUB-27-DRS","kubo","SA/GR",6,3,"DNA/RNA Shield",2023-04-05,"27","kubo_27",08:00:00
"KUB-27-MGE","kubo","SA/GR",6,3,"Molecular Grade (96%) Ethanol",2023-04-05,"27","kubo_27",08:00:00
"KOR-27-DRS","korra","SA/GR",6,2,"DNA/RNA Shield",2023-04-05,"27","korra_27",08:00:00
"KOR-27-MGE","korra","SA/GR",6,2,"Molecular Grade (96%) Ethanol",2023-04-05,"27","korra_27",08:00:00
"WOL-27-DRS","wolverine","SA/GR",6,1,"DNA/RNA Shield",2023-04-05,"27","wolverine_27",08:00:00
"WOL-27-MGE","wolverine","SA/GR",6,1,"Molecular Grade (96%) Ethanol",2023-04-05,"27","wolverine_27",08:00:00
"IRI-27-DRS","iris","SA/GR",6,3,"DNA/RNA Shield",2023-04-05,"27","iris_27",08:00:00
"IRI-27-MGE","iris","SA/GR",6,3,"Molecular Grade (96%) Ethanol",2023-04-05,"27","iris_27",08:00:00
"GOO-27-DRS","goose","SA/GR",6,3,"DNA/RNA Shield",2023-04-05,"27","goose_27",07:30:00
"GOO-27-MGE","goose","SA/GR",6,3,"Molecular Grade (96%) Ethanol",2023-04-05,"27","goose_27",07:30:00
"LAM-27-DRS","lambchop","SA/GR",6,2,"DNA/RNA Shield",2023-04-05,"27","lambchop_27",07:30:00
"LAM-27-MGE","lambchop","SA/GR",6,2,"Molecular Grade (96%) Ethanol",2023-04-05,"27","lambchop_27",07:30:00
"FRA-27-DRS","franc","SA/GR",7,2,"DNA/RNA Shield",2023-04-05,"27","franc_27",07:30:00
"FRA-27-MGE","franc","SA/GR",7,2,"Molecular Grade (96%) Ethanol",2023-04-05,"27","franc_27",07:30:00
"IVY-27-DRS","ivy","SA/GR",7,1,"DNA/RNA Shield",2023-04-05,"27","ivy_27",07:30:00
"IVY-27-MGE","ivy","SA/GR",7,1,"Molecular Grade (96%) Ethanol",2023-04-05,"27","ivy_27",07:30:00
"GRO-27-DRS","grogu","SA/GR",7,2,"DNA/RNA Shield",2023-04-05,"27","grogu_27",07:30:00
"GRO-27-MGE","grogu","SA/GR",7,2,"Molecular Grade (96%) Ethanol",2023-04-05,"27","grogu_27",07:30:00
"MAR-27-DRS","marshmallow","SA/GR",7,2,"DNA/RNA Shield",2023-04-05,"27","marshmallow_27",07:30:00
"MAR-27-MGE","marshmallow","SA/GR",7,2,"Molecular Grade (96%) Ethanol",2023-04-05,"27","marshmallow_27",07:30:00
"BUD-27-DRS","buddy","SA/GR",7,2,"DNA/RNA Shield",2023-04-05,"27","buddy_27",07:30:00
"BUD-27-MGE","buddy","SA/GR",7,2,"Molecular Grade (96%) Ethanol",2023-04-05,"27","buddy_27",07:30:00
"JOA-27-DRS","joans","SA/GR",7,2,"DNA/RNA Shield",2023-04-05,"27","joans_27",07:30:00
"JOA-27-MGE","joans","SA/GR",7,2,"Molecular Grade (96%) Ethanol",2023-04-05,"27","joans_27",07:30:00
"HEN-27-DRS","henry","SA/GR",7,2,"DNA/RNA Shield",2023-04-05,"27","henry_27",07:30:00
"HEN-27-MGE","henry","SA/GR",7,2,"Molecular Grade (96%) Ethanol",2023-04-05,"27","henry_27",07:30:00
"GIN-27-DRS","ginger","SA/GR",7,1,"DNA/RNA Shield",2023-04-05,"27","ginger_27",07:30:00
"GIN-27-MGE","ginger","SA/GR",7,1,"Molecular Grade (96%) Ethanol",2023-04-05,"27","ginger_27",07:30:00
"HAM-28-DRS","hamlet","SA",7,2,"DNA/RNA Shield",2023-04-06,"28","hamlet_28",07:30:00
"HAM-28-MGE","hamlet","SA",7,2,"Molecular Grade (96%) Ethanol",2023-04-06,"28","hamlet_28",07:30:00
"HER-28-DRS","hera","SA",7,2,"DNA/RNA Shield",2023-04-06,"28","hera_28",07:30:00
"HER-28-MGE","hera","SA",7,2,"Molecular Grade (96%) Ethanol",2023-04-06,"28","hera_28",07:30:00
"JAR-28-DRS","jarjarbinks","SA",7,3,"DNA/RNA Shield",2023-04-06,"28","jarjarbinks_28",07:30:00
"JAR-28-MGE","jarjarbinks","SA",7,3,"Molecular Grade (96%) Ethanol",2023-04-06,"28","jarjarbinks_28",07:30:00
"OPH-28-DRS","ophelia","SA",7,2,"DNA/RNA Shield",2023-04-06,"28","ophelia_28",07:30:00
"OPH-28-MGE","ophelia","SA",7,2,"Molecular Grade (96%) Ethanol",2023-04-06,"28","ophelia_28",07:30:00
"KUB-28-DRS","kubo","SA",7,1,"DNA/RNA Shield",2023-04-06,"28","kubo_28",07:30:00
"KUB-28-MGE","kubo","SA",7,1,"Molecular Grade (96%) Ethanol",2023-04-06,"28","kubo_28",07:30:00
"KOR-28-DRS","korra","SA",7,3,"DNA/RNA Shield",2023-04-06,"28","korra_28",07:30:00
"KOR-28-MGE","korra","SA",7,3,"Molecular Grade (96%) Ethanol",2023-04-06,"28","korra_28",07:30:00
"WOL-28-DRS","wolverine","SA",7,1,"DNA/RNA Shield",2023-04-06,"28","wolverine_28",07:30:00
"WOL-28-MGE","wolverine","SA",7,1,"Molecular Grade (96%) Ethanol",2023-04-06,"28","wolverine_28",07:30:00
"IRI-28-DRS","iris","SA",7,3,"DNA/RNA Shield",2023-04-06,"28","iris_28",07:30:00
"IRI-28-MGE","iris","SA",7,3,"Molecular Grade (96%) Ethanol",2023-04-06,"28","iris_28",07:30:00
"GRO-28-DRS","grogu","SA",7,2,"DNA/RNA Shield",2023-04-06,"28","grogu_28",08:00:00
"GRO-28-MGE","grogu","SA",7,2,"Molecular Grade (96%) Ethanol",2023-04-06,"28","grogu_28",08:00:00
"MAR-28-DRS","marshmallow","SA",7,3,"DNA/RNA Shield",2023-04-06,"28","marshmallow_28",08:00:00
"MAR-28-MGE","marshmallow","SA",7,3,"Molecular Grade (96%) Ethanol",2023-04-06,"28","marshmallow_28",08:00:00
"BUD-28-DRS","buddy","SA",7,3,"DNA/RNA Shield",2023-04-06,"28","buddy_28",08:00:00
"BUD-28-MGE","buddy","SA",7,3,"Molecular Grade (96%) Ethanol",2023-04-06,"28","buddy_28",08:00:00
"JOA-28-DRS","joans","SA",7,3,"DNA/RNA Shield",2023-04-06,"28","joans_28",08:00:00
"JOA-28-MGE","joans","SA",7,3,"Molecular Grade (96%) Ethanol",2023-04-06,"28","joans_28",08:00:00
"HAM-29-DRS","hamlet","SA/GR",7,1,"DNA/RNA Shield",2023-04-07,"29","hamlet_29",08:00:00
"HAM-29-MGE","hamlet","SA/GR",7,1,"Molecular Grade (96%) Ethanol",2023-04-07,"29","hamlet_29",08:00:00
"HER-29-DRS","hera","SA/GR",7,3,"DNA/RNA Shield",2023-04-07,"29","hera_29",08:00:00
"HER-29-MGE","hera","SA/GR",7,3,"Molecular Grade (96%) Ethanol",2023-04-07,"29","hera_29",08:00:00
"JAR-29-DRS","jarjarbinks","SA/GR",7,3,"DNA/RNA Shield",2023-04-07,"29","jarjarbinks_29",08:00:00
"JAR-29-MGE","jarjarbinks","SA/GR",7,3,"Molecular Grade (96%) Ethanol",2023-04-07,"29","jarjarbinks_29",08:00:00
"OPH-29-DRS","ophelia","SA/GR",7,1,"DNA/RNA Shield",2023-04-07,"29","ophelia_29",08:00:00
"OPH-29-MGE","ophelia","SA/GR",7,1,"Molecular Grade (96%) Ethanol",2023-04-07,"29","ophelia_29",08:00:00
"KUB-29-DRS","kubo","SA/GR",7,2,"DNA/RNA Shield",2023-04-07,"29","kubo_29",08:00:00
"KUB-29-MGE","kubo","SA/GR",7,2,"Molecular Grade (96%) Ethanol",2023-04-07,"29","kubo_29",08:00:00
"KOR-29-DRS","korra","SA/GR",7,3,"DNA/RNA Shield",2023-04-07,"29","korra_29",08:00:00
"KOR-29-MGE","korra","SA/GR",7,3,"Molecular Grade (96%) Ethanol",2023-04-07,"29","korra_29",08:00:00
"WOL-29-DRS","wolverine","SA/GR",7,1,"DNA/RNA Shield",2023-04-07,"29","wolverine_29",08:00:00
"WOL-29-MGE","wolverine","SA/GR",7,1,"Molecular Grade (96%) Ethanol",2023-04-07,"29","wolverine_29",08:00:00
"IRI-29-DRS","iris","SA/GR",7,3,"DNA/RNA Shield",2023-04-07,"29","iris_29",08:00:00
"IRI-29-MGE","iris","SA/GR",7,3,"Molecular Grade (96%) Ethanol",2023-04-07,"29","iris_29",08:00:00
"GOO-29-DRS","goose","SA/GR",7,2,"DNA/RNA Shield",2023-04-07,"29","goose_29",07:30:00
"GOO-29-MGE","goose","SA/GR",7,2,"Molecular Grade (96%) Ethanol",2023-04-07,"29","goose_29",07:30:00
"LAM-29-DRS","lambchop","SA/GR",7,3,"DNA/RNA Shield",2023-04-07,"29","lambchop_29",07:30:00
"LAM-29-MGE","lambchop","SA/GR",7,3,"Molecular Grade (96%) Ethanol",2023-04-07,"29","lambchop_29",07:30:00
"FRA-29-DRS","franc","SA/GR",7,2,"DNA/RNA Shield",2023-04-07,"29","franc_29",07:30:00
"FRA-29-MGE","franc","SA/GR",7,2,"Molecular Grade (96%) Ethanol",2023-04-07,"29","franc_29",07:30:00
"IVY-29-DRS","ivy","SA/GR",7,2,"DNA/RNA Shield",2023-04-07,"29","ivy_29",07:30:00
"IVY-29-MGE","ivy","SA/GR",7,2,"Molecular Grade (96%) Ethanol",2023-04-07,"29","ivy_29",07:30:00
"GRO-29-DRS","grogu","SA/GR",8,2,"DNA/RNA Shield",2023-04-07,"29","grogu_29",07:30:00
"GRO-29-MGE","grogu","SA/GR",8,2,"Molecular Grade (96%) Ethanol",2023-04-07,"29","grogu_29",07:30:00
"MAR-29-DRS","marshmallow","SA/GR",8,2,"DNA/RNA Shield",2023-04-07,"29","marshmallow_29",07:30:00
"MAR-29-MGE","marshmallow","SA/GR",8,2,"Molecular Grade (96%) Ethanol",2023-04-07,"29","marshmallow_29",07:30:00
"BUD-29-DRS","buddy","SA/GR",8,2,"DNA/RNA Shield",2023-04-07,"29","buddy_29",07:30:00
"BUD-29-MGE","buddy","SA/GR",8,2,"Molecular Grade (96%) Ethanol",2023-04-07,"29","buddy_29",07:30:00
"JOA-29-DRS","joans","SA/GR",8,3,"DNA/RNA Shield",2023-04-07,"29","joans_29",07:30:00
"JOA-29-MGE","joans","SA/GR",8,3,"Molecular Grade (96%) Ethanol",2023-04-07,"29","joans_29",07:30:00
"HEN-29-DRS","henry","SA/GR",8,3,"DNA/RNA Shield",2023-04-07,"29","henry_29",07:30:00
"HEN-29-MGE","henry","SA/GR",8,3,"Molecular Grade (96%) Ethanol",2023-04-07,"29","henry_29",07:30:00
"GIN-29-DRS","ginger","SA/GR",8,2,"DNA/RNA Shield",2023-04-07,"29","ginger_29",07:30:00
"GIN-29-MGE","ginger","SA/GR",8,2,"Molecular Grade (96%) Ethanol",2023-04-07,"29","ginger_29",07:30:00
"HAM-30-DRS","hamlet","SA",8,1,"DNA/RNA Shield",2023-04-08,"30","hamlet_30",07:30:00
"HAM-30-MGE","hamlet","SA",8,1,"Molecular Grade (96%) Ethanol",2023-04-08,"30","hamlet_30",07:30:00
"HER-30-DRS","hera","SA",8,1,"DNA/RNA Shield",2023-04-08,"30","hera_30",07:30:00
"HER-30-MGE","hera","SA",8,1,"Molecular Grade (96%) Ethanol",2023-04-08,"30","hera_30",07:30:00
"JAR-30-DRS","jarjarbinks","SA",8,3,"DNA/RNA Shield",2023-04-08,"30","jarjarbinks_30",07:30:00
"JAR-30-MGE","jarjarbinks","SA",8,3,"Molecular Grade (96%) Ethanol",2023-04-08,"30","jarjarbinks_30",07:30:00
"OPH-30-DRS","ophelia","SA",8,1,"DNA/RNA Shield",2023-04-08,"30","ophelia_30",07:30:00
"OPH-30-MGE","ophelia","SA",8,1,"Molecular Grade (96%) Ethanol",2023-04-08,"30","ophelia_30",07:30:00
"KUB-30-DRS","kubo","SA",8,2,"DNA/RNA Shield",2023-04-08,"30","kubo_30",07:30:00
"KUB-30-MGE","kubo","SA",8,2,"Molecular Grade (96%) Ethanol",2023-04-08,"30","kubo_30",07:30:00
"KOR-30-DRS","korra","SA",8,3,"DNA/RNA Shield",2023-04-08,"30","korra_30",07:30:00
"KOR-30-MGE","korra","SA",8,3,"Molecular Grade (96%) Ethanol",2023-04-08,"30","korra_30",07:30:00
"WOL-30-DRS","wolverine","SA",8,1,"DNA/RNA Shield",2023-04-08,"30","wolverine_30",07:30:00
"WOL-30-MGE","wolverine","SA",8,1,"Molecular Grade (96%) Ethanol",2023-04-08,"30","wolverine_30",07:30:00
"IRI-30-DRS","iris","SA",8,3,"DNA/RNA Shield",2023-04-08,"30","iris_30",07:30:00
"IRI-30-MGE","iris","SA",8,3,"Molecular Grade (96%) Ethanol",2023-04-08,"30","iris_30",07:30:00
"GOO-30-DRS","goose","SA",8,2,"DNA/RNA Shield",2023-04-08,"30","goose_30",08:00:00
"GOO-30-MGE","goose","SA",8,2,"Molecular Grade (96%) Ethanol",2023-04-08,"30","goose_30",08:00:00
"LAM-30-DRS","lambchop","SA",8,3,"DNA/RNA Shield",2023-04-08,"30","lambchop_30",08:00:00
"LAM-30-MGE","lambchop","SA",8,3,"Molecular Grade (96%) Ethanol",2023-04-08,"30","lambchop_30",08:00:00
"FRA-30-DRS","franc","SA",8,2,"DNA/RNA Shield",2023-04-08,"30","franc_30",08:00:00
"FRA-30-MGE","franc","SA",8,2,"Molecular Grade (96%) Ethanol",2023-04-08,"30","franc_30",08:00:00
"IVY-30-DRS","ivy","SA",8,4,"DNA/RNA Shield",2023-04-08,"30","ivy_30",08:00:00
"IVY-30-MGE","ivy","SA",8,4,"Molecular Grade (96%) Ethanol",2023-04-08,"30","ivy_30",08:00:00
"CHA-30-DRS","charles","SA",8,2,"DNA/RNA Shield",2023-04-08,"30","charles_30",08:00:00
"CHA-30-MGE","charles","SA",8,2,"Molecular Grade (96%) Ethanol",2023-04-08,"30","charles_30",08:00:00
"BUB-30-DRS","Bubblegum","SA",8,1,"DNA/RNA Shield",2023-04-08,"30","Bubblegum_30",08:00:00
"BUB-30-MGE","Bubblegum","SA",8,1,"Molecular Grade (96%) Ethanol",2023-04-08,"30","Bubblegum_30",08:00:00
"GRO-30-DRS","grogu","SA",8,3,"DNA/RNA Shield",2023-04-08,"30","grogu_30",08:00:00
"GRO-30-MGE","grogu","SA",8,3,"Molecular Grade (96%) Ethanol",2023-04-08,"30","grogu_30",08:00:00
"MAR-30-DRS","marshmallow","SA",8,2,"DNA/RNA Shield",2023-04-08,"30","marshmallow_30",08:00:00
"MAR-30-MGE","marshmallow","SA",8,2,"Molecular Grade (96%) Ethanol",2023-04-08,"30","marshmallow_30",08:00:00
"BUD-30-DRS","buddy","SA",8,3,"DNA/RNA Shield",2023-04-08,"30","buddy_30",08:00:00
"BUD-30-MGE","buddy","SA",8,3,"Molecular Grade (96%) Ethanol",2023-04-08,"30","buddy_30",08:00:00
"JOA-30-DRS","joans","SA",8,2,"DNA/RNA Shield",2023-04-08,"30","joans_30",08:00:00
"JOA-30-MGE","joans","SA",8,2,"Molecular Grade (96%) Ethanol",2023-04-08,"30","joans_30",08:00:00
"HEN-30-DRS","henry","SA",8,2,"DNA/RNA Shield",2023-04-08,"30","henry_30",08:00:00
"HEN-30-MGE","henry","SA",8,2,"Molecular Grade (96%) Ethanol",2023-04-08,"30","henry_30",08:00:00
"GIN-30-DRS","ginger","SA",9,3,"DNA/RNA Shield",2023-04-08,"30","ginger_30",08:00:00
"GIN-30-MGE","ginger","SA",9,3,"Molecular Grade (96%) Ethanol",2023-04-08,"30","ginger_30",08:00:00
"HAM-31-DRS","hamlet","SA",9,2,"DNA/RNA Shield",2023-04-09,"31","hamlet_31",07:00:00
"HAM-31-MGE","hamlet","SA",9,2,"Molecular Grade (96%) Ethanol",2023-04-09,"31","hamlet_31",07:00:00
"HER-31-DRS","hera","SA",9,2,"DNA/RNA Shield",2023-04-09,"31","hera_31",07:00:00
"HER-31-MGE","hera","SA",9,2,"Molecular Grade (96%) Ethanol",2023-04-09,"31","hera_31",07:00:00
"JAR-31-DRS","jarjarbinks","SA",9,2,"DNA/RNA Shield",2023-04-09,"31","jarjarbinks_31",07:00:00
"JAR-31-MGE","jarjarbinks","SA",9,2,"Molecular Grade (96%) Ethanol",2023-04-09,"31","jarjarbinks_31",07:00:00
"OPH-31-DRS","ophelia","SA",9,1,"DNA/RNA Shield",2023-04-09,"31","ophelia_31",07:00:00
"OPH-31-MGE","ophelia","SA",9,1,"Molecular Grade (96%) Ethanol",2023-04-09,"31","ophelia_31",07:00:00
"KUB-31-DRS","kubo","SA",9,2,"DNA/RNA Shield",2023-04-09,"31","kubo_31",07:00:00
"KUB-31-MGE","kubo","SA",9,2,"Molecular Grade (96%) Ethanol",2023-04-09,"31","kubo_31",07:00:00
"KOR-31-DRS","korra","SA",9,3,"DNA/RNA Shield",2023-04-09,"31","korra_31",07:00:00
"KOR-31-MGE","korra","SA",9,3,"Molecular Grade (96%) Ethanol",2023-04-09,"31","korra_31",07:00:00
"WOL-31-DRS","wolverine","SA",9,2,"DNA/RNA Shield",2023-04-09,"31","wolverine_31",07:00:00
"WOL-31-MGE","wolverine","SA",9,2,"Molecular Grade (96%) Ethanol",2023-04-09,"31","wolverine_31",07:00:00
"IRI-31-DRS","iris","SA",9,2,"DNA/RNA Shield",2023-04-09,"31","iris_31",07:00:00
"IRI-31-MGE","iris","SA",9,2,"Molecular Grade (96%) Ethanol",2023-04-09,"31","iris_31",07:00:00
"GOO-31-DRS","goose","SA",9,3,"DNA/RNA Shield",2023-04-09,"31","goose_31",07:30:00
"GOO-31-MGE","goose","SA",9,3,"Molecular Grade (96%) Ethanol",2023-04-09,"31","goose_31",07:30:00
"LAM-31-DRS","lambchop","SA",9,3,"DNA/RNA Shield",2023-04-09,"31","lambchop_31",07:30:00
"LAM-31-MGE","lambchop","SA",9,3,"Molecular Grade (96%) Ethanol",2023-04-09,"31","lambchop_31",07:30:00
"FRA-31-DRS","franc","SA",9,2,"DNA/RNA Shield",2023-04-09,"31","franc_31",07:30:00
"FRA-31-MGE","franc","SA",9,2,"Molecular Grade (96%) Ethanol",2023-04-09,"31","franc_31",07:30:00
"IVY-31-DRS","ivy","SA",9,4,"DNA/RNA Shield",2023-04-09,"31","ivy_31",07:30:00
"IVY-31-MGE","ivy","SA",9,4,"Molecular Grade (96%) Ethanol",2023-04-09,"31","ivy_31",07:30:00
"CHA-31-DRS","charles","SA",9,2,"DNA/RNA Shield",2023-04-09,"31","charles_31",07:30:00
"CHA-31-MGE","charles","SA",9,2,"Molecular Grade (96%) Ethanol",2023-04-09,"31","charles_31",07:30:00
"BUB-31-DRS","Bubblegum","SA",9,2,"DNA/RNA Shield",2023-04-09,"31","Bubblegum_31",07:30:00
"BUB-31-MGE","Bubblegum","SA",9,2,"Molecular Grade (96%) Ethanol",2023-04-09,"31","Bubblegum_31",07:30:00
"GRO-31-DRS","grogu","SA",9,3,"DNA/RNA Shield",2023-04-09,"31","grogu_31",07:30:00
"GRO-31-MGE","grogu","SA",9,3,"Molecular Grade (96%) Ethanol",2023-04-09,"31","grogu_31",07:30:00
"MAR-31-DRS","marshmallow","SA",9,2,"DNA/RNA Shield",2023-04-09,"31","marshmallow_31",07:30:00
"MAR-31-MGE","marshmallow","SA",9,2,"Molecular Grade (96%) Ethanol",2023-04-09,"31","marshmallow_31",07:30:00
"HEN-31-DRS","henry","SA",9,3,"DNA/RNA Shield",2023-04-09,"31","henry_31",07:30:00
"HEN-31-MGE","henry","SA",9,3,"Molecular Grade (96%) Ethanol",2023-04-09,"31","henry_31",07:30:00
"GIN-31-DRS","ginger","SA",9,2,"DNA/RNA Shield",2023-04-09,"31","ginger_31",07:30:00
"GIN-31-MGE","ginger","SA",9,2,"Molecular Grade (96%) Ethanol",2023-04-09,"31","ginger_31",07:30:00
"HAM-32-DRS","hamlet","SA/GR",9,2,"DNA/RNA Shield",2023-04-10,"32","hamlet_32",08:00:00
"HAM-32-MGE","hamlet","SA/GR",9,2,"Molecular Grade (96%) Ethanol",2023-04-10,"32","hamlet_32",08:00:00
"HER-32-DRS","hera","SA/GR",9,2,"DNA/RNA Shield",2023-04-10,"32","hera_32",08:00:00
"HER-32-MGE","hera","SA/GR",9,2,"Molecular Grade (96%) Ethanol",2023-04-10,"32","hera_32",08:00:00
"JAR-32-DRS","jarjarbinks","SA/GR",9,2,"DNA/RNA Shield",2023-04-10,"32","jarjarbinks_32",08:00:00
"JAR-32-MGE","jarjarbinks","SA/GR",9,2,"Molecular Grade (96%) Ethanol",2023-04-10,"32","jarjarbinks_32",08:00:00
"OPH-32-DRS","ophelia","SA/GR",9,1,"DNA/RNA Shield",2023-04-10,"32","ophelia_32",08:00:00
"OPH-32-MGE","ophelia","SA/GR",9,1,"Molecular Grade (96%) Ethanol",2023-04-10,"32","ophelia_32",08:00:00
"KUB-32-DRS","kubo","SA/GR",9,2,"DNA/RNA Shield",2023-04-10,"32","kubo_32",08:00:00
"KUB-32-MGE","kubo","SA/GR",9,2,"Molecular Grade (96%) Ethanol",2023-04-10,"32","kubo_32",08:00:00
"KOR-32-DRS","korra","SA/GR",9,3,"DNA/RNA Shield",2023-04-10,"32","korra_32",08:00:00
"KOR-32-MGE","korra","SA/GR",9,3,"Molecular Grade (96%) Ethanol",2023-04-10,"32","korra_32",08:00:00
"WOL-32-DRS","wolverine","SA/GR",10,1,"DNA/RNA Shield",2023-04-10,"32","wolverine_32",08:00:00
"WOL-32-MGE","wolverine","SA/GR",10,1,"Molecular Grade (96%) Ethanol",2023-04-10,"32","wolverine_32",08:00:00
"IRI-32-DRS","iris","SA/GR",10,2,"DNA/RNA Shield",2023-04-10,"32","iris_32",08:00:00
"IRI-32-MGE","iris","SA/GR",10,2,"Molecular Grade (96%) Ethanol",2023-04-10,"32","iris_32",07:30:00
"GOO-32-DRS","goose","SA/GR",10,2,"DNA/RNA Shield",2023-04-10,"32","goose_32",07:30:00
"GOO-32-MGE","goose","SA/GR",10,2,"Molecular Grade (96%) Ethanol",2023-04-10,"32","goose_32",07:30:00
