"ID"	"Hera_1"	"Wolverine_1"	"Hera_2"	"JarJarBinks_2"	"Lambchop_2"	"JarJarBinks_3"	"Goose_4"	"Korra_6"	"Hera_7"	"Iris_7"	"Korra_9"	"Hamlet_11"	"Hera_11"	"JarJarBinks_11"	"Hera_14"	"Iris_14"	"JarJarBinks_14"	"Kubo_14"	"Wolverine_14"	"JarJarBinks_15"	"Kubo_15"	"Iris_17"	"Kubo_17"	"Lambchop_17"	"Wolverine_17"	"Hamlet_18"	"Hera_18"	"Iris_18"	"JarJarBinks_18"	"Kubo_18"	"Lambchop_18"	"Wolverine_18"	"Ophelia_19"	"Wolverine_19"	"Goose_20"	"Hamlet_20"	"Hera_20"	"Iris_20"	"Korra_20"	"Ophelia_20"	"Hamlet_21"	"JarJarBinks_21"	"Korra_21"	"Kubo_21"	"Goose_22"	"Hamlet_22"	"Hera_22"	"Iris_22"	"Kubo_22"	"Hamlet_23"	"Iris_23"	"Korra_23"	"Hera_24"	"Kubo_24"	"Ophelia_24"	"Wolverine_24"	"Kubo_25"	"JarJarBinks_29"	"Korra_29"	"Kubo_30"	"Hamlet_31"	"JarJarBinks_32"	"Goose_37"	"Hera_37"	"Kubo_37"	"Lambchop_37"	"Ophelia_37"	"Wolverine_37"	"Hamlet_41"	"Hera_41"	"Goose_42"	"Lambchop_42"	"Ophelia_43"	"Goose_44"	"Iris_44"	"JarJarBinks_44"	"Lambchop_44"	"Hamlet_45"	"Hera_45"	"JarJarBinks_45"	"Korra_45"	"Ophelia_45"	"Goose_46"	"Hamlet_46"	"Iris_46"	"Lambchop_46"	"Hamlet_48"	"Hera_48"	"Iris_48"	"JarJarBinks_48"	"Korra_48"	"Kubo_48"	"Lambchop_48"	"Ophelia_48"	"Wolverine_48"	"Iris_49"	"JarJarBinks_49"	"Kubo_49"	"Ophelia_49"	"Wolverine_49"	"JarJarBinks_50"	"Korra_50"	"Kubo_50"	"Lambchop_50"	"Ophelia_50"	"Wolverine_50"	"Lambchop_51"	"Goose_52"	"JarJarBinks_52"	"Kubo_52"	"Hera_53"	"Kubo_53"	"Iris_55"	"Lambchop_55"	"Ophelia_55"	"Ophelia_57"	"Wolverine_57"	"Goose_58"	"Wolverine_58"	"Goose_59"	"Hamlet_59"	"Iris_59"	"Ophelia_59"	"Iris_60"	"Wolverine_60"	"Hamlet_67"	"Hera_67"	"JarJarBinks_68"
"njc61"	0.27	1.71	0.33	9.9	0.51	0.51	72.24	1.01	0.2	0.66	2	0.78	7.67	10.9	3.98	20.77	2.71	49.84	6.59	3.27	10.4	3.18	5.07	68.85	0.22	0.42	0.36	4.29	1.84	1.2	29.02	0.4	0.93	3.31	0.11	26.94	0.84	1.45	21.17	35.39	9.71	2.4	19	5.54	15.69	70.93	0.11	0.67	4.18	1.2	0.22	28.72	0.49	14.71	1.6	0.47	0.36	6.73	40.93	4.43	1.22	14.32	3.98	0.89	2.51	6.27	55.89	3.07	3.93	3.16	1.47	0.38	3.05	3.18	2.16	0.73	0.38	1.89	3.47	1.25	9.36	1.62	0.31	1.09	4.96	0.6	0.71	2.56	1.56	23.03	14.15	0.8	0.31	2.51	21.47	0.38	4.27	0.51	4.83	7.94	2	1.71	1.69	0.89	62.49	26.6	0.24	0.18	0.69	28.73	2.8	2.78	0.85	1.42	13.99	2.71	42.85	8.68	20.64	1.93	5.05	0.69	12.98	3.58	6.61	1.27	1.22	5.34
"njc62"	0.04	0.36	0.07	5.09	0.09	0.07	5.21	0.82	0.04	0.38	0.04	0.42	0.2	0.6	0.2	6.92	2.49	0.31	2.25	1.04	0.4	2.07	0.09	0	0.2	0.16	0.27	2.78	0.02	0.13	0	0.31	0.24	2.2	0.02	0.18	0.38	1.16	0.29	0.73	0.18	0.02	0	0.04	0.04	0.13	0.02	0.51	0.09	0.31	0.04	0.09	0.27	0.04	1.42	0.22	0.29	0	0	0.11	0.38	0.12	0.09	0.69	0.89	0.04	1.07	0.58	0.3	0.4	0.13	0.04	0.84	0.11	1.92	0.07	0.11	0.73	1.4	0.36	0.02	0.76	0.07	0.24	2	0.09	0.91	0.91	1.51	0.11	0.02	0.67	0.02	4.22	0.4	0.18	0.36	0.31	4.47	0.42	0.09	0.02	0.53	0.04	0.64	0.07	0.02	0	0.07	0.11	0.18	0.36	0.56	0.09	0.78	1.64	0.27	0.04	0.22	0.04	1.07	0.56	0.65	5	0.29	2.82	0.11	0.18
"njc63"	0.4	2.13	1.38	17.38	1.18	1.4	0.95	3.66	0.56	2.27	6.69	1.16	0.64	2.87	0.78	30.38	5.78	1.33	10	2.91	1.71	7.45	2.94	0.02	3.85	0.8	1.29	9.23	1.84	4.91	0.04	3.04	2.85	8.14	1.04	1.47	1.91	3.56	3	3.42	1.27	2.58	2.16	3.29	1.36	0.71	0.09	3.56	3.09	1.27	1.62	2.09	1.69	2.09	5.96	4.45	2.73	2.13	0.76	1.07	2.65	2.8	1.27	2.87	1.85	1.56	2.6	2.93	1.2	1.45	1.18	1.33	2.22	0.51	10.24	4.98	0.69	2.85	3.67	1.13	6	2.69	1.96	1.53	13.27	1.56	3.47	2.91	6.65	2.4	4	3	0.67	7.74	4.49	2.71	3.93	2.49	8.28	3.87	3.42	2.58	3.91	0.62	1.71	1.07	0.4	0.82	4.36	3.89	0.87	2.11	2.71	1.27	2.54	9.71	1.22	0.49	1.36	1.07	2.96	5.69	5.79	19.33	2.07	7.76	0.49	2.89
"njc64"	0	0	0	0	0	0	1.45	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	1.38	0	0	0	0	0	0	0.78	0	0	0	0	0	0	0	0.04	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0.02	0.02	0.02	0	0	0	0.11	0	0	0	0	0.13	0.02	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0.02	0	0	0.47	0	0.02	0	0	0	0	0	0	0	0.07
"njc65"	0	0.38	0	1.77	0	0	0	0	0	0.08	0	0	0	0	0	1.36	0	0	0.71	0	0	0.22	0	0	0	0	0	0.33	0	0	0	0.02	0	0.53	0	0	0	0.38	0	0	0	0	0	0	0	0	0	0.09	0	0	0.04	0	0	0	0	0.04	0	0	0	0.02	0	0	0	0	0.04	0	0	0.13	0	0	0	0	0	0.02	0.49	0	0	0	0	0	0	0	0	0	0.53	0	0	0	0.51	0	0	0.16	0	0	0.31	0.04	0	0.02	0	0.18	0	0	0.02	0	0	0.04	0	0	0	0	0	0.02	0.44	0	0	0	0.07	0	0.04	0	0	0.2	0	0.65	0.02	0	0	0
"njc66"	0	0.07	0.02	0.36	0	0.02	0	0.01	0	0.16	0	0	0	0.02	0	1.98	0.04	0	0.87	0	0	0.49	0.02	0	0	0	0	0.67	0.02	0.02	0	0.02	0	1.05	0	0	0	0.62	0.02	0	0.02	0	0	0	0	0.02	0	0.31	0.04	0	0.02	0	0	0	0	0.04	0	0	0	0	0	0.07	0	0.02	0.18	0	0	0.07	0.03	0.02	0	0.04	0.02	0	0.87	0	0.04	0.04	0.07	0	0	0.02	0	0	0.87	0.07	0.02	0.07	0.64	0.09	0	0.29	0	0.04	0.09	0.11	0.02	0.07	0	0.04	0.02	0	0.18	0	0.02	0	0.02	0	0.02	0.09	0	0.09	0.33	0	0.02	0.04	0.07	0	0	0.02	0.02	0.18	0	1.53	0.04	0	0	0.11
"njc67"	33.02	39.33	2.52	15.48	1.2	16.4	5.51	9.49	30.15	15.1	18.05	24.17	38.34	14.19	39.8	23.17	14.89	7.02	29.28	25.14	30.84	25.34	30.31	16.67	51.6	18.21	14.33	22.08	13.34	28.69	15.7	43.44	19.6	33.62	16.18	10.05	9.05	38.2	8.63	15.07	22.29	11.69	14.07	20.16	17.78	6.7	13.18	43.18	23.29	17.78	24.43	13.56	15.16	17.72	25.67	61.74	9.38	23.04	22.87	8.81	21.8	9.81	10.16	13.29	37.11	8.18	8.67	38.19	16.15	26.55	10.58	11.34	24.23	12.72	30.27	5.54	12.38	10.03	7.87	7.76	15.43	23.65	4.87	13.76	24.67	18.99	11.8	10.62	24.48	11.45	17.97	15.87	13.76	8.85	31.54	23.28	8.87	19.44	7.27	25.05	9.02	15.2	12.83	18.05	5.98	36.23	23.56	16.96	13.47	12.73	18.74	13.08	25.02	14.69	15.6	22.04	25.14	12.55	45.31	10.62	18.29	14.23	9.55	16.21	33.51	6.16	26.49	12.17
"njc68"	0	0	0	0	0	0	5.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0	0	0	0	0	0	0.36	0	0	0
"njc69"	0	0	0	0	0	0	5.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0	0	0	0	0	0	0.36	0	0	0
"njc70"	0	0	0	0	0	0	5.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0	0	0	0	0	0	0.36	0	0	0
"njc71"	0	0	0	0	0	0	5.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0	0	0	0	0	0	0.36	0	0	0
"njc72"	0	0	0	0	0	0	0	0.06	0.02	0.01	0.02	0	0.04	0.02	0	0	0.04	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0	0	0	0	0.02	0	0.02	0	0	0	0.02	0	0	0	0	0.02	0	0	0	0.04	0.02	0	0	0	0	0	0	0	0	0.04	0	0	0.04	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.02	0.02	0	0.02	0	0	0	0	0	0	0	0	0.04	0	0.02	0	0
"njc73"	0.38	2.38	1.02	14.81	0.29	0.16	1.75	2.35	0.36	0.85	0.93	1.49	0.91	3.02	0.64	28.11	5.4	1.24	9.2	3.18	1.53	5.27	0.51	2.34	0.42	0.62	0.6	7.07	0.11	1.07	2.38	0.89	1.4	5.25	0.07	0.47	0.67	2.29	0.6	1.45	0.87	0.07	0.29	0.98	0.07	0.93	0.07	0.93	0.38	1.18	0.31	0.22	0.93	0.36	3.11	0.67	0.71	0.04	0.02	2.14	0.91	0.6	0.22	1.93	2	0.22	2.25	3.45	1.23	1.33	0.29	0.36	2.13	0.73	3.45	0.33	0.36	3.49	6.76	0.98	0.33	2.18	0.27	1.18	3.51	0.42	2.82	2.71	2.74	0.13	0.18	2.33	0.16	8.47	1.76	0.49	0.73	1.31	8.25	1.67	0.22	0.16	1.71	0.42	1.42	0.58	0.24	0.09	0.2	0.6	2.24	2.49	1.27	0.84	2.85	4.49	0.73	0.69	0.82	0.13	3.25	1.22	2.47	8.54	3.05	5.94	1.42	0.82
"njc74"	0	0	0	0	0	0	1.68	0.04	0.04	0	0.02	0	0	0	0	0	0.04	0.04	0	0.02	0	0	0	0	0.02	0	0	0	0	0.02	0.09	0	0	0	0.04	0	0	0	0	0	0.02	0	0.04	0	0	0	0.04	0	0.02	0.02	0	0	0	0.02	0.02	0	0	0	0	0.07	0	0.02	0	0	0.02	0	0	0.02	0.01	0	0	0	0	0.02	0	0	0.02	0	0.02	0	0.04	0	0	0.02	0	0.13	0.02	0	0	0	0.02	0	0	0	0.02	0	0	0.02	0	0	0	0	0.02	0.27	0	0	0.11	0.07	0	0	0.02	0.02	0	0.02	0.02	0	0	0.16	0.02	0	0	0	0	0.02	0.11	0	0.02	0
"njc75"	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0.02	0.02	0	0	0	0	0	0.02	0.01	0	0	0	0.02	0	0	0	0.02	0.02	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0	0	0	0.02	0	0	0	0	0	0.02	0.04	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0
"njc76"	0.13	0.93	0.42	12.66	0.78	0.11	0	1.93	0.16	1.25	3.98	0.69	0.38	1.31	0.42	9.38	3.69	0.62	3.56	1.73	0.98	4.25	1.96	0	2.69	0.36	0.58	5.45	0.18	2.8	0	1.98	0.38	4.58	0.47	1.07	0.82	2.05	1.67	1.24	0.76	0.18	1.22	2.02	0.73	0.33	0	2.34	1.53	0.87	0.98	0.93	1.18	0.96	2.94	3	1.49	0.09	0.38	0.56	1.4	0.28	0.69	2.16	1.07	0.91	1.65	1.98	0.62	0.93	0.53	1.2	1.2	0.18	6.59	2.38	0.49	1.73	2.56	0.65	2.85	1.29	0.78	0.8	8.51	1.16	2.07	1.96	4.31	0.09	1.45	2.04	0.38	5.38	2.13	1.71	0.04	1.49	5.83	1.64	0.02	1.42	2.07	0.24	1.27	0.27	0.27	0.36	0.02	2.22	0.42	1.42	1.65	1.09	1.22	4.87	0.76	0.24	0.91	0.51	2.09	3.65	3.25	14.3	1	6.41	0.16	0.45
"njc77"	0	0	0	0	0	0	2.23	0	0.02	0	0.02	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.04	0	0	0	0.02	0	0	0	0	0.02	0	0	0.02	0	0	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.02	0.01	0	0	0	0	0	0	0.01	0	0	0	0.02	0	0	0	0.02	0	0	0	0.02	0	0	0	0	0.09	0.02	0	0	0	0.02	0	0	0	0.02	0	0	0.02	0	0	0	0	0.02	0.16	0	0	0.04	0.02	0	0	0.02	0.02	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0.02	0	0	0.02
"njc78"	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0	0	0	0	0	0	0.36	0	0	0
"njc79"	0	0.07	0.02	0.36	0	0.02	0.15	0.01	0	0.16	0	0	0	0.02	0	1.98	0.04	0	0.87	0	0	0.49	0.02	0.96	0	0	0	0.67	0.02	0.02	1.6	0.02	0	1.05	0	0	0	0.62	0.02	0	0.02	0	0	0	0	0.02	0	0.31	0.04	0	0.02	0	0	0	0	0.04	0	0	0	0	0	0.07	0	0.02	0.18	0	0	0.07	0.03	0.02	0	0.04	0.02	0	0.87	0	0.07	0.04	0.07	0	0	0.02	0	0	0.87	0.07	0.02	0.07	0.64	0.09	0	0.29	0	0.04	0.09	0.11	0.02	0.07	0	0.04	0.02	0	0.18	0	0.02	0	0.02	0	0.02	0.09	0	0.09	0.33	0.04	0.02	0.04	0.07	0.02	0	0.02	0.02	0.18	0	1.53	0.4	0	0	0.11
"njc80"	0	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	1.38	0	0	0	0	0	0	0.78	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0.11	0	0	0	0	0.13	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0	0	0	0.47	0	0.02	0	0	0	0	0	0	0	0.04
"njc81"	36.31	40.87	3.07	21.8	1.49	23.62	0.04	16.12	33.57	18.16	21.94	26.01	41.47	20.21	43.9	49.43	20.52	11.58	41.3	29.1	39.31	30.32	40.32	22.55	54.94	20.21	18.62	28.17	17.34	37.85	26.46	44.76	22.03	39.09	18.94	11.6	11.54	42.14	13.9	18.1	25.72	14.71	18.24	25.68	19.16	8.68	13.31	46.01	29.32	21.58	25.19	19.18	17.96	27.96	32.14	64.98	13.03	28.09	29.16	13.84	36.65	13.91	14.69	17.34	40.56	10.31	7.85	40.05	25.6	35.58	15.8	14.87	27.17	20.32	36.59	6.03	20.6	13.18	13.63	10.21	18.07	32.34	6.69	17.43	30.76	29.58	15.96	14.65	29.86	13.29	21.11	20.29	21.94	15.81	33.5	26.13	12.58	23.55	13.64	29.56	13.18	19.8	18.83	29.65	4.16	39.5	32.27	21.69	16.14	12.91	23.05	17.61	27.53	18.13	19.89	25.13	26.23	17.18	46.47	15.33	23.14	15.47	10.68	23.02	39.14	9.39	42.62	18.96
"njc82"	0	0.02	0.02	0.07	0	0.07	0	0.31	0.04	0.27	0	0	0.09	0	0.11	0.04	0	0.02	0.11	0	0	0.04	0.07	0	0.04	0.04	0.02	0.02	0	0.04	0	0.02	0	0.04	0.02	0	0.04	0.04	0.33	0.04	0.02	0.04	0	0	0.04	0.04	0.04	0.09	0.02	0	0	0.09	0	0.13	0.04	0.02	0	0	0	0.13	0.11	0.13	0.11	0.04	0.13	0.07	0.13	0.02	0.22	0.07	0.16	0	0.02	0.16	0.13	0.02	0.09	0.07	0.13	0.09	0.04	0.16	0.09	0	0.13	0.02	0.04	0.02	0.18	0.02	0.02	0.11	0.02	0.13	0.02	0	0.4	0.04	0.07	0.13	0.11	0.02	0.2	0.04	0	0.02	0	0.02	0.09	0.04	0	0.09	0.04	0.04	0.18	0.04	0.02	0.04	0	0.04	0.02	0.04	0.13	0.16	0.13	0.04	0.04	0.18
"njc83"	0	0.07	0	0.18	0	0	0	0.04	0.02	0.09	0.04	0	0.04	0	0	1	0.02	0.02	0.36	0	0	0.36	0	0	0	0.02	0.04	0.49	0	0	0	0.04	0.02	0.67	0	0	0	0.49	0.04	0	0.02	0	0	0.02	0	0	0	0.29	0.02	0	0.07	0	0.02	0	0	0.04	0	0	0	0.04	0	0.01	0	0.04	0.16	0	0	0.04	0.03	0.04	0.02	0	0	0	0.76	0	0	0.07	0.07	0.02	0	0	0	0.07	0.6	0	0.13	0.13	0.51	0	0	0.27	0	0.04	0.04	0.07	0.02	0.07	0	0	0	0	0.2	0	0	0	0	0	0	0.07	0	0.13	0.31	0	0.02	0	0.07	0	0	0	0.04	0.09	0	1.18	0.02	0.04	0	0
"njc84"	0	0.02	0.02	0.07	0	0.07	0	0.31	0.04	0.27	0	0	0.09	0	0.11	0.04	0	0.02	0.11	0	0	0.04	0.07	0	0.04	0.04	0.02	0.02	0	0.04	0	0.02	0	0.04	0.02	0	0.04	0.04	0.33	0.04	0.02	0.04	0	0	0.04	0.04	0.04	0.09	0.02	0	0	0.09	0	0.13	0.04	0.02	0	0	0	0.13	0.11	0.13	0.11	0.04	0.13	0.07	0.13	0.02	0.22	0.07	0.16	0	0.02	0.16	0.13	0.02	0.09	0.07	0.13	0.09	0.04	0.16	0.09	0	0.13	0.02	0.04	0.02	0.18	0.02	0.02	0.11	0.02	0.13	0.02	0	0.4	0.04	0.07	0.13	0.11	0.02	0.2	0.04	0	0.02	0	0.02	0.09	0.04	0	0.09	0.04	0.04	0.18	0.04	0.02	0.04	0	0.04	0.02	0.04	0.13	0.16	0.13	0.04	0.04	0.18
"njc85"	0	0.44	0.02	2.22	0	0.02	0	0.08	0.02	0.27	0.04	0	0.04	0.02	0	3.36	0.07	0.02	1.65	0	0	0.76	0.02	0	0	0.02	0.04	1.16	0.02	0.02	0	0.07	0.02	1.65	0	0	0	1.07	0.07	0	0.04	0	0	0.02	0	0.04	0	0.44	0.07	0	0.13	0	0.02	0.02	0.02	0.09	0	0	0	0.07	0.02	0.08	0	0.07	0.22	0.02	0	0.2	0.07	0.09	0.04	0.04	0.02	0.02	1.45	0.04	0.09	0.11	0.18	0.02	0	0.02	0.02	0.07	1.62	0.07	0.18	0.2	1.33	0.09	0	0.44	0.02	0.13	0.4	0.18	0.07	0.11	0.02	0.22	0.02	0	0.24	0.02	0.02	0.04	0.02	0	0.04	0.16	0	0.18	0.87	0	0.04	0.07	0.13	0	0.04	0.02	0.07	0.4	0.04	2.4	0.07	0.04	0	0.11
"njc86"	0	0	0	0	0	0	0.74	0	0.02	0	0.02	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0.02	0	0	0	0.02	0	0	0	0.02	0	0	0.02	0	0	0	0	0.02	0.02	0	0	0.02	0.02	0	0	0.02	0.02	0	0	0	0	0	0.02	0	0	0	0	0	0	0.02	0	0	0
"njc87"	0	0	0.07	0.02	0.07	0	1.64	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0	0	0	0	0	1.62	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.02	0.02	0	0.02	0	0	0	0	0.02	0.02	0	0	0	0	0	0.04	0.02	0	0	0	0.02	0	0	0	0.02	0.02	0	0.02	0	0	0.09	0.04	0	0.04	0	0	0	0.02	0	0	0.09	0.02	0	0	0	0	0	0.02	0.04	0	0	0.02	0	0.02	0	0	0	0	0.13	0	0	0.02	0	0.02	0.02	0	0	0	0.04	0.02	0	0	0.02	0	0.02	0	0	0.04	0	0.36	0	0	0.02
"njc88"	0	0	0.07	0.02	0.07	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0	0.02	0	0	0	0	0.36	0	0	0
"njc89"	0.09	0.67	0.36	7.77	0.69	0.09	0.15	1.32	0.13	1.11	3.96	0.27	0.22	0.71	0.29	3.47	1.2	0.33	1.71	0.69	0.58	2.53	1.91	0.96	2.51	0.22	0.33	3.02	0.16	2.69	1.6	1.71	0.13	3	0.47	0.89	0.49	1.36	1.67	0.56	0.58	0.18	1.22	1.98	0.73	0.27	0	2.14	1.49	0.56	0.93	0.93	0.91	0.96	1.53	2.87	1.2	0.09	0.38	0.51	1.11	0.22	0.69	1.49	0.4	0.91	0.62	1.44	0.44	0.58	0.53	1.16	0.36	0.18	5.48	2.31	0.47	1.04	1.27	0.31	2.85	0.64	0.78	0.56	7.11	1.09	1.18	1.07	3.34	0	1.45	1.71	0.38	1.24	1.78	1.58	0.02	1.25	1.36	1.33	0	1.42	1.89	0.24	0.62	0.22	0.24	0.36	0	2.18	0.24	1.22	1.36	1.09	0.49	3.24	0.58	0.24	0.69	0.49	1.04	3.2	2.67	10.5	1.2	3.58	0.07	0.33
"njc90"	0	0.07	0.02	0.36	0	0.02	0	0.01	0	0.16	0.02	0	0	0.02	0.02	1.98	0.04	0	0.87	0	0	0.49	0.02	0	0	0	0	0.67	0.02	0.02	0	0.02	0	1.05	0	0	0	0.62	0.04	0	0.02	0	0	0	0	0.02	0	0.31	0.04	0	0.02	0	0	0	0	0.04	0	0	0	0	0	0.07	0	0.02	0.2	0	0	0.07	0.03	0.02	0	0.04	0.02	0	0.87	0	0.04	0.04	0.07	0	0	0.02	0.02	0	0.87	0.07	0.02	0.07	0.64	0.09	0	0.29	0	0.07	0.09	0.11	0.07	0.07	0	0.04	0.02	0	0.18	0	0.02	0	0.02	0	0.02	0.09	0	0.09	0.33	0	0.02	0.04	0.07	0	0	0.02	0.02	0.18	0	1.53	0.04	0	0	0.11
"njc91"	0	0	0	0	0	0	0.19	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	2.34	0	0	0	0	0	0	2.38	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0.11	0	0	0	0	0.13	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.53	0	0	0	0.49	0	0.02	0	0	0	0	0.36	0	0	0.04
"njc92"	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0	0	0	0	0	0	0.36	0	0	0
"njc93"	0	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	1.38	0	0	0	0	0	0	0.78	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0.11	0	0	0	0	0.13	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0	0	0	0.47	0	0.02	0	0	0	0	0	0	0	0.04
