SampleID	SampleSubject	SampleDate	SampleCollectedBy	SampleNotes	SampleBox	Bristol	SampleTime	SampleStabilizer
IVY-17-MGE	ivy	3/26/23	SA		4	2	800	Molecular Grade (96%) Ethanol
CHA-17-DRS	charles	3/26/23	SA		4	2	800	DNA/RNA Shield
CHA-17-MGE	charles	3/26/23	SA		4	2	800	Molecular Grade (96%) Ethanol
PAD-17-DRS	padme	3/26/23	SA		4	5	800	DNA/RNA Shield
PAD-17-MGE	padme	3/26/23	SA		4	5	800	Molecular Grade (96%) Ethanol
GRO-17-DRS	grogu	3/26/23	SA		4	2	800	DNA/RNA Shield
GRO-17-MGE	grogu	3/26/23	SA		4	2	800	Molecular Grade (96%) Ethanol
MAR-17-DRS	marshmallow	3/26/23	SA		4	2	800	DNA/RNA Shield
MAR-17-MGE	marshmallow	3/26/23	SA		4	2	800	Molecular Grade (96%) Ethanol
BUD-17-DRS	buddy	3/26/23	SA		4	2	800	DNA/RNA Shield
BUD-17-MGE	buddy	3/26/23	SA		4	2	800	Molecular Grade (96%) Ethanol
JOA-17-DRS	joans	3/26/23	SA		4	3	800	DNA/RNA Shield
JOA-17-MGE	joans	3/26/23	SA		4	3	800	Molecular Grade (96%) Ethanol
HEN-17-DRS	henry	3/26/23	SA		4	2	800	DNA/RNA Shield
HEN-17-MGE	henry	3/26/23	SA		4	2	800	Molecular Grade (96%) Ethanol
GIN-17-DRS	ginger	3/26/23	SA		4	2	800	DNA/RNA Shield
GIN-17-MGE	ginger	3/26/23	SA		4	2	800	Molecular Grade (96%) Ethanol
HAM-18-DRS	hamlet	3/27/23	SA/GR		4	2	800	DNA/RNA Shield
HAM-18-MGE	hamlet	3/27/23	SA/GR		4	2	800	Molecular Grade (96%) Ethanol
HER-18-DRS	hera	3/27/23	SA/GR		4	3	800	DNA/RNA Shield
HER-18-MGE	hera	3/27/23	SA/GR		4	3	800	Molecular Grade (96%) Ethanol
JAR-18-DRS	jarjarbinks	3/27/23	SA/GR		4	3	800	DNA/RNA Shield
JAR-18-MGE	jarjarbinks	3/27/23	SA/GR		4	3	800	Molecular Grade (96%) Ethanol
OPH-18-DRS	ophelia	3/27/23	SA/GR		4	2	800	DNA/RNA Shield
OPH-18-MGE	ophelia	3/27/23	SA/GR		4	2	800	Molecular Grade (96%) Ethanol
KUB-18-DRS	kubo	3/27/23	SA/GR		4	2	800	DNA/RNA Shield
KUB-18-MGE	kubo	3/27/23	SA/GR		4	2	800	Molecular Grade (96%) Ethanol
KOR-18-DRS	korra	3/27/23	SA/GR		4	3	800	DNA/RNA Shield
KOR-18-MGE	korra	3/27/23	SA/GR		4	3	800	Molecular Grade (96%) Ethanol
WOL-18-DRS	wolverine	3/27/23	SA/GR		4	2	800	DNA/RNA Shield
WOL-18-MGE	wolverine	3/27/23	SA/GR		4	2	800	Molecular Grade (96%) Ethanol
IRI-18-DRS	iris	3/27/23	SA/GR		4	2	800	DNA/RNA Shield
IRI-18-MGE	iris	3/27/23	SA/GR		4	2	800	Molecular Grade (96%) Ethanol
LAM-18-DRS	lambchop	3/27/23	SA/GR		4	3	730	DNA/RNA Shield
LAM-18-MGE	lambchop	3/27/23	SA/GR		4	3	730	Molecular Grade (96%) Ethanol
IVY-18-DRS	ivy	3/27/23	SA/GR		4	4	730	DNA/RNA Shield
IVY-18-MGE	ivy	3/27/23	SA/GR		4	4	730	Molecular Grade (96%) Ethanol
GRO-18-DRS	grogu	3/27/23	SA/GR		4	3	730	DNA/RNA Shield
GRO-18-MGE	grogu	3/27/23	SA/GR		4	3	730	Molecular Grade (96%) Ethanol
BUD-18-DRS	buddy	3/27/23	SA/GR		4	2	730	DNA/RNA Shield
BUD-18-MGE	buddy	3/27/23	SA/GR		4	2	730	Molecular Grade (96%) Ethanol
GIN-18-DRS	ginger	3/27/23	SA/GR		4	2	730	DNA/RNA Shield
GIN-18-MGE	ginger	3/27/23	SA/GR		4	2	730	Molecular Grade (96%) Ethanol
HER-19-DRS	hera	3/28/23	SA		4	2	800	DNA/RNA Shield
HER-19-MGE	hera	3/28/23	SA		4	2	800	Molecular Grade (96%) Ethanol
OPH-19-DRS	ophelia	3/28/23	SA		4	2	800	DNA/RNA Shield
OPH-19-MGE	ophelia	3/28/23	SA		4	2	800	Molecular Grade (96%) Ethanol
WOL-19-DRS	wolverine	3/28/23	SA		4	2	800	DNA/RNA Shield
WOL-19-MGE	wolverine	3/28/23	SA		4	2	800	Molecular Grade (96%) Ethanol
IRI-18-DRS	iris	3/28/23	SA		4	3	800	DNA/RNA Shield
IRI-18-MGE	iris	3/28/23	SA		4	3	800	Molecular Grade (96%) Ethanol
FRA-19-DRS	franc	3/28/23	SA		4	2	730	DNA/RNA Shield
FRA-19-MGE	franc	3/28/23	SA		4	2	730	Molecular Grade (96%) Ethanol
IVY-19-DRS	ivy	3/28/23	SA		4	4	730	DNA/RNA Shield
IVY-19-MGE	ivy	3/28/23	SA		4	4	730	Molecular Grade (96%) Ethanol
BUD-19-DRS	buddy	3/28/23	SA		4	3	730	DNA/RNA Shield
BUD-19-DRS	buddy	3/28/23	SA		4	3	730	Molecular Grade (96%) Ethanol
HAM-20-DRS	hamlet	3/29/23	SA		4	1	730	DNA/RNA Shield
HAM-20-MGE	hamlet	3/29/23	SA		4	1	730	Molecular Grade (96%) Ethanol
HER-20-DRS	hera	3/29/23	SA		4	2	730	DNA/RNA Shield
HER-20-MGE	hera	3/29/23	SA		4	2	730	Molecular Grade (96%) Ethanol
JAR-20-DRS	jarjarbinks	3/29/23	SA		4	1	730	DNA/RNA Shield
JAR-20-MGE	jarjarbinks	3/29/23	SA		4	1	730	Molecular Grade (96%) Ethanol
OPH-20-DRS	ophelia	3/29/23	SA		4	1	730	DNA/RNA Shield
OPH-20-MGE	ophelia	3/29/23	SA		4	1	730	Molecular Grade (96%) Ethanol
KUB-20-DRS	kubo	3/29/23	SA		4	2	730	DNA/RNA Shield
KUB-20-MGE	kubo	3/29/23	SA		4	2	730	Molecular Grade (96%) Ethanol
KOR-20-DRS	korra	3/29/23	SA		4	3	730	DNA/RNA Shield
KOR-20-MGE	korra	3/29/23	SA		4	3	730	Molecular Grade (96%) Ethanol
WOL-20-DRS	wolverine	3/29/23	SA		4	2	730	DNA/RNA Shield
WOL-20-MGE	wolverine	3/29/23	SA		4	2	730	Molecular Grade (96%) Ethanol
IRI-20-DRS	iris	3/29/23	SA		4	2	730	DNA/RNA Shield
IRI-20-MGE	iris	3/29/23	SA		4	2	730	Molecular Grade (96%) Ethanol
GOO-20-DRS	goose	3/29/23	SA		4	2	730	DNA/RNA Shield
GOO-20-MGE	goose	3/29/23	SA		4	2	730	Molecular Grade (96%) Ethanol
LAM-20-DRS	lambchop	3/29/23	SA		4	3	730	DNA/RNA Shield
LAM-20-MGE	lambchop	3/29/23	SA		4	3	730	Molecular Grade (96%) Ethanol
CHA-20-DRS	charles	3/29/23	SA		4	2	800	DNA/RNA Shield
CHA-20-MGE	charles	3/29/23	SA		4	2	800	Molecular Grade (96%) Ethanol
PAD-20-DRS	padme	3/29/23	SA	Euthanized (renal failure)	4	4	800	DNA/RNA Shield
PAD-20-MGE	padme	3/29/23	SA	Euthanized (renal failure)	4	4	800	Molecular Grade (96%) Ethanol
BUD-20-DRS	buddy	3/29/23	SA		4	2	800	DNA/RNA Shield
BUD-20-MGE	buddy	3/29/23	SA		4	2	800	Molecular Grade (96%) Ethanol
GIN-20-DRS	ginger	3/29/23	SA		5	2	800	DNA/RNA Shield
GIN-20-MGE	ginger	3/29/23	SA		5	2	800	Molecular Grade (96%) Ethanol
HAM-21-DRS	hamlet	3/30/23	SA		5	2	800	DNA/RNA Shield
HAM-21-MGE	hamlet	3/30/23	SA		5	2	800	Molecular Grade (96%) Ethanol
HER-21-DRS	hera	3/30/23	SA		5	2	800	DNA/RNA Shield
HER-21-MGE	hera	3/30/23	SA		5	2	800	Molecular Grade (96%) Ethanol
JAR-21-DRS	jarjarbinks	3/30/23	SA		5	2	800	DNA/RNA Shield
JAR-21-MGE	jarjarbinks	3/30/23	SA		5	2	800	Molecular Grade (96%) Ethanol
OPH-21-DRS	ophelia	3/30/23	SA		5	1	800	DNA/RNA Shield
OPH-21-MGE	ophelia	3/30/23	SA		5	1	800	Molecular Grade (96%) Ethanol
KUB-21-DRS	kubo	3/30/23	SA		5	2	800	DNA/RNA Shield
KUB-21-MGE	kubo	3/30/23	SA		5	2	800	Molecular Grade (96%) Ethanol
KOR-21-DRS	korra	3/30/23	SA		5	2	800	DNA/RNA Shield
KOR-21-MGE	korra	3/30/23	SA		5	2	800	Molecular Grade (96%) Ethanol
WOL-21-DRS	wolverine	3/30/23	SA		5	3	800	DNA/RNA Shield
WOL-21-MGE	wolverine	3/30/23	SA		5	3	800	Molecular Grade (96%) Ethanol
IRI-21-DRS	iris	3/30/23	SA		5	3	800	DNA/RNA Shield
IRI-21-MGE	iris	3/30/23	SA		5	3	800	Molecular Grade (96%) Ethanol
BUD-21-DRS	buddy	3/30/23	SA		5	3	730	DNA/RNA Shield
BUD-21-MGE	buddy	3/30/23	SA		5	3	730	Molecular Grade (96%) Ethanol
JOA-21-DRS	joans	3/30/23	SA		5	3	730	DNA/RNA Shield
JOA-21-MGE	joans	3/30/23	SA		5	3	730	Molecular Grade (96%) Ethanol
HAM-22-DRS	hamlet	3/31/23	SA/GR		5	2	800	DNA/RNA Shield
HAM-22-MGE	hamlet	3/31/23	SA/GR		5	2	800	Molecular Grade (96%) Ethanol
HER-22-DRS	hera	3/31/23	SA/GR		5	2	800	DNA/RNA Shield
HER-22-MGE	hera	3/31/23	SA/GR		5	2	800	Molecular Grade (96%) Ethanol
JAR-22-DRS	jarjarbinks	3/31/23	SA/GR		5	2	800	DNA/RNA Shield
JAR-22-MGE	jarjarbinks	3/31/23	SA/GR		5	2	800	Molecular Grade (96%) Ethanol
OPH-22-DRS	ophelia	3/31/23	SA/GR		5	1	800	DNA/RNA Shield
OPH-22-MGE	ophelia	3/31/23	SA/GR		5	1	800	Molecular Grade (96%) Ethanol
KUB-22-DRS	kubo	3/31/23	SA/GR		5	2	800	DNA/RNA Shield
KUB-22-MGE	kubo	3/31/23	SA/GR		5	2	800	Molecular Grade (96%) Ethanol
KOR-22-DRS	korra	3/31/23	SA/GR		5	3	800	DNA/RNA Shield
KOR-22-MGE	korra	3/31/23	SA/GR		5	3	800	Molecular Grade (96%) Ethanol
WOL-22-DRS	wolverine	3/31/23	SA/GR		5	2	800	DNA/RNA Shield
WOL-22-MGE	wolverine	3/31/23	SA/GR		5	2	800	Molecular Grade (96%) Ethanol
IRI-22-DRS	iris	3/31/23	SA/GR		5	3	800	DNA/RNA Shield
IRI-22-MGE	iris	3/31/23	SA/GR		5	3	800	Molecular Grade (96%) Ethanol
GOO-22-DRS	goose	3/31/23	SA/GR		5	2	730	DNA/RNA Shield
GOO-22-MGE	goose	3/31/23	SA/GR		5	2	730	Molecular Grade (96%) Ethanol
LAM-22-DRS	lambchop	3/31/23	SA/GR		5	3	730	DNA/RNA Shield
LAM-22-MGE	lambchop	3/31/23	SA/GR		5	3	730	Molecular Grade (96%) Ethanol
FRA-22-DRS	franc	3/31/23	SA/GR		5	3	730	DNA/RNA Shield
FRA-22-MGE	franc	3/31/23	SA/GR		5	3	730	Molecular Grade (96%) Ethanol
IVY-22-DRS	ivy	3/31/23	SA/GR		5	2	730	DNA/RNA Shield
IVY-22-MGE	ivy	3/31/23	SA/GR		5	2	730	Molecular Grade (96%) Ethanol
GRO-22-DRS	grogu	3/31/23	SA/GR		5	2	730	DNA/RNA Shield
GRO-22-MGE	grogu	3/31/23	SA/GR		5	2	730	Molecular Grade (96%) Ethanol
MAR-22-DRS	marshmallow	3/31/23	SA/GR		5	2	730	DNA/RNA Shield
MAR-22-MGE	marshmallow	3/31/23	SA/GR		5	2	730	Molecular Grade (96%) Ethanol
BUD-22-DRS	buddy	3/31/23	SA/GR		5	1	730	DNA/RNA Shield
BUD-22-MGE	buddy	3/31/23	SA/GR		5	1	730	Molecular Grade (96%) Ethanol
JOA-22-DRS	joans	3/31/23	SA/GR		5	1	730	DNA/RNA Shield
JOA-22-MGE	joans	3/31/23	SA/GR		5	1	730	Molecular Grade (96%) Ethanol
HEN-22-DRS	henry	3/31/23	SA/GR		5	2	730	DNA/RNA Shield
HEN-22-MGE	henry	3/31/23	SA/GR		5	2	730	Molecular Grade (96%) Ethanol
GIN-22-DRS	ginger	3/31/23	SA/GR		5	2	730	DNA/RNA Shield
GIN-22-MGE	ginger	3/31/23	SA/GR		5	2	730	Molecular Grade (96%) Ethanol
HAM-23-DRS	hamlet	4/1/23	SA		5	5	800	DNA/RNA Shield
HAM-23-MGE	hamlet	4/1/23	SA		5	5	800	Molecular Grade (96%) Ethanol
HER-23-DRS	hera	4/1/23	SA		5	2	800	DNA/RNA Shield
HER-23-MGE	hera	4/1/23	SA		5	2	800	Molecular Grade (96%) Ethanol
JAR-23-DRS	jarjarbinks	4/1/23	SA		5	2	800	DNA/RNA Shield
JAR-23-MGE	jarjarbinks	4/1/23	SA		5	2	800	Molecular Grade (96%) Ethanol
KOR-23-DRS	korra	4/1/23	SA		5	3	800	DNA/RNA Shield
KOR-23-MGE	korra	4/1/23	SA		5	3	800	Molecular Grade (96%) Ethanol
WOL-23-DRS	wolverine	4/1/23	SA		5	2	800	DNA/RNA Shield
WOL-23-MGE	wolverine	4/1/23	SA		5	2	800	Molecular Grade (96%) Ethanol
IRI-23-DRS	iris	4/1/23	SA		5	3	800	DNA/RNA Shield
IRI-23-MGE	iris	4/1/23	SA		5	3	800	Molecular Grade (96%) Ethanol
HAM-24-DRS	hamlet	4/2/23	SA		5	2	800	DNA/RNA Shield
HAM-24-MGE	hamlet	4/2/23	SA		5	2	800	Molecular Grade (96%) Ethanol
HER-24-DRS	hera	4/2/23	SA		5	3	800	DNA/RNA Shield
HER-24-MGE	hera	4/2/23	SA		5	3	800	Molecular Grade (96%) Ethanol
JAR-24-DRS	jarjarbinks	4/2/23	SA		5	3	800	DNA/RNA Shield
JAR-24-MGE	jarjarbinks	4/2/23	SA		5	3	800	Molecular Grade (96%) Ethanol
OPH-24-DRS	ophelia	4/2/23	SA		5	1	800	DNA/RNA Shield
OPH-24-MGE	ophelia	4/2/23	SA		5	1	800	Molecular Grade (96%) Ethanol
KUB-24-DRS	kubo	4/2/23	SA		5	3	800	DNA/RNA Shield
KUB-24-MGE	kubo	4/2/23	SA		5	3	800	Molecular Grade (96%) Ethanol
KOR-24-DRS	korra	4/2/23	SA		5	1	800	DNA/RNA Shield
KOR-24-MGE	korra	4/2/23	SA		5	1	800	Molecular Grade (96%) Ethanol
WOL-24-DRS	wolverine	4/2/23	SA		5	2	800	DNA/RNA Shield
WOL-24-MGE	wolverine	4/2/23	SA		5	2	800	Molecular Grade (96%) Ethanol
IRI-24-DRS	iris	4/2/23	SA		5	3	800	DNA/RNA Shield
IRI-24-MGE	iris	4/2/23	SA		5	3	800	Molecular Grade (96%) Ethanol
GOO-24-DRS	goose	4/2/23	SA		5	2	730	DNA/RNA Shield
GOO-24-MGE	goose	4/2/23	SA		5	2	730	Molecular Grade (96%) Ethanol
LAM-24-DRS	lambchop	4/2/23	SA		5	3	730	DNA/RNA Shield
LAM-24-MGE	lambchop	4/2/23	SA		5	3	730	Molecular Grade (96%) Ethanol
FRA-24-DRS	franc	4/2/23	SA		5	2	730	DNA/RNA Shield
FRA-24-MGE	franc	4/2/23	SA		5	2	730	Molecular Grade (96%) Ethanol
IVY-24-DRS	ivy	4/2/23	SA		5	2	730	DNA/RNA Shield
IVY-24-MGE	ivy	4/2/23	SA		5	2	730	Molecular Grade (96%) Ethanol
GRO-24-DRS	grogu	4/2/23	SA		5	2	730	DNA/RNA Shield
GRO-24-MGE	grogu	4/2/23	SA		5	2	730	Molecular Grade (96%) Ethanol
MAR-24-DRS	marshmallow	4/2/23	SA		5	2	730	DNA/RNA Shield
MAR-24-MGE	marshmallow	4/2/23	SA		5	2	730	Molecular Grade (96%) Ethanol
BUD-24-DRS	buddy	4/2/23	SA		5	3	730	DNA/RNA Shield
BUD-24-MGE	buddy	4/2/23	SA		5	3	730	Molecular Grade (96%) Ethanol
JOA-24-DRS	joans	4/2/23	SA		6	3	730	DNA/RNA Shield
JOA-24-MGE	joans	4/2/23	SA		6	3	730	Molecular Grade (96%) Ethanol
HEN-24-DRS	henry	4/2/23	SA		6	2	730	DNA/RNA Shield
HEN-24-MGE	henry	4/2/23	SA		6	2	730	Molecular Grade (96%) Ethanol
GIN-24-DRS	ginger	4/2/23	SA		6	2	730	DNA/RNA Shield
GIN-24-MGE	ginger	4/2/23	SA		6	2	730	Molecular Grade (96%) Ethanol
HAM-25-DRS	hamlet	4/3/23	SA/GR		6	2	800	DNA/RNA Shield
HAM-25-MGE	hamlet	4/3/23	SA/GR		6	2	800	Molecular Grade (96%) Ethanol
HER-25-DRS	hera	4/3/23	SA/GR		6	3	800	DNA/RNA Shield
HER-25-MGE	hera	4/3/23	SA/GR		6	3	800	Molecular Grade (96%) Ethanol
JAR-25-DRS	jarjarbinks	4/3/23	SA/GR		6	2	800	DNA/RNA Shield
JAR-25-MGE	jarjarbinks	4/3/23	SA/GR		6	2	800	Molecular Grade (96%) Ethanol
OPH-25-DRS	ophelia	4/3/23	SA/GR		6	1	800	DNA/RNA Shield
OPH-25-MGE	ophelia	4/3/23	SA/GR		6	1	800	Molecular Grade (96%) Ethanol
KUB-25-DRS	kubo	4/3/23	SA/GR		6	2	800	DNA/RNA Shield
KUB-25-MGE	kubo	4/3/23	SA/GR		6	2	800	Molecular Grade (96%) Ethanol
KOR-25-DRS	korra	4/3/23	SA/GR		6	2	800	DNA/RNA Shield
KOR-25-MGE	korra	4/3/23	SA/GR		6	2	800	Molecular Grade (96%) Ethanol
WOL-25-DRS	wolverine	4/3/23	SA/GR		6	1	800	DNA/RNA Shield
WOL-25-MGE	wolverine	4/3/23	SA/GR		6	1	800	Molecular Grade (96%) Ethanol
IRI-25-DRS	iris	4/3/23	SA/GR		6	3	800	DNA/RNA Shield
IRI-25-MGE	iris	4/3/23	SA/GR		6	3	800	Molecular Grade (96%) Ethanol
GOO-25-DRS	goose	4/3/23	SA/GR		6	3	730	DNA/RNA Shield
GOO-25-MGE	goose	4/3/23	SA/GR		6	3	730	Molecular Grade (96%) Ethanol
LAM-25-DRS	lambchop	4/3/23	SA/GR		6	3	730	DNA/RNA Shield
LAM-25-MGE	lambchop	4/3/23	SA/GR		6	3	730	Molecular Grade (96%) Ethanol
FRA-25-DRS	franc	4/3/23	SA/GR		6	1	730	DNA/RNA Shield
FRA-25-MGE	franc	4/3/23	SA/GR		6	1	730	Molecular Grade (96%) Ethanol
IVY-25-DRS	ivy	4/3/23	SA/GR		6	2	730	DNA/RNA Shield
IVY-25-MGE	ivy	4/3/23	SA/GR		6	2	730	Molecular Grade (96%) Ethanol
GRO-25-DRS	grogu	4/3/23	SA/GR		6	2	730	DNA/RNA Shield
GRO-25-MGE	grogu	4/3/23	SA/GR		6	2	730	Molecular Grade (96%) Ethanol
MAR-25-DRS	marshmallow	4/3/23	SA/GR		6	2	730	DNA/RNA Shield
MAR-25-MGE	marshmallow	4/3/23	SA/GR		6	2	730	Molecular Grade (96%) Ethanol
BUD-25-DRS	buddy	4/3/23	SA/GR		6	3	730	DNA/RNA Shield
BUD-25-MGE	buddy	4/3/23	SA/GR		6	3	730	Molecular Grade (96%) Ethanol
JOA-25-DRS	joans	4/3/23	SA/GR		6	3	730	DNA/RNA Shield
JOA-25-MGE	joans	4/3/23	SA/GR		6	3	730	Molecular Grade (96%) Ethanol
HEN-25-DRS	henry	4/3/23	SA/GR		6	2	730	DNA/RNA Shield
HEN-25-MGE	henry	4/3/23	SA/GR		6	2	730	Molecular Grade (96%) Ethanol
GIN-25-DRS	ginger	4/3/23	SA/GR		6	2	730	DNA/RNA Shield
GIN-25-MGE	ginger	4/3/23	SA/GR		6	2	730	Molecular Grade (96%) Ethanol
HAM-27-DRS	hamlet	4/5/23	SA/GR		6	1	800	DNA/RNA Shield
HAM-27-MGE	hamlet	4/5/23	SA/GR		6	1	800	Molecular Grade (96%) Ethanol
HER-27-DRS	hera	4/5/23	SA/GR		6	1	800	DNA/RNA Shield
HER-27-MGE	hera	4/5/23	SA/GR		6	1	800	Molecular Grade (96%) Ethanol
JAR-27-DRS	jarjarbinks	4/5/23	SA/GR		6	3	800	DNA/RNA Shield
JAR-27-MGE	jarjarbinks	4/5/23	SA/GR		6	3	800	Molecular Grade (96%) Ethanol
OPH-27-DRS	ophelia	4/5/23	SA/GR		6	3	800	DNA/RNA Shield
OPH-27-MGE	ophelia	4/5/23	SA/GR		6	3	800	Molecular Grade (96%) Ethanol
KUB-27-DRS	kubo	4/5/23	SA/GR		6	3	800	DNA/RNA Shield
KUB-27-MGE	kubo	4/5/23	SA/GR		6	3	800	Molecular Grade (96%) Ethanol
KOR-27-DRS	korra	4/5/23	SA/GR		6	2	800	DNA/RNA Shield
KOR-27-MGE	korra	4/5/23	SA/GR		6	2	800	Molecular Grade (96%) Ethanol
WOL-27-DRS	wolverine	4/5/23	SA/GR		6	1	800	DNA/RNA Shield
WOL-27-MGE	wolverine	4/5/23	SA/GR		6	1	800	Molecular Grade (96%) Ethanol
IRI-27-DRS	iris	4/5/23	SA/GR		6	3	800	DNA/RNA Shield
IRI-27-MGE	iris	4/5/23	SA/GR		6	3	800	Molecular Grade (96%) Ethanol
GOO-27-DRS	goose	4/5/23	SA/GR		6	3	730	DNA/RNA Shield
GOO-27-MGE	goose	4/5/23	SA/GR		6	3	730	Molecular Grade (96%) Ethanol
LAM-27-DRS	lambchop	4/5/23	SA/GR		6	2	730	DNA/RNA Shield
LAM-27-MGE	lambchop	4/5/23	SA/GR		6	2	730	Molecular Grade (96%) Ethanol
FRA-27-DRS	franc	4/5/23	SA/GR		7	2	730	DNA/RNA Shield
FRA-27-MGE	franc	4/5/23	SA/GR		7	2	730	Molecular Grade (96%) Ethanol
IVY-27-DRS	ivy	4/5/23	SA/GR		7	1	730	DNA/RNA Shield
IVY-27-MGE	ivy	4/5/23	SA/GR		7	1	730	Molecular Grade (96%) Ethanol
GRO-27-DRS	grogu	4/5/23	SA/GR		7	2	730	DNA/RNA Shield
GRO-27-MGE	grogu	4/5/23	SA/GR		7	2	730	Molecular Grade (96%) Ethanol
MAR-27-DRS	marshmallow	4/5/23	SA/GR		7	2	730	DNA/RNA Shield
MAR-27-MGE	marshmallow	4/5/23	SA/GR		7	2	730	Molecular Grade (96%) Ethanol
BUD-27-DRS	buddy	4/5/23	SA/GR		7	2	730	DNA/RNA Shield
BUD-27-MGE	buddy	4/5/23	SA/GR		7	2	730	Molecular Grade (96%) Ethanol
JOA-27-DRS	joans	4/5/23	SA/GR		7	2	730	DNA/RNA Shield
JOA-27-MGE	joans	4/5/23	SA/GR		7	2	730	Molecular Grade (96%) Ethanol
HEN-27-DRS	henry	4/5/23	SA/GR		7	2	730	DNA/RNA Shield
HEN-27-MGE	henry	4/5/23	SA/GR		7	2	730	Molecular Grade (96%) Ethanol
GIN-27-DRS	ginger	4/5/23	SA/GR		7	1	730	DNA/RNA Shield
GIN-27-MGE	ginger	4/5/23	SA/GR		7	1	730	Molecular Grade (96%) Ethanol
HAM-28-DRS	hamlet	4/6/23	SA		7	2	730	DNA/RNA Shield
HAM-28-MGE	hamlet	4/6/23	SA		7	2	730	Molecular Grade (96%) Ethanol
HER-28-DRS	hera	4/6/23	SA		7	2	730	DNA/RNA Shield
HER-28-MGE	hera	4/6/23	SA		7	2	730	Molecular Grade (96%) Ethanol
JAR-28-DRS	jarjarbinks	4/6/23	SA		7	3	730	DNA/RNA Shield
JAR-28-MGE	jarjarbinks	4/6/23	SA		7	3	730	Molecular Grade (96%) Ethanol
OPH-28-DRS	ophelia	4/6/23	SA		7	2	730	DNA/RNA Shield
OPH-28-MGE	ophelia	4/6/23	SA		7	2	730	Molecular Grade (96%) Ethanol
KUB-28-DRS	kubo	4/6/23	SA		7	1	730	DNA/RNA Shield
KUB-28-MGE	kubo	4/6/23	SA		7	1	730	Molecular Grade (96%) Ethanol
KOR-28-DRS	korra	4/6/23	SA		7	3	730	DNA/RNA Shield
KOR-28-MGE	korra	4/6/23	SA		7	3	730	Molecular Grade (96%) Ethanol
WOL-28-DRS	wolverine	4/6/23	SA		7	1	730	DNA/RNA Shield
WOL-28-MGE	wolverine	4/6/23	SA		7	1	730	Molecular Grade (96%) Ethanol
IRI-28-DRS	iris	4/6/23	SA		7	3	730	DNA/RNA Shield
IRI-28-MGE	iris	4/6/23	SA		7	3	730	Molecular Grade (96%) Ethanol
GRO-28-DRS	grogu	4/6/23	SA		7	2	800	DNA/RNA Shield
GRO-28-MGE	grogu	4/6/23	SA		7	2	800	Molecular Grade (96%) Ethanol
MAR-28-DRS	marshmallow	4/6/23	SA		7	3	800	DNA/RNA Shield
MAR-28-MGE	marshmallow	4/6/23	SA		7	3	800	Molecular Grade (96%) Ethanol
BUD-28-DRS	buddy	4/6/23	SA		7	3	800	DNA/RNA Shield
BUD-28-MGE	buddy	4/6/23	SA		7	3	800	Molecular Grade (96%) Ethanol
JOA-28-DRS	joans	4/6/23	SA		7	3	800	DNA/RNA Shield
JOA-28-MGE	joans	4/6/23	SA		7	3	800	Molecular Grade (96%) Ethanol
HAM-29-DRS	hamlet	4/7/23	SA/GR		7	1	800	DNA/RNA Shield
HAM-29-MGE	hamlet	4/7/23	SA/GR		7	1	800	Molecular Grade (96%) Ethanol
HER-29-DRS	hera	4/7/23	SA/GR		7	3	800	DNA/RNA Shield
HER-29-MGE	hera	4/7/23	SA/GR		7	3	800	Molecular Grade (96%) Ethanol
JAR-29-DRS	jarjarbinks	4/7/23	SA/GR		7	3	800	DNA/RNA Shield
JAR-29-MGE	jarjarbinks	4/7/23	SA/GR		7	3	800	Molecular Grade (96%) Ethanol
OPH-29-DRS	ophelia	4/7/23	SA/GR		7	1	800	DNA/RNA Shield
OPH-29-MGE	ophelia	4/7/23	SA/GR		7	1	800	Molecular Grade (96%) Ethanol
KUB-29-DRS	kubo	4/7/23	SA/GR		7	2	800	DNA/RNA Shield
KUB-29-MGE	kubo	4/7/23	SA/GR		7	2	800	Molecular Grade (96%) Ethanol
KOR-29-DRS	korra	4/7/23	SA/GR		7	3	800	DNA/RNA Shield
KOR-29-MGE	korra	4/7/23	SA/GR		7	3	800	Molecular Grade (96%) Ethanol
WOL-29-DRS	wolverine	4/7/23	SA/GR		7	1	800	DNA/RNA Shield
WOL-29-MGE	wolverine	4/7/23	SA/GR		7	1	800	Molecular Grade (96%) Ethanol
IRI-29-DRS	iris	4/7/23	SA/GR		7	3	800	DNA/RNA Shield
IRI-29-MGE	iris	4/7/23	SA/GR		7	3	800	Molecular Grade (96%) Ethanol
GOO-29-DRS	goose	4/7/23	SA/GR		7	2	730	DNA/RNA Shield
GOO-29-MGE	goose	4/7/23	SA/GR		7	2	730	Molecular Grade (96%) Ethanol
LAM-29-DRS	lambchop	4/7/23	SA/GR		7	3	730	DNA/RNA Shield
LAM-29-MGE	lambchop	4/7/23	SA/GR		7	3	730	Molecular Grade (96%) Ethanol
FRA-29-DRS	franc	4/7/23	SA/GR		7	2	730	DNA/RNA Shield
FRA-29-MGE	franc	4/7/23	SA/GR		7	2	730	Molecular Grade (96%) Ethanol
IVY-29-DRS	ivy	4/7/23	SA/GR		7	2	730	DNA/RNA Shield
IVY-29-MGE	ivy	4/7/23	SA/GR		7	2	730	Molecular Grade (96%) Ethanol
GRO-29-DRS	grogu	4/7/23	SA/GR		8	2	730	DNA/RNA Shield
GRO-29-MGE	grogu	4/7/23	SA/GR		8	2	730	Molecular Grade (96%) Ethanol
