Sequence_ID	Extract_ID	Sample_ID	Seq_ID	Library_Tube	Library_Tube_ID	Library_Barcode	F_Primer	R_Primer	Run_ID	Final_Lib_Conc_ng_uL	Vol_Added_Pool_uL	Full_Seq_ID	Kit	Sequencer	MinION_Position	Flow_Cell_Type	Flongle_Adapter	Flow_Cell_ID	Run_Date	Loaded_By	Pipeline	Extract_Type	Extract_Date	Extracted_By	Extract_Conc_ng_uL	Extract_Kit	Extract_Box	Extract_Notes	Date	Study_Day	Sample_Time	Subject	Sample_Collected_By	Bristol	Sample_Stabilizer	Sample_Box	Sample_Notes	Diet_Trial	Group_Phase	Subj_Day	Group	Room	Cage	Subject_Code	Sex	Housing	Origin	Subj_DOB	Age	Contraception	Previous_Exp	Subject_Notes
GRO-70-DRS-L217	DNA1-GRO-70-DRS	GRO-70-DRS	CM001	44	L217	barcode44	27F	1391R	MIN_16_2023-12-21	3.51	5.6	LSK_UNO-CM-001	SQK-LSK114 EXP-PBC096	Angel-MinION	MN43747	FLO-MIN114		FAW97410	2023-12-21	SA	16S_LSK	DNA	2023-09-15	SA	21	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-05-18	70	07:30:00	Grogu	SA	3	DNA/RNA Shield	27		washout_2	gum-washout	Grogu_70	Group2	RoomF	F4	GRO	Male	Pair	Texas	2018-08-10	4.583561644			
LAM-2-DRS-L218	DNA1-LAM-2-DRS	LAM-2-DRS	CM001	45	L218	barcode45	27F	1391R	MIN_16_2023-12-21	1.65	11.9	LSK_UNO-CM-001	SQK-LSK114 EXP-PBC096	Angel-MinION	MN43747	FLO-MIN114		FAW97410	2023-12-21	SA	16S_LSK	DNA	2023-09-22	SA/MB	6.3	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-03-11	2	07:30:00	Lambchop	SA	2	DNA/RNA Shield	1		run-in	baseline	Lambchop_2	Group1	RoomF	F1	LAM	Female	Family	Texas	2017-05-13	5.82739726	Estrumate		
LAM-2-MGE-L219	DNA1-LAM-2-MGE	LAM-2-MGE	CM001	46	L219	barcode46	27F	1391R	MIN_16_2023-12-21	1.21	16.2	LSK_UNO-CM-001	SQK-LSK114 EXP-PBC096	Angel-MinION	MN43747	FLO-MIN114		FAW97410	2023-12-21	SA	16S_LSK	DNA	2023-09-22	SA/MB	3.22	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-03-11	2	07:30:00	Lambchop	SA	2	Molecular Grade (96%) Ethanol	1		run-in	baseline	Lambchop_2	Group1	RoomF	F1	LAM	Female	Family	Texas	2017-05-13	5.82739726	Estrumate		
JAR-3-DRS-L220	DNA1-JAR-3-DRS	JAR-3-DRS	CM001	47	L220	barcode47	27F	1391R	MIN_16_2023-12-21	4.14	4.7	LSK_UNO-CM-001	SQK-LSK114 EXP-PBC096	Angel-MinION	MN43747	FLO-MIN114		FAW97410	2023-12-21	SA	16S_LSK	DNA	2023-09-22	SA/MB	9.4	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-03-12	3	08:00:00	JarJarBinks	SA	1	DNA/RNA Shield	1		run-in	baseline	JarJarBinks_3	Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671			
JAR-3-MGE-L221	DNA1-JAR-3-MGE	JAR-3-MGE	CM001	48	L221	barcode48	27F	1391R	MIN_16_2023-12-21	2.19	9	LSK_UNO-CM-001	SQK-LSK114 EXP-PBC096	Angel-MinION	MN43747	FLO-MIN114		FAW97410	2023-12-21	SA	16S_LSK	DNA	2023-09-22	SA/MB	7.4	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-03-12	3	08:00:00	JarJarBinks	SA	1	Molecular Grade (96%) Ethanol	1		run-in	baseline	JarJarBinks_3	Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671			
GOO-4-DRS-L222	DNA1-GOO-4-DRS	GOO-4-DRS	CM001	49	L222	barcode49	27F	1391R	MIN_16_2023-12-21	10	2	LSK_UNO-CM-001	SQK-LSK114 EXP-PBC096	Angel-MinION	MN43747	FLO-MIN114		FAW97410	2023-12-21	SA	16S_LSK	DNA	2023-09-22	SA/MB	8.9	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-03-13	4	07:30:00	Goose	SA	2	DNA/RNA Shield	1		run-in	baseline	Goose_4	Group1	RoomF	F1	GOO	Male	Family	Texas	2016-06-24	6.712328767		ABX-CTRL	
GOO-4-MGE-L223	DNA1-GOO-4-MGE	GOO-4-MGE	CM001	50	L223	barcode50	27F	1391R	MIN_16_2023-12-21	1.6	12.3	LSK_UNO-CM-001	SQK-LSK114 EXP-PBC096	Angel-MinION	MN43747	FLO-MIN114		FAW97410	2023-12-21	SA	16S_LSK	DNA	2023-09-22	SA/MB	5.6	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-03-13	4	07:30:00	Goose	SA	2	Molecular Grade (96%) Ethanol	1		run-in	baseline	Goose_4	Group1	RoomF	F1	GOO	Male	Family	Texas	2016-06-24	6.712328767		ABX-CTRL	
MAR-37-MGE-L224	DNA1-MAR-37-MGE	MAR-37-MGE	CM001	51	L224	barcode51	27F	1391R	MIN_16_2023-12-21	1.94	10.1	LSK_UNO-CM-001	SQK-LSK114 EXP-PBC096	Angel-MinION	MN43747	FLO-MIN114		FAW97410	2023-12-21	SA	16S_LSK	DNA	2023-09-22	SA/MB	19	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-04-15	37	08:00:00	Marshmallow	SA	3	Molecular Grade (96%) Ethanol	12		washout_1	control-washout	Marshmallow_37	Group2	RoomF	F4	MAR	Female	Pair	Nebraska	2019-02-02	4.101369863	Estrumate		
JOA-3-MGE-L225	DNA1-JOA-3-MGE	JOA-3-MGE	CM001	52	L225	barcode52	27F	1391R	MIN_16_2023-12-21	4.64	4.2	LSK_UNO-CM-001	SQK-LSK114 EXP-PBC096	Angel-MinION	MN43747	FLO-MIN114		FAW97410	2023-12-21	SA	16S_LSK	DNA	2023-10-04	SA/SK	9.6	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-03-12	3	07:30:00	Joans	SA	2	Molecular Grade (96%) Ethanol	1		run-in	baseline	Joans_3	Group2	RoomF	F5	JOA	Female	Family	Nebraska	2017-03-23	5.967123288	Estrumate		gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23
IRI-16-MGE-S1	DNA1-IRI-16-MGE	IRI-16-MGE	CM002	1	S1	barcode01	27F	1492R	MIN_16_2024-2-12	7.2	0.6	16S_UNO-CM-002	SQK-16S024	Angel-MinION	MN43747	FLO-MIN114		FAX08980	2024-02-12	SA	16S_RAP	DNA	2023-08-04	SA	6.4	Quick-DNA Fecal/Soil Microbe	DNA Extracts 5		2023-03-25	16	07:30:00	Iris	SA	2	Molecular Grade (96%) Ethanol	3		intervention_1	gum	Iris_16	Group1	RoomB	B4	IRI	Female	Pair	Texas	2016-05-10	6.835616438	Estrumate	ABX-CTRL	
WOL-70-MGE-S2	DNA1-WOL-70-MGE	WOL-70-MGE	CM002	2	S2	barcode02	27F	1492R	MIN_16_2024-2-12	4.55	0.9	16S_UNO-CM-002	SQK-16S024	Angel-MinION	MN43747	FLO-MIN114		FAX08980	2024-02-12	SA	16S_RAP	DNA	2023-08-04	SA	9	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6		2023-05-18	70	08:00:00	Wolverine	SA	2	Molecular Grade (95%) Ethanol	26		washout_2	control-washout	Wolverine_70	Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL	
JAR-2-DRS-S3	DNA1-JAR-2-DRS	JAR-2-DRS	CM002	3	S3	barcode03	27F	1492R	MIN_16_2024-2-12	7.4	0.5	16S_UNO-CM-002	SQK-16S024	Angel-MinION	MN43747	FLO-MIN114		FAX08980	2024-02-12	SA	16S_RAP	DNA	2023-08-08	SA	5.6	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6		2023-03-11	2	08:00:00	JarJarBinks	SA	3	DNA/RNA Shield	1		run-in	baseline	JarJarBinks_2	Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671			
JAR-2-MGE-S4	DNA1-JAR-2-MGE	JAR-2-MGE	CM002	4	S4	barcode04	27F	1492R	MIN_16_2024-2-12	8.9	0.5	16S_UNO-CM-002	SQK-16S024	Angel-MinION	MN43747	FLO-MIN114		FAX08980	2024-02-12	SA	16S_RAP	DNA	2023-08-08	SA	5.2	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6		2023-03-11	2	08:00:00	JarJarBinks	SA	3	Molecular Grade (96%) Ethanol	1		run-in	baseline	JarJarBinks_2	Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671			
HAM-17-MGE-S5	DNA1-HAM-17-MGE	HAM-17-MGE	CM002	5	S5	barcode05	27F	1492R	MIN_16_2024-2-12	1.64	2.4	16S_UNO-CM-002	SQK-16S024	Angel-MinION	MN43747	FLO-MIN114		FAX08980	2024-02-12	SA	16S_RAP	DNA	2023-08-18	SA	9.5	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6		2023-03-26	17	07:30:00	Hamlet	SA	3	Molecular Grade (96%) Ethanol	3		intervention_1	gum	Hamlet_17	Group1	RoomB	B1	HAM	Male	Pair	Nebraska	2017-03-05	6.016438356			
WOL-44-MGE-S6	DNA1-WOL-44-MGE	WOL-44-MGE	CM002	6	S6	barcode06	27F	1492R	MIN_16_2024-2-12	7.2	0.6	16S_UNO-CM-002	SQK-16S024	Angel-MinION	MN43747	FLO-MIN114		FAX08980	2024-02-12	SA	16S_RAP	DNA	2023-08-18	SA	7	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6		2023-04-22	44	07:30:00	Wolverine	SA	2	Molecular Grade (96%) Ethanol	14		intervention_2	control	Wolverine_44	Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL	
GRO-41-MGE-S7	DNA1-GRO-41-MGE	GRO-41-MGE	CM002	7	S7	barcode07	27F	1492R	MIN_16_2024-2-12	6.9	0.6	16S_UNO-CM-002	SQK-16S024	Angel-MinION	MN43747	FLO-MIN114		FAX08980	2024-02-12	SA	16S_RAP	DNA	2023-08-18	SA	13	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6		2023-04-19	41	08:00:00	Grogu	SA	2	Molecular Grade (96%) Ethanol	13		washout_1	control-washout	Grogu_41	Group2	RoomF	F4	GRO	Male	Pair	Texas	2018-08-10	4.583561644			
KOR-44-MGE-S8	DNA1-KOR-44-MGE	KOR-44-MGE	CM002	8	S8	barcode08	27F	1492R	MIN_16_2024-2-12	2.79	1.4	16S_UNO-CM-002	SQK-16S024	Angel-MinION	MN43747	FLO-MIN114		FAX08980	2024-02-12	SA	16S_RAP	DNA	2023-08-18	SA	11	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6		2023-04-22	44	07:30:00	Korra	SA	3	Molecular Grade (96%) Ethanol	14		intervention_2	control	Korra_44	Group1	RoomB	B3	KOR	Female	Pair	Nebraska	2017-04-17	5.898630137	Estrumate		gave birth to 4 stillborn babies 4/29/23
MAR-41-MGE-S9	DNA1-MAR-41-MGE	MAR-41-MGE	CM002	9	S9	barcode09	27F	1492R	MIN_16_2024-2-12	7.9	0.5	16S_UNO-CM-002	SQK-16S024	Angel-MinION	MN43747	FLO-MIN114		FAX08980	2024-02-12	SA	16S_RAP	DNA	2023-08-29	SA	6.7	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6		2023-04-19	41	08:00:00	Marshmallow	SA	3	Molecular Grade (96%) Ethanol	13		washout_1	control-washout	Marshmallow_41	Group2	RoomF	F4	MAR	Female	Pair	Nebraska	2019-02-02	4.101369863	Estrumate		
JAR-44-MGE-S10	DNA1-JAR-44-MGE	JAR-44-MGE	CM002	10	S10	barcode10	27F	1492R	MIN_16_2024-2-12	2.21	1.8	16S_UNO-CM-002	SQK-16S024	Angel-MinION	MN43747	FLO-MIN114		FAX08980	2024-02-12	SA	16S_RAP	DNA	2023-08-29	SA	18	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6		2023-04-22	44	07:30:00	JarJarBinks	SA	2	Molecular Grade (96%) Ethanol	14		intervention_2	control	JarJarBinks_44	Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671			
KUB-58-MGE-S11	DNA1-KUB-58-MGE	KUB-58-MGE	CM002	11	S11	barcode11	27F	1492R	MIN_16_2024-2-12	6.5	0.6	16S_UNO-CM-002	SQK-16S024	Angel-MinION	MN43747	FLO-MIN114		FAX08980	2024-02-12	SA	16S_RAP	DNA	2023-08-29	SA	4.85	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6		2023-05-06	58	07:30:00	Kubo	SA	2	Molecular Grade (96%) Ethanol	21		washout_2	control-washout	Kubo_58	Group1	RoomB	B3	KUB	Male	Pair	Nebraska	2019-02-02	4.101369863			
HAM-67-MGE-S12	DNA1-HAM-67-MGE	HAM-67-MGE	CM002	12	S12	barcode12	27F	1492R	MIN_16_2024-2-12	7.5	0.5	16S_UNO-CM-002	SQK-16S024	Angel-MinION	MN43747	FLO-MIN114		FAX08980	2024-02-12	SA	16S_RAP	DNA	2023-08-29	SA	19	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6		2023-05-15	67	07:30:00	Hamlet	SA/GR	2	Molecular Grade (95%) Ethanol	25		washout_2	control-washout	Hamlet_67	Group1	RoomB	B1	HAM	Male	Pair	Nebraska	2017-03-05	6.016438356			
GRO-36-MGE-S13	DNA1-GRO-36-MGE	GRO-36-MGE	CM002	13	S13	barcode13	27F	1492R	MIN_16_2024-2-12	6.5	0.6	16S_UNO-CM-002	SQK-16S024	Angel-MinION	MN43747	FLO-MIN114		FAX08980	2024-02-12	SA	16S_RAP	DNA	2023-08-30	SA/SK	23	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6		2023-04-14	36	08:00:00	Grogu	SA/GR	2	Molecular Grade (96%) Ethanol	12		washout_1	control-washout	Grogu_36	Group2	RoomF	F4	GRO	Male	Pair	Texas	2018-08-10	4.583561644			
KOR-58-MGE-S14	DNA1-KOR-58-MGE	KOR-58-MGE	CM002	14	S14	barcode14	27F	1492R	MIN_16_2024-2-12	7.2	0.6	16S_UNO-CM-002	SQK-16S024	Angel-MinION	MN43747	FLO-MIN114		FAX08980	2024-02-12	SA	16S_RAP	DNA	2023-09-15	SA	14	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6		2023-05-06	58	07:30:00	Korra	SA	3	Molecular Grade (96%) Ethanol	21		washout_2	control-washout	Korra_58	Group1	RoomB	B3	KOR	Female	Pair	Nebraska	2017-04-17	5.898630137	Estrumate		gave birth to 4 stillborn babies 4/29/23
GRO-70-DRS-S15	DNA1-GRO-70-DRS	GRO-70-DRS	CM002	15	S15	barcode15	27F	1492R	MIN_16_2024-2-12	7.3	0.6	16S_UNO-CM-002	SQK-16S024	Angel-MinION	MN43747	FLO-MIN114		FAX08980	2024-02-12	SA	16S_RAP	DNA	2023-09-15	SA	21	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-05-18	70	07:30:00	Grogu	SA	3	DNA/RNA Shield	27		washout_2	gum-washout	Grogu_70	Group2	RoomF	F4	GRO	Male	Pair	Texas	2018-08-10	4.583561644			
LAM-2-DRS-S16	DNA1-LAM-2-DRS	LAM-2-DRS	CM002	16	S16	barcode16	27F	1492R	MIN_16_2024-2-12	8	0.5	16S_UNO-CM-002	SQK-16S024	Angel-MinION	MN43747	FLO-MIN114		FAX08980	2024-02-12	SA	16S_RAP	DNA	2023-09-22	SA/MB	6.3	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-03-11	2	07:30:00	Lambchop	SA	2	DNA/RNA Shield	1		run-in	baseline	Lambchop_2	Group1	RoomF	F1	LAM	Female	Family	Texas	2017-05-13	5.82739726	Estrumate		
LAM-2-MGE-S17	DNA1-LAM-2-MGE	LAM-2-MGE	CM002	17	S17	barcode17	27F	1492R	MIN_16_2024-2-12	5.6	0.7	16S_UNO-CM-002	SQK-16S024	Angel-MinION	MN43747	FLO-MIN114		FAX08980	2024-02-12	SA	16S_RAP	DNA	2023-09-22	SA/MB	3.22	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-03-11	2	07:30:00	Lambchop	SA	2	Molecular Grade (96%) Ethanol	1		run-in	baseline	Lambchop_2	Group1	RoomF	F1	LAM	Female	Family	Texas	2017-05-13	5.82739726	Estrumate		
JAR-3-DRS-S18	DNA1-JAR-3-DRS	JAR-3-DRS	CM002	18	S18	barcode18	27F	1492R	MIN_16_2024-2-12	5.6	0.7	16S_UNO-CM-002	SQK-16S024	Angel-MinION	MN43747	FLO-MIN114		FAX08980	2024-02-12	SA	16S_RAP	DNA	2023-09-22	SA/MB	9.4	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-03-12	3	08:00:00	JarJarBinks	SA	1	DNA/RNA Shield	1		run-in	baseline	JarJarBinks_3	Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671			
JAR-3-MGE-S19	DNA1-JAR-3-MGE	JAR-3-MGE	CM002	19	S19	barcode19	27F	1492R	MIN_16_2024-2-12	4.96	0.8	16S_UNO-CM-002	SQK-16S024	Angel-MinION	MN43747	FLO-MIN114		FAX08980	2024-02-12	SA	16S_RAP	DNA	2023-09-22	SA/MB	7.4	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-03-12	3	08:00:00	JarJarBinks	SA	1	Molecular Grade (96%) Ethanol	1		run-in	baseline	JarJarBinks_3	Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671			
GOO-4-DRS-S20	DNA1-GOO-4-DRS	GOO-4-DRS	CM002	20	S20	barcode20	27F	1492R	MIN_16_2024-2-12	7.9	0.5	16S_UNO-CM-002	SQK-16S024	Angel-MinION	MN43747	FLO-MIN114		FAX08980	2024-02-12	SA	16S_RAP	DNA	2023-09-22	SA/MB	8.9	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-03-13	4	07:30:00	Goose	SA	2	DNA/RNA Shield	1		run-in	baseline	Goose_4	Group1	RoomF	F1	GOO	Male	Family	Texas	2016-06-24	6.712328767		ABX-CTRL	
GOO-4-MGE-S21	DNA1-GOO-4-MGE	GOO-4-MGE	CM002	21	S21	barcode21	27F	1492R	MIN_16_2024-2-12	7.1	0.6	16S_UNO-CM-002	SQK-16S024	Angel-MinION	MN43747	FLO-MIN114		FAX08980	2024-02-12	SA	16S_RAP	DNA	2023-09-22	SA/MB	5.6	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-03-13	4	07:30:00	Goose	SA	2	Molecular Grade (96%) Ethanol	1		run-in	baseline	Goose_4	Group1	RoomF	F1	GOO	Male	Family	Texas	2016-06-24	6.712328767		ABX-CTRL	
MAR-37-MGE-S22	DNA1-MAR-37-MGE	MAR-37-MGE	CM002	22	S22	barcode22	27F	1492R	MIN_16_2024-2-12	7.1	0.6	16S_UNO-CM-002	SQK-16S024	Angel-MinION	MN43747	FLO-MIN114		FAX08980	2024-02-12	SA	16S_RAP	DNA	2023-09-22	SA/MB	19	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-04-15	37	08:00:00	Marshmallow	SA	3	Molecular Grade (96%) Ethanol	12		washout_1	control-washout	Marshmallow_37	Group2	RoomF	F4	MAR	Female	Pair	Nebraska	2019-02-02	4.101369863	Estrumate		
JOA-3-MGE-S23	DNA1-JOA-3-MGE	JOA-3-MGE	CM002	23	S23	barcode23	27F	1492R	MIN_16_2024-2-12	5.9	0.7	16S_UNO-CM-002	SQK-16S024	Angel-MinION	MN43747	FLO-MIN114		FAX08980	2024-02-12	SA	16S_RAP	DNA	2023-10-04	SA/SK	9.6	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-03-12	3	07:30:00	Joans	SA	2	Molecular Grade (96%) Ethanol	1		run-in	baseline	Joans_3	Group2	RoomF	F5	JOA	Female	Family	Nebraska	2017-03-23	5.967123288	Estrumate		gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23
CM-NTC-002	NTC	NTC2	CM002	24	CTRL	barcode24	27F	1492R	MIN_16_2024-2-12	NA	NA	16S_UNO-CM-002	SQK-16S024	Angel-MinION	MN43747	FLO-MIN114		FAX08980	2024-02-12	SA	16S_RAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PAD-6-MGE-S24	DNA1-PAD-6-MGE	PAD-6-MGE	CM003	1	S24	barcode01	27F	1492R	MIN_16_2024-3-6	0.433	9	16S_UNO-CM-003	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM773	2024-03-06	SA	16S_RAP	DNA	2023-10-04	SA/SK	11	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-03-15	6	07:30:00	Padme	SA	4	Molecular Grade (96%) Ethanol	2		run-in	baseline	Padme_6	Group2	RoomF	F3	PAD	Female	Pair	Texas	2018-08-02	4.657534247	Estrumate		euthanized 3/29/23 (renal failure)
IRI-11-MGE-S25	DNA1-IRI-11-MGE	IRI-11-MGE	CM003	2	S25	barcode02	27F	1492R	MIN_16_2024-3-6	0.0984	9	16S_UNO-CM-003	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM773	2024-03-06	SA	16S_RAP	DNA	2023-10-04	SA/SK	7.1	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-03-20	11	07:30:00	Iris	SA	1	Molecular Grade (96%) Ethanol	3		run-in	baseline	Iris_11	Group1	RoomB	B4	IRI	Female	Pair	Texas	2016-05-10	6.835616438	Estrumate	ABX-CTRL	
LAM-18-MGE-S26	DNA1-LAM-18-MGE	LAM-18-MGE	CM003	3	S26	barcode03	27F	1492R	MIN_16_2024-3-6	0.428	9	16S_UNO-CM-003	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM773	2024-03-06	SA	16S_RAP	DNA	2023-10-04	SA/SK	4.46	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-03-27	18	07:30:00	Lambchop	SA/GR	3	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Lambchop_18	Group1	RoomF	F1	LAM	Female	Family	Texas	2017-05-13	5.82739726	Estrumate		
HER-19-MGE-S27	DNA1-HER-19-MGE	HER-19-MGE	CM003	4	S27	barcode04	27F	1492R	MIN_16_2024-3-6	0.253	9	16S_UNO-CM-003	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM773	2024-03-06	SA	16S_RAP	DNA	2023-10-04	SA/SK	11	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-03-28	19	08:00:00	Hera	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Hera_19	Group1	RoomB	B1	HER	Female	Pair	Texas	2019-08-29	3.531506849	Estrumate		
MAR-36-MGE-S28	DNA1-MAR-36-MGE	MAR-36-MGE	CM003	5	S28	barcode05	27F	1492R	MIN_16_2024-3-6	0.13	9	16S_UNO-CM-003	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM773	2024-03-06	SA	16S_RAP	DNA	2023-10-04	SA/SK	17	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-04-14	36	08:00:00	Marshmallow	SA/GR	2	Molecular Grade (96%) Ethanol	12		washout_1	control-washout	Marshmallow_36	Group2	RoomF	F4	MAR	Female	Pair	Nebraska	2019-02-02	4.101369863	Estrumate		
KOR-20-DRS-S29	DNA1-KOR-20-DRS	KOR-20-DRS	CM003	6	S29	barcode06	27F	1492R	MIN_16_2024-3-6	0.714	5.6	16S_UNO-CM-003	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM773	2024-03-06	SA	16S_RAP	DNA	2023-10-11	SA/SK	10	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-03-29	20	07:30:00	Korra	SA	3	DNA/RNA Shield	4		intervention_1	gum	Korra_20	Group1	RoomB	B3	KOR	Female	Pair	Nebraska	2017-04-17	5.898630137	Estrumate		gave birth to 4 stillborn babies 4/29/23
KUB-20-MGE-S30	DNA1-KUB-20-MGE	KUB-20-MGE	CM003	7	S30	barcode07	27F	1492R	MIN_16_2024-3-6	0.225	9	16S_UNO-CM-003	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM773	2024-03-06	SA	16S_RAP	DNA	2023-10-11	SA/SK	3.66	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-03-29	20	07:30:00	Kubo	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Kubo_20	Group1	RoomB	B3	KUB	Male	Pair	Nebraska	2019-02-02	4.101369863			
IRI-29-MGE-S31	DNA1-IRI-29-MGE	IRI-29-MGE	CM003	8	S31	barcode08	27F	1492R	MIN_16_2024-3-6	0.307	9	16S_UNO-CM-003	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM773	2024-03-06	SA	16S_RAP	DNA	2023-10-11	SA/SK	16	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-04-07	29	08:00:00	Iris	SA/GR	3	Molecular Grade (96%) Ethanol	7		washout_1	gum-washout	Iris_29	Group1	RoomB	B4	IRI	Female	Pair	Texas	2016-05-10	6.835616438	Estrumate	ABX-CTRL	
HAM-31-MGE-S32	DNA1-HAM-31-MGE	HAM-31-MGE	CM003	9	S32	barcode09	27F	1492R	MIN_16_2024-3-6	5.2	0.8	16S_UNO-CM-003	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM773	2024-03-06	SA	16S_RAP	DNA	2023-10-11	SA/SK	13	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-04-09	31	07:00:00	Hamlet	SA	2	Molecular Grade (96%) Ethanol	9		washout_1	gum-washout	Hamlet_31	Group1	RoomB	B1	HAM	Male	Pair	Nebraska	2017-03-05	6.016438356			
JAR-32-DRS-S33	DNA1-JAR-32-DRS	JAR-32-DRS	CM003	10	S33	barcode10	27F	1492R	MIN_16_2024-3-6	5.2	0.8	16S_UNO-CM-003	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM773	2024-03-06	SA	16S_RAP	DNA	2023-10-11	SA/SK	5.7	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-04-10	32	08:00:00	JarJarBinks	SA/GR	2	DNA/RNA Shield	9		washout_1	gum-washout	JarJarBinks_32	Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671			
JAR-32-MGE-S34	DNA1-JAR-32-MGE	JAR-32-MGE	CM003	11	S34	barcode11	27F	1492R	MIN_16_2024-3-6	5.5	0.7	16S_UNO-CM-003	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM773	2024-03-06	SA	16S_RAP	DNA	2023-10-11	SA/SK	5.6	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-04-10	32	08:00:00	JarJarBinks	SA/GR	2	Molecular Grade (96%) Ethanol	9		washout_1	gum-washout	JarJarBinks_32	Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671			
