"","Extract_ID","Sample_ID","Extract_Type","Extract_Date","Extracted_By","Extract_Conc_ng_uL","Extract_Kit","Extract_Box","Extract_Notes"
"177","DNA1-HEN-57-DRS","HEN-57-DRS","DNA",2023-07-06,"SA","7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"178","DNA1-HEN-57-MGE","HEN-57-MGE","DNA",2023-07-06,"SA","3.45","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"179","DNA1-WOL-59-DRS","WOL-59-DRS","DNA",2023-07-06,"SA","1.86","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"180","DNA1-WOL-59-MGE","WOL-59-MGE","DNA",2023-07-06,"SA","1.58","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"181","DNA1-FRA-66-DRS","FRA-66-DRS","DNA",2023-07-06,"SA","21","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"182","DNA1-FRA-66-MGE","FRA-66-MGE","DNA",2023-07-06,"SA","8.4","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3","out"
"183","DNA1-JOA-70-DRS","JOA-70-DRS","DNA",2023-07-06,"SA","31","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"184","DNA1-JOA-70-MGE","JOA-70-MGE","DNA",2023-07-06,"SA","3.09","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"185","DNA2-GOO-1-DRS","GOO-1-DRS","DNA",2023-07-10,"SA","4.01","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"186","DNA2-GOO-1-MGE","GOO-1-MGE","DNA",2023-07-10,"SA","4.87","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"187","DNA2-WOL-15-MGE","WOL-15-MGE","DNA",2023-07-10,"SA","6.3","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"188","DNA2-OPH-29-DRS","OPH-29-DRS","DNA",2023-07-10,"SA","2.61","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"189","DNA2-OPH-29-MGE","OPH-29-MGE","DNA",2023-07-10,"SA","8.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3","low"
"190","DNA2-IRI-43-DRS","IRI-43-DRS","DNA",2023-07-10,"SA","23","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"191","DNA2-IRI-43-MGE","IRI-43-MGE","DNA",2023-07-10,"SA","6.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"192","DNA2-HEN-57-DRS","HEN-57-DRS","DNA",2023-07-10,"SA","0.653","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"193","DNA2-HEN-57-MGE","HEN-57-MGE","DNA",2023-07-10,"SA","3.31","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"194","DNA2-WOL-59-DRS","WOL-59-DRS","DNA",2023-07-10,"SA","1.22","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"195","DNA2-WOL-59-MGE","WOL-59-MGE","DNA",2023-07-10,"SA","6.3","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"196","DNA2-FRA-66-DRS","FRA-66-DRS","DNA",2023-07-10,"SA","6.1","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"197","DNA2-FRA-66-MGE","FRA-66-MGE","DNA",2023-07-10,"SA","14","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"198","DNA2-JOA-70-DRS","JOA-70-DRS","DNA",2023-07-10,"SA","4.59","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"199","DNA2-JOA-70-MGE","JOA-70-MGE","DNA",2023-07-10,"SA","5.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"200","DNA1-LAM-1-DRS","LAM-1-DRS","DNA",2023-07-11,"SA","0.637","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"201","DNA1-LAM-1-MGE","LAM-1-MGE","DNA",2023-07-11,"SA","6.3","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3","low"
"202","DNA1-IRI-15-MGE","IRI-15-MGE","DNA",2023-07-11,"SA","4.35","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"203","DNA1-BUD-29-DRS","BUD-29-DRS","DNA",2023-07-11,"SA","7.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"204","DNA1-BUD-29-MGE","BUD-29-MGE","DNA",2023-07-11,"SA","4.21","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"205","DNA1-GOO-43-DRS","GOO-43-DRS","DNA",2023-07-11,"SA","1.85","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"206","DNA1-GOO-43-MGE","GOO-43-MGE","DNA",2023-07-11,"SA","7.2","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"207","DNA1-JOA-57-DRS","JOA-57-DRS","DNA",2023-07-11,"SA","6.1","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"208","DNA1-JOA-57-MGE","JOA-57-MGE","DNA",2023-07-11,"SA","2.51","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"209","DNA1-IRI-59-DRS","IRI-59-DRS","DNA",2023-07-11,"SA","5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"210","DNA1-IRI-59-MGE","IRI-59-MGE","DNA",2023-07-11,"SA","2.2","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"211","DNA1-MAR-66-DRS","MAR-66-DRS","DNA",2023-07-11,"SA","3.97","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"212","DNA1-MAR-66-MGE","MAR-66-MGE","DNA",2023-07-11,"SA","6","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"213","DNA1-GIN-70-DRS","GIN-70-DRS","DNA",2023-07-11,"SA","14","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3","low"
"214","DNA1-GIN-70-MGE","GIN-70-MGE","DNA",2023-07-11,"SA","5.6","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"215","DNA2-LAM-1-DRS","LAM-1-DRS","DNA",2023-07-12,"SA","18","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"216","DNA2-LAM-1-MGE","LAM-1-MGE","DNA",2023-07-12,"SA","12","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"217","DNA2-IRI-15-MGE","IRI-15-MGE","DNA",2023-07-12,"SA","12","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"218","DNA2-BUD-29-DRS","BUD-29-DRS","DNA",2023-07-12,"SA","41","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"219","DNA2-BUD-29-MGE","BUD-29-MGE","DNA",2023-07-12,"SA","22","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"220","DNA2-GOO-43-DRS","GOO-43-DRS","DNA",2023-07-12,"SA","34","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"221","DNA2-GOO-43-MGE","GOO-43-MGE","DNA",2023-07-12,"SA","27","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"222","DNA2-JOA-57-DRS","JOA-57-DRS","DNA",2023-07-12,"SA","30","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"223","DNA2-JOA-57-MGE","JOA-57-MGE","DNA",2023-07-12,"SA","28","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3",""
"224","DNA2-IRI-59-DRS","IRI-59-DRS","DNA",2023-07-12,"SA","38","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"225","DNA2-IRI-59-MGE","IRI-59-MGE","DNA",2023-07-12,"SA","25","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"226","DNA2-MAR-66-DRS","MAR-66-DRS","DNA",2023-07-12,"SA","54","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"227","DNA2-MAR-66-MGE","MAR-66-MGE","DNA",2023-07-12,"SA","10","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4","low"
"228","DNA2-GIN-70-DRS","GIN-70-DRS","DNA",2023-07-12,"SA","66","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"229","DNA2-GIN-70-MGE","GIN-70-MGE","DNA",2023-07-12,"SA","17","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"230","DNA1-IVY-1-DRS","IVY-1-DRS","DNA",2023-07-13,"SA","36","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"231","DNA1-IVY-1-MGE","IVY-1-MGE","DNA",2023-07-13,"SA","22","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"232","DNA1-LAM-15-MGE","LAM-15-MGE","DNA",2023-07-13,"SA","1.47","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"233","DNA1-MAR-29-DRS","MAR-29-DRS","DNA",2023-07-13,"SA","40","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"234","DNA1-MAR-29-MGE","MAR-29-MGE","DNA",2023-07-13,"SA","38","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"235","DNA1-FRA-43-DRS","FRA-43-DRS","DNA",2023-07-13,"SA","63","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"236","DNA1-FRA-43-MGE","FRA-43-MGE","DNA",2023-07-13,"SA","49","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"237","DNA1-GRO-57-DRS","GRO-57-DRS","DNA",2023-07-13,"SA","40","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"238","DNA1-GRO-57-MGE","GRO-57-MGE","DNA",2023-07-13,"SA","21","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"239","DNA1-CHA-59-DRS","CHA-59-DRS","DNA",2023-07-13,"SA","36","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"240","DNA1-CHA-59-MGE","CHA-59-MGE","DNA",2023-07-13,"SA","48","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"241","DNA1-JAR-66-DRS","JAR-66-DRS","DNA",2023-07-13,"SA","32","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"242","DNA1-JAR-66-MGE","JAR-66-MGE","DNA",2023-07-13,"SA","20","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"243","DNA1-HEN-70-DRS","HEN-70-DRS","DNA",2023-07-13,"SA","46","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"244","DNA1-HEN-70-MGE","HEN-70-MGE","DNA",2023-07-13,"SA","29","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"245","DNA1-PAD-1-DRS","PAD-1-DRS","DNA",2023-07-18,"SA","35","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"246","DNA1-PAD-1-MGE","PAD-1-MGE","DNA",2023-07-18,"SA","91","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"247","DNA1-HER-16-DRS","HER-16-DRS","DNA",2023-07-18,"SA","28","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"248","DNA1-HER-16-MGE","HER-16-MGE","DNA",2023-07-18,"SA","27","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"249","DNA1-HAM-36-MGE","HAM-36-MGE","DNA",2023-07-18,"SA","24","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"250","DNA1-JAR-41-DRS","JAR-41-DRS","DNA",2023-07-18,"SA","60","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"251","DNA1-JAR-41-MGE","JAR-41-MGE","DNA",2023-07-18,"SA","22","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"252","DNA1-CHA-43-DRS","CHA-43-DRS","DNA",2023-07-18,"SA","32","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"253","DNA1-CHA-43-MGE","CHA-43-MGE","DNA",2023-07-18,"SA","20","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"254","DNA1-KOR-57-DRS","KOR-57-DRS","DNA",2023-07-18,"SA","57","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"255","DNA1-KOR-57-MGE","KOR-57-MGE","DNA",2023-07-18,"SA","35","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"256","DNA1-OPH-66-DRS","OPH-66-DRS","DNA",2023-07-18,"SA","68","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"257","DNA1-OPH-66-MGE","OPH-66-MGE","DNA",2023-07-18,"SA","38","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"258","DNA1-GIN-69-DRS","GIN-69-DRS","DNA",2023-07-18,"SA","42","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"259","DNA1-GIN-69-MGE","GIN-69-MGE","DNA",2023-07-18,"SA","39","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"260","DNA1-GIN-2-DRS","GIN-2-DRS","DNA",2023-07-18,"SA","6.1","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"261","DNA1-GIN-2-MGE","GIN-2-MGE","DNA",2023-07-18,"SA","1.88","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"262","DNA1-HAM-15-DRS","HAM-15-DRS","DNA",2023-07-18,"SA","12","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"263","DNA1-HAM-15-MGE","HAM-15-MGE","DNA",2023-07-18,"SA","3.74","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"264","DNA1-HER-36-MGE","HER-36-MGE","DNA",2023-07-18,"SA","6.1","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4","low"
"265","DNA1-OPH-41-DRS","OPH-41-DRS","DNA",2023-07-18,"SA","7.5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"266","DNA1-OPH-41-MGE","OPH-41-MGE","DNA",2023-07-18,"SA","3.87","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"267","DNA1-MAR-43-DRS","MAR-43-DRS","DNA",2023-07-18,"SA","66","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"268","DNA1-MAR-43-MGE","MAR-43-MGE","DNA",2023-07-18,"SA","0.488","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"269","DNA1-WOL-57-DRS","WOL-57-DRS","DNA",2023-07-18,"SA","44","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"270","DNA1-WOL-57-MGE","WOL-57-MGE","DNA",2023-07-18,"SA","1.04","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"271","DNA1-KUB-66-DRS","KUB-66-DRS","DNA",2023-07-18,"SA","11","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"272","DNA1-KUB-66-MGE","KUB-66-MGE","DNA",2023-07-18,"SA","2.21","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"273","DNA1-HEN-69-DRS","HEN-69-DRS","DNA",2023-07-18,"SA","30","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"274","DNA1-HEN-69-MGE","HEN-69-MGE","DNA",2023-07-18,"SA","2.5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"275","DNA1-HEN-2-DRS","HEN-2-DRS","DNA",2023-07-21,"SA","24","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"276","DNA1-HEN-2-MGE","HEN-2-MGE","DNA",2023-07-21,"SA","7.2","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"277","DNA1-PAD-15-DRS","PAD-15-DRS","DNA",2023-07-21,"SA","77","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"278","DNA1-PAD-15-MGE","PAD-15-MGE","DNA",2023-07-21,"SA","78","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"279","DNA1-JAR-36-MGE","JAR-36-MGE","DNA",2023-07-21,"SA","7.9","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"280","DNA1-KUB-41-DRS","KUB-41-DRS","DNA",2023-07-21,"SA","32","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"281","DNA1-KUB-41-MGE","KUB-41-MGE","DNA",2023-07-21,"SA","6.9","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"282","DNA1-HAM-43-DRS","HAM-43-DRS","DNA",2023-07-21,"SA","40","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"283","DNA1-HAM-43-MGE","HAM-43-MGE","DNA",2023-07-21,"SA","4.16","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"284","DNA1-GOO-57-DRS","GOO-57-DRS","DNA",2023-07-21,"SA","16","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"285","DNA1-GOO-57-MGE","GOO-57-MGE","DNA",2023-07-21,"SA","4.26","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"286","DNA1-KOR-66-DRS","KOR-66-DRS","DNA",2023-07-21,"SA","61","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"287","DNA1-KOR-66-MGE","KOR-66-MGE","DNA",2023-07-21,"SA","27","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"288","DNA1-HER-70-DRS","HER-70-DRS","DNA",2023-07-21,"SA","59","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"289","DNA1-HER-70-MGE","HER-70-MGE","DNA",2023-07-21,"SA","19","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"290","DNA1-JOA-2-DRS","JOA-2-DRS","DNA",2023-07-21,"SA","38","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"291","DNA1-JOA-2-MGE","JOA-2-MGE","DNA",2023-07-21,"SA","9.5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4","low"
"292","DNA1-HAM-16-DRS","HAM-16-DRS","DNA",2023-07-21,"SA","41","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"293","DNA1-HAM-16-MGE","HAM-16-MGE","DNA",2023-07-21,"SA","9.9","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"294","DNA1-OPH-36-MGE","OPH-36-MGE","DNA",2023-07-21,"SA","4.53","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"295","DNA1-KOR-41-DRS","KOR-41-DRS","DNA",2023-07-21,"SA","24","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"296","DNA1-KOR-41-MGE","KOR-41-MGE","DNA",2023-07-21,"SA","66","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"297","DNA1-HER-43-DRS","HER-43-DRS","DNA",2023-07-21,"SA","70","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4",""
"298","DNA1-HER-43-MGE","HER-43-MGE","DNA",2023-07-21,"SA","16","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"299","DNA1-LAM-57-DRS","LAM-57-DRS","DNA",2023-07-21,"SA","22","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"300","DNA1-LAM-57-MGE","LAM-57-MGE","DNA",2023-07-21,"SA","23","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"301","DNA1-WOL-66-DRS","WOL-66-DRS","DNA",2023-07-21,"SA","51","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"302","DNA1-WOL-66-MGE","WOL-66-MGE","DNA",2023-07-21,"SA","5.1","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"303","DNA1-JAR-70-DRS","JAR-70-DRS","DNA",2023-07-21,"SA","34","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"304","DNA1-JAR-70-MGE","JAR-70-MGE","DNA",2023-07-21,"SA","9.5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"305","DNA1-IVY-3-DRS","IVY-3-DRS","DNA",2023-07-25,"SA","2.53","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"306","DNA1-IVY-3-MGE","IVY-3-MGE","DNA",2023-07-25,"SA","1.8","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"307","DNA1-JAR-16-DRS","JAR-16-DRS","DNA",2023-07-25,"SA","5.8","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"308","DNA1-JAR-16-MGE","JAR-16-MGE","DNA",2023-07-25,"SA","5.2","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"309","DNA1-KUB-36-MGE","KUB-36-MGE","DNA",2023-07-25,"SA","0.736","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"310","DNA1-WOL-41-DRS","WOL-41-DRS","DNA",2023-07-25,"SA","7.9","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"311","DNA1-WOL-41-MGE","WOL-41-MGE","DNA",2023-07-25,"SA","7.8","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"312","DNA1-BUD-43-DRS","BUD-43-DRS","DNA",2023-07-25,"SA","4.96","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"313","DNA1-BUD-43-MGE","BUD-43-MGE","DNA",2023-07-25,"SA","8.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"314","DNA1-FRA-57-DRS","FRA-57-DRS","DNA",2023-07-25,"SA","0.506","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"315","DNA1-FRA-57-MGE","FRA-57-MGE","DNA",2023-07-25,"SA","0.537","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"316","DNA1-IRI-66-DRS","IRI-66-DRS","DNA",2023-07-25,"SA","13","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"317","DNA1-IRI-66-MGE","IRI-66-MGE","DNA",2023-07-25,"SA","3.72","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"318","DNA1-OPH-70-DRS","OPH-70-DRS","DNA",2023-07-25,"SA","13","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"319","DNA1-OPH-70-MGE","OPH-70-MGE","DNA",2023-07-25,"SA","9","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"320","DNA1-LAM-3-DRS","LAM-3-DRS","DNA",2023-07-25,"SA","35","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"321","DNA1-LAM-3-MGE","LAM-3-MGE","DNA",2023-07-25,"SA","9.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"322","DNA1-OPH-16-DRS","OPH-16-DRS","DNA",2023-07-25,"SA","34","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"323","DNA1-OPH-16-MGE","OPH-16-MGE","DNA",2023-07-25,"SA","8.1","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"324","DNA1-KOR-36-MGE","KOR-36-MGE","DNA",2023-07-25,"SA","5.3","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"325","DNA1-IRI-41-DRS","IRI-41-DRS","DNA",2023-07-25,"SA","32","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"326","DNA1-IRI-41-MGE","IRI-41-MGE","DNA",2023-07-25,"SA","15","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"327","DNA1-HEN-43-DRS","HEN-43-DRS","DNA",2023-07-25,"SA","0.665","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"328","DNA1-HEN-43-MGE","HEN-43-MGE","DNA",2023-07-25,"SA","6.1","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"329","DNA1-IVY-57-DRS","IVY-57-DRS","DNA",2023-07-25,"SA","11","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"330","DNA1-IVY-57-MGE","IVY-57-MGE","DNA",2023-07-25,"SA","1.35","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"331","DNA1-CHA-66-DRS","CHA-66-DRS","DNA",2023-07-25,"SA","21","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"332","DNA1-CHA-66-MGE","CHA-66-MGE","DNA",2023-07-25,"SA","18","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"333","DNA1-KUB-70-DRS","KUB-70-DRS","DNA",2023-07-25,"SA","18","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"334","DNA1-KUB-70-MGE","KUB-70-MGE","DNA",2023-07-25,"SA","8.2","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"335","DNA1-GOO-2-DRS","GOO-2-DRS","DNA",2023-07-28,"SA","9.3","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"336","DNA1-GOO-2-MGE","GOO-2-MGE","DNA",2023-07-28,"SA","6.1","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"337","DNA1-KUB-16-DRS","KUB-16-DRS","DNA",2023-07-28,"SA","40","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"338","DNA1-KUB-16-MGE","KUB-16-MGE","DNA",2023-07-28,"SA","11","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"339","DNA1-WOL-36-MGE","WOL-36-MGE","DNA",2023-07-28,"SA","0.124","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"340","DNA1-LAM-41-DRS","LAM-41-DRS","DNA",2023-07-28,"SA","30","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"341","DNA1-LAM-41-MGE","LAM-41-MGE","DNA",2023-07-28,"SA","2.59","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"342","DNA1-GIN-43-DRS","GIN-43-DRS","DNA",2023-07-28,"SA","11","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"343","DNA1-GIN-43-MGE","GIN-43-MGE","DNA",2023-07-28,"SA","9.9","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"344","DNA1-CHA-57-DRS","CHA-57-DRS","DNA",2023-07-28,"SA","47","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"345","DNA1-CHA-57-MGE","CHA-57-MGE","DNA",2023-07-28,"SA","5.6","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"346","DNA1-IVY-66-DRS","IVY-66-DRS","DNA",2023-07-28,"SA","31","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"347","DNA1-IVY-66-MGE","IVY-66-MGE","DNA",2023-07-28,"SA","0.619","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"348","DNA1-KOR-70-DRS","KOR-70-DRS","DNA",2023-07-28,"SA","36","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"349","DNA1-KOR-70-MGE","KOR-70-MGE","DNA",2023-07-28,"SA","9.8","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"350","DNA1-HAM-4-DRS","HAM-4-DRS","DNA",2023-08-03,"SA","88","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"351","DNA1-HAM-4-MGE","HAM-4-MGE","DNA",2023-08-03,"SA","13","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"352","DNA1-KOR-16-DRS","KOR-16-DRS","DNA",2023-08-03,"SA","2.86","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"353","DNA1-KOR-16-MGE","KOR-16-MGE","DNA",2023-08-03,"SA","2.61","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
"354","DNA1-IRI-36-MGE","IRI-36-MGE","DNA",2023-08-03,"SA","3.81","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5",""
