Sample_ID	Date	Study_Day	Sample_Time	Subject	Sample_Collected_By	Bristol	Sample_Stabilizer	Sample_Box	Sample_Notes	Diet_Trial	Group_Phase	Subj_Day	Known_Repro	Group	Room	Cage	Subject_Code	Sex	Housing	Origin	Subj_DOB	Age	Contraception	Previous_Exp	Subject_Notes	Extract_ID	Extract_Type	Extract_Date	Extracted_By	Extract_Conc_ng_uL	Extract_Kit	Extract_Box	Extract_Notes	Sequence_ID	Seq_ID	Library_Tube	Library_Tube_ID	Library_Barcode	F_Primer	R_Primer	Run_ID	Final_Lib_Conc_ng_uL	Vol_Added_Pool_uL	Full_Seq_ID	Pipeline	Kit	Sequencer	MinION_Position	Flow_Cell_Type	Flongle_Adapter	Flow_Cell_ID	Run_Date	Loaded_By
CHA-59-DRS	2023-05-07	59	08:00:00	Charles	SA	2	DNA/RNA Shield	22		washout_2	gum-washout	Charles_59		Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23	RNA1-CHA-59-DRS	RNA	2023-07-17	SA	47	Quick-DNA/RNA MagBead	RNA Extracts 1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHA-59-MGE	2023-05-07	59	08:00:00	Charles	SA	2	Molecular Grade (96%) Ethanol	22		washout_2	gum-washout	Charles_59		Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23	DNA1-CHA-59-MGE	DNA	2023-07-13	SA	48	Quick-DNA Fecal/Soil Microbe	DNA Extracts 4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHA-59-MGE	2023-05-07	59	08:00:00	Charles	SA	2	Molecular Grade (96%) Ethanol	22		washout_2	gum-washout	Charles_59		Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23	RNA1-CHA-59-MGE	RNA	2023-07-17	SA	15	Quick-DNA/RNA MagBead	RNA Extracts 1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHA-60-DRS	2023-05-08	60	08:00:00	Charles	SA/GR	2	DNA/RNA Shield	22		washout_2	gum-washout	Charles_60		Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHA-60-MGE	2023-05-08	60	08:00:00	Charles	SA/GR	2	Molecular Grade (96%) Ethanol	22		washout_2	gum-washout	Charles_60		Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHA-61-DRS	2023-05-09	61	08:00:00	Charles	SA	2	DNA/RNA Shield	23		washout_2	gum-washout	Charles_61		Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHA-61-MGE	2023-05-09	61	08:00:00	Charles	SA	2	Molecular Grade (95%) Ethanol	23		washout_2	gum-washout	Charles_61		Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHA-62-DRS	2023-05-10	62	08:00:00	Charles	SA	2	DNA/RNA Shield	23		washout_2	gum-washout	Charles_62		Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHA-62-MGE	2023-05-10	62	08:00:00	Charles	SA	2	Molecular Grade (95%) Ethanol	23		washout_2	gum-washout	Charles_62		Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHA-64-DRS	2023-05-12	64	07:30:00	Charles	SA/GR	3	DNA/RNA Shield	24		washout_2	gum-washout	Charles_64		Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHA-64-MGE	2023-05-12	64	07:30:00	Charles	SA/GR	3	Molecular Grade (95%) Ethanol	24		washout_2	gum-washout	Charles_64		Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHA-66-DRS	2023-05-14	66	08:00:00	Charles	SA	2	DNA/RNA Shield	25		washout_2	gum-washout	Charles_66		Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23	DNA1-CHA-66-DRS	DNA	2023-07-25	SA	21	Quick-DNA Fecal/Soil Microbe	DNA Extracts 5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHA-66-DRS	2023-05-14	66	08:00:00	Charles	SA	2	DNA/RNA Shield	25		washout_2	gum-washout	Charles_66		Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23	RNA1-CHA-66-DRS	RNA	2023-07-26	SA	>100	Quick-DNA/RNA MagBead	RNA Extracts 2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHA-66-MGE	2023-05-14	66	08:00:00	Charles	SA	2	Molecular Grade (95%) Ethanol	25		washout_2	gum-washout	Charles_66		Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23	DNA1-CHA-66-MGE	DNA	2023-07-25	SA	18	Quick-DNA Fecal/Soil Microbe	DNA Extracts 5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHA-66-MGE	2023-05-14	66	08:00:00	Charles	SA	2	Molecular Grade (95%) Ethanol	25		washout_2	gum-washout	Charles_66		Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23	RNA1-CHA-66-MGE	RNA	2023-07-26	SA	63	Quick-DNA/RNA MagBead	RNA Extracts 2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHA-67-DRS	2023-05-15	67	08:00:00	Charles	SA/GR	2	DNA/RNA Shield	25		washout_2	gum-washout	Charles_67		Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHA-67-MGE	2023-05-15	67	08:00:00	Charles	SA/GR	2	Molecular Grade (95%) Ethanol	25		washout_2	gum-washout	Charles_67		Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHA-68-DRS	2023-05-16	68	08:00:00	Charles	SA	2	DNA/RNA Shield	26		washout_2	gum-washout	Charles_68		Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHA-68-MGE	2023-05-16	68	08:00:00	Charles	SA	2	Molecular Grade (95%) Ethanol	26		washout_2	gum-washout	Charles_68		Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHA-69-DRS	2023-05-17	69	08:00:00	Charles	SA/GR	2	DNA/RNA Shield	26		washout_2	gum-washout	Charles_69		Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHA-69-MGE	2023-05-17	69	08:00:00	Charles	SA/GR	2	Molecular Grade (95%) Ethanol	26		washout_2	gum-washout	Charles_69		Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23	DNA1-CHA-69-MGE	DNA	2023-11-01	SA/MB	40	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHA-69-MGE	2023-05-17	69	08:00:00	Charles	SA/GR	2	Molecular Grade (95%) Ethanol	26		washout_2	gum-washout	Charles_69		Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23	RNA1-CHA-69-MGE	RNA	2023-11-30	SA		Quick-DNA/RNA MagBead	RNA Extracts 4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHA-70-DRS	2023-05-18	70	07:30:00	Charles	SA	2	DNA/RNA Shield	27		washout_2	gum-washout	Charles_70		Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23	DNA1-CHA-70-DRS	DNA	2023-08-08	SA	44	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHA-70-DRS	2023-05-18	70	07:30:00	Charles	SA	2	DNA/RNA Shield	27		washout_2	gum-washout	Charles_70		Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23	RNA1-CHA-70-DRS	RNA	2023-08-28	SA/SK	19	Quick-DNA/RNA MagBead	RNA Extracts 3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHA-70-MGE	2023-05-18	70	07:30:00	Charles	SA	2	Molecular Grade (95%) Ethanol	27		washout_2	gum-washout	Charles_70		Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23	DNA1-CHA-70-MGE	DNA	2023-08-08	SA	9.9	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHA-70-MGE	2023-05-18	70	07:30:00	Charles	SA	2	Molecular Grade (95%) Ethanol	27		washout_2	gum-washout	Charles_70		Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23	RNA1-CHA-70-MGE	RNA	2023-08-28	SA/SK	42	Quick-DNA/RNA MagBead	RNA Extracts 3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-3-DRS	2023-03-12	3	07:30:00	Franc	SA	2	DNA/RNA Shield	1		run-in	baseline	Franc_3		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-3-MGE	2023-03-12	3	07:30:00	Franc	SA	2	Molecular Grade (96%) Ethanol	1		run-in	baseline	Franc_3		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-4-DRS	2023-03-13	4	07:30:00	Franc	SA	2	DNA/RNA Shield	2		run-in	baseline	Franc_4		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-4-MGE	2023-03-13	4	07:30:00	Franc	SA	2	Molecular Grade (96%) Ethanol	2		run-in	baseline	Franc_4		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-7-DRS	2023-03-16	7	07:30:00	Franc	SA	1	DNA/RNA Shield	2		run-in	baseline	Franc_7		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-7-MGE	2023-03-16	7	07:30:00	Franc	SA	1	Molecular Grade (96%) Ethanol	2		run-in	baseline	Franc_7		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-9-DRS	2023-03-18	9	08:00:00	Franc	SA	2	DNA/RNA Shield	2		run-in	baseline	Franc_9		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		DNA1-FRA-9-DRS	DNA	2023-12-12	SA	32	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-9-DRS	2023-03-18	9	08:00:00	Franc	SA	2	DNA/RNA Shield	2		run-in	baseline	Franc_9		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		RNA1-FRA-9-DRS	RNA	2023-12-29	SA		Quick-DNA/RNA MagBead	RNA Extracts 5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-9-MGE	2023-03-18	9	08:00:00	Franc	SA	2	Molecular Grade (96%) Ethanol	2		run-in	baseline	Franc_9		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		DNA1-FRA-9-MGE	DNA	2023-12-12	SA	9.9	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		FRA-9-MGE-S71	CM005	2	S71	barcode02	27F	1492R	MIN_16_2024-3-1	4.56	0.9	16S_UNO-CM-005	16S_RAP	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM042	2024-03-01	SA
FRA-9-MGE	2023-03-18	9	08:00:00	Franc	SA	2	Molecular Grade (96%) Ethanol	2		run-in	baseline	Franc_9		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		RNA1-FRA-9-MGE	RNA	2023-12-29	SA		Quick-DNA/RNA MagBead	RNA Extracts 5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-11-DRS	2023-03-20	11	08:00:00	Franc	SA	2	DNA/RNA Shield	3		run-in	baseline	Franc_11		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-11-MGE	2023-03-20	11	08:00:00	Franc	SA	2	Molecular Grade (96%) Ethanol	3		run-in	baseline	Franc_11		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-17-DRS	2023-03-26	17	08:00:00	Franc	SA	2	DNA/RNA Shield	4		intervention_1	control	Franc_17		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		DNA1-FRA-17-DRS	DNA	2023-05-16	SA/AMR	0.0669	Quick-DNA Fecal/Soil Microbe	DNA Extracts 1	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-17-DRS	2023-03-26	17	08:00:00	Franc	SA	2	DNA/RNA Shield	4		intervention_1	control	Franc_17		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		DNA2-FRA-17-DRS	DNA	2023-05-29	SA	0.189	Quick-DNA Fecal/Soil Microbe	DNA Extracts 1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-17-DRS	2023-03-26	17	08:00:00	Franc	SA	2	DNA/RNA Shield	4		intervention_1	control	Franc_17		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		DNA3-FRA-17-DRS	DNA	2023-06-02	SA	2.31	Quick-DNA Fecal/Soil Microbe	DNA Extracts 1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-17-DRS	2023-03-26	17	08:00:00	Franc	SA	2	DNA/RNA Shield	4		intervention_1	control	Franc_17		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		RNA1-FRA-17-DRS	RNA	2023-05-18	SA	52	Quick-DNA/RNA MagBead	RNA Extracts 1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-17-DRS	2023-03-26	17	08:00:00	Franc	SA	2	DNA/RNA Shield	4		intervention_1	control	Franc_17		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		RNA2-FRA-17-DRS	RNA	2023-07-21	SA	16	Quick-DNA/RNA MagBead	RNA Extracts 2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-17-MGE	2023-03-26	17	08:00:00	Franc	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	control	Franc_17		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		DNA1-FRA-17-MGE	DNA	2023-05-16	SA/AMR	0	Quick-DNA Fecal/Soil Microbe	DNA Extracts 1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-17-MGE	2023-03-26	17	08:00:00	Franc	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	control	Franc_17		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		DNA2-FRA-17-MGE	DNA	2023-05-29	SA	0.0965	Quick-DNA Fecal/Soil Microbe	DNA Extracts 1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-17-MGE	2023-03-26	17	08:00:00	Franc	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	control	Franc_17		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		DNA3-FRA-17-MGE	DNA	2023-06-02	SA	0.0304	Quick-DNA Fecal/Soil Microbe	DNA Extracts 1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-17-MGE	2023-03-26	17	08:00:00	Franc	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	control	Franc_17		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		RNA1-FRA-17-MGE	RNA	2023-05-18	SA	0.175	Quick-DNA/RNA MagBead	RNA Extracts 1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-17-MGE	2023-03-26	17	08:00:00	Franc	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	control	Franc_17		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		RNA2-FRA-17-MGE	RNA	2023-07-21	SA	7.6	Quick-DNA/RNA MagBead	RNA Extracts 2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-19-DRS	2023-03-28	19	07:30:00	Franc	SA	2	DNA/RNA Shield	4		intervention_1	control	Franc_19		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-19-MGE	2023-03-28	19	07:30:00	Franc	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	control	Franc_19		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		DNA1-FRA-19-MGE	DNA	2024-04-23	SA	3.87	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		FRA-19-MGE-S160	CM008	22	S160	barcode22	27F	1492R	MIN_16_2024-6-11	4.48	0.9	16S_UNO-CM-008	16S_RAP	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AUD426	2024-06-11	SA
FRA-22-DRS	2023-03-31	22	07:30:00	Franc	SA/GR	3	DNA/RNA Shield	5		intervention_1	control	Franc_22		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-22-MGE	2023-03-31	22	07:30:00	Franc	SA/GR	3	Molecular Grade (96%) Ethanol	5		intervention_1	control	Franc_22		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		DNA1-FRA-22-MGE	DNA	2023-11-01	SA/SK	2.31	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		FRA-22-MGE-S138	CM007	23	S138	barcode23	27F	1492R	MIN_16_2024-5-21	5.1	0.8	16S_UNO-CM-007	16S_RAP	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG001	FA-08546	AQL192	2024-05-21	SA
FRA-22-MGE	2023-03-31	22	07:30:00	Franc	SA/GR	3	Molecular Grade (96%) Ethanol	5		intervention_1	control	Franc_22		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		RNA1-FRA-22-MGE	RNA	2023-11-30	SA		Quick-DNA/RNA MagBead	RNA Extracts 4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-24-DRS	2023-04-02	24	07:30:00	Franc	SA	2	DNA/RNA Shield	5		intervention_1	control	Franc_24		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-24-MGE	2023-04-02	24	07:30:00	Franc	SA	2	Molecular Grade (96%) Ethanol	5		intervention_1	control	Franc_24		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		DNA1-FRA-24-MGE	DNA	2024-08-09	AS	7.9	Quick-DNA Fecal/Soil Microbe	DNA Extracts 11		FRA-24-MGE-S262	CM013	9	S262	barcode09	27F	1492R	MIN_16_2025-4-1	4.89	0.8	16S_UNO-CM-013	16S_RAP	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AWD252	2025-04-01	SA/TSP
FRA-25-DRS	2023-04-03	25	07:30:00	Franc	SA/GR	1	DNA/RNA Shield	6		intervention_1	control	Franc_25		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-25-MGE	2023-04-03	25	07:30:00	Franc	SA/GR	1	Molecular Grade (96%) Ethanol	6		intervention_1	control	Franc_25		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-27-DRS	2023-04-05	27	07:30:00	Franc	SA/GR	2	DNA/RNA Shield	7		intervention_1	control	Franc_27		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-27-MGE	2023-04-05	27	07:30:00	Franc	SA/GR	2	Molecular Grade (96%) Ethanol	7		intervention_1	control	Franc_27		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA-29-DRS	2023-04-07	29	07:30:00	Franc	SA/GR	2	DNA/RNA Shield	7		washout_1	control-washout	Franc_29		Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
