Sample_ID	Date	Study_Day	Sample_Time	Subject	Sample_Collected_By	Bristol	Sample_Stabilizer	Sample_Box	Sample_Notes	Diet_Trial	Group_Phase	Subj_Day
HEN-24-DRS	2023-04-02	24	07:30:00	Henry	SA	2	DNA/RNA Shield	6		intervention_1	control	Henry_24
HEN-24-MGE	2023-04-02	24	07:30:00	Henry	SA	2	Molecular Grade (96%) Ethanol	6		intervention_1	control	Henry_24
GIN-24-DRS	2023-04-02	24	07:30:00	Ginger	SA	2	DNA/RNA Shield	6		intervention_1	control	Ginger_24
GIN-24-MGE	2023-04-02	24	07:30:00	Ginger	SA	2	Molecular Grade (96%) Ethanol	6		intervention_1	control	Ginger_24
HAM-25-DRS	2023-04-03	25	08:00:00	Hamlet	SA/GR	2	DNA/RNA Shield	6		intervention_1	gum	Hamlet_25
HAM-25-MGE	2023-04-03	25	08:00:00	Hamlet	SA/GR	2	Molecular Grade (96%) Ethanol	6		intervention_1	gum	Hamlet_25
HER-25-DRS	2023-04-03	25	08:00:00	Hera	SA/GR	3	DNA/RNA Shield	6		intervention_1	gum	Hera_25
HER-25-MGE	2023-04-03	25	08:00:00	Hera	SA/GR	3	Molecular Grade (96%) Ethanol	6		intervention_1	gum	Hera_25
JAR-25-DRS	2023-04-03	25	08:00:00	JarJarBinks	SA/GR	2	DNA/RNA Shield	6		intervention_1	gum	JarJarBinks_25
JAR-25-MGE	2023-04-03	25	08:00:00	JarJarBinks	SA/GR	2	Molecular Grade (96%) Ethanol	6		intervention_1	gum	JarJarBinks_25
OPH-25-DRS	2023-04-03	25	08:00:00	Ophelia	SA/GR	1	DNA/RNA Shield	6		intervention_1	gum	Ophelia_25
OPH-25-MGE	2023-04-03	25	08:00:00	Ophelia	SA/GR	1	Molecular Grade (96%) Ethanol	6		intervention_1	gum	Ophelia_25
KUB-25-DRS	2023-04-03	25	08:00:00	Kubo	SA/GR	2	DNA/RNA Shield	6		intervention_1	gum	Kubo_25
KUB-25-MGE	2023-04-03	25	08:00:00	Kubo	SA/GR	2	Molecular Grade (96%) Ethanol	6		intervention_1	gum	Kubo_25
KOR-25-DRS	2023-04-03	25	08:00:00	Korra	SA/GR	2	DNA/RNA Shield	6		intervention_1	gum	Korra_25
KOR-25-MGE	2023-04-03	25	08:00:00	Korra	SA/GR	2	Molecular Grade (96%) Ethanol	6		intervention_1	gum	Korra_25
WOL-25-DRS	2023-04-03	25	08:00:00	Wolverine	SA/GR	1	DNA/RNA Shield	6		intervention_1	gum	Wolverine_25
WOL-25-MGE	2023-04-03	25	08:00:00	Wolverine	SA/GR	1	Molecular Grade (96%) Ethanol	6		intervention_1	gum	Wolverine_25
IRI-25-DRS	2023-04-03	25	08:00:00	Iris	SA/GR	3	DNA/RNA Shield	6		intervention_1	gum	Iris_25
IRI-25-MGE	2023-04-03	25	08:00:00	Iris	SA/GR	3	Molecular Grade (96%) Ethanol	6		intervention_1	gum	Iris_25
GOO-25-DRS	2023-04-03	25	07:30:00	Goose	SA/GR	3	DNA/RNA Shield	6		intervention_1	gum	Goose_25
GOO-25-MGE	2023-04-03	25	07:30:00	Goose	SA/GR	3	Molecular Grade (96%) Ethanol	6		intervention_1	gum	Goose_25
LAM-25-DRS	2023-04-03	25	07:30:00	Lambchop	SA/GR	3	DNA/RNA Shield	6		intervention_1	gum	Lambchop_25
LAM-25-MGE	2023-04-03	25	07:30:00	Lambchop	SA/GR	3	Molecular Grade (96%) Ethanol	6		intervention_1	gum	Lambchop_25
FRA-25-DRS	2023-04-03	25	07:30:00	Franc	SA/GR	1	DNA/RNA Shield	6		intervention_1	control	Franc_25
FRA-25-MGE	2023-04-03	25	07:30:00	Franc	SA/GR	1	Molecular Grade (96%) Ethanol	6		intervention_1	control	Franc_25
IVY-25-DRS	2023-04-03	25	07:30:00	Ivy	SA/GR	2	DNA/RNA Shield	6		intervention_1	control	Ivy_25
IVY-25-MGE	2023-04-03	25	07:30:00	Ivy	SA/GR	2	Molecular Grade (96%) Ethanol	6		intervention_1	control	Ivy_25
GRO-25-DRS	2023-04-03	25	07:30:00	Grogu	SA/GR	2	DNA/RNA Shield	6		intervention_1	control	Grogu_25
GRO-25-MGE	2023-04-03	25	07:30:00	Grogu	SA/GR	2	Molecular Grade (96%) Ethanol	6		intervention_1	control	Grogu_25
MAR-25-DRS	2023-04-03	25	07:30:00	Marshmallow	SA/GR	2	DNA/RNA Shield	6		intervention_1	control	Marshmallow_25
MAR-25-MGE	2023-04-03	25	07:30:00	Marshmallow	SA/GR	2	Molecular Grade (96%) Ethanol	6		intervention_1	control	Marshmallow_25
BUD-25-DRS	2023-04-03	25	07:30:00	Buddy	SA/GR	3	DNA/RNA Shield	6		intervention_1	control	Buddy_25
BUD-25-MGE	2023-04-03	25	07:30:00	Buddy	SA/GR	3	Molecular Grade (96%) Ethanol	6		intervention_1	control	Buddy_25
JOA-25-DRS	2023-04-03	25	07:30:00	Joans	SA/GR	3	DNA/RNA Shield	6		intervention_1	control	Joans_25
JOA-25-MGE	2023-04-03	25	07:30:00	Joans	SA/GR	3	Molecular Grade (96%) Ethanol	6		intervention_1	control	Joans_25
HEN-25-DRS	2023-04-03	25	07:30:00	Henry	SA/GR	2	DNA/RNA Shield	6		intervention_1	control	Henry_25
HEN-25-MGE	2023-04-03	25	07:30:00	Henry	SA/GR	2	Molecular Grade (96%) Ethanol	6		intervention_1	control	Henry_25
GIN-25-DRS	2023-04-03	25	07:30:00	Ginger	SA/GR	2	DNA/RNA Shield	6		intervention_1	control	Ginger_25
GIN-25-MGE	2023-04-03	25	07:30:00	Ginger	SA/GR	2	Molecular Grade (96%) Ethanol	6		intervention_1	control	Ginger_25
HAM-27-DRS	2023-04-05	27	08:00:00	Hamlet	SA/GR	1	DNA/RNA Shield	6		intervention_1	gum	Hamlet_27
HAM-27-MGE	2023-04-05	27	08:00:00	Hamlet	SA/GR	1	Molecular Grade (96%) Ethanol	6		intervention_1	gum	Hamlet_27
HER-27-DRS	2023-04-05	27	08:00:00	Hera	SA/GR	1	DNA/RNA Shield	6		intervention_1	gum	Hera_27
HER-27-MGE	2023-04-05	27	08:00:00	Hera	SA/GR	1	Molecular Grade (96%) Ethanol	6		intervention_1	gum	Hera_27
JAR-27-DRS	2023-04-05	27	08:00:00	JarJarBinks	SA/GR	3	DNA/RNA Shield	6		intervention_1	gum	JarJarBinks_27
JAR-27-MGE	2023-04-05	27	08:00:00	JarJarBinks	SA/GR	3	Molecular Grade (96%) Ethanol	6		intervention_1	gum	JarJarBinks_27
OPH-27-DRS	2023-04-05	27	08:00:00	Ophelia	SA/GR	3	DNA/RNA Shield	6		intervention_1	gum	Ophelia_27
OPH-27-MGE	2023-04-05	27	08:00:00	Ophelia	SA/GR	3	Molecular Grade (96%) Ethanol	6		intervention_1	gum	Ophelia_27
KUB-27-DRS	2023-04-05	27	08:00:00	Kubo	SA/GR	3	DNA/RNA Shield	6		intervention_1	gum	Kubo_27
KUB-27-MGE	2023-04-05	27	08:00:00	Kubo	SA/GR	3	Molecular Grade (96%) Ethanol	6		intervention_1	gum	Kubo_27
KOR-27-DRS	2023-04-05	27	08:00:00	Korra	SA/GR	2	DNA/RNA Shield	6		intervention_1	gum	Korra_27
KOR-27-MGE	2023-04-05	27	08:00:00	Korra	SA/GR	2	Molecular Grade (96%) Ethanol	6		intervention_1	gum	Korra_27
WOL-27-DRS	2023-04-05	27	08:00:00	Wolverine	SA/GR	1	DNA/RNA Shield	6		intervention_1	gum	Wolverine_27
WOL-27-MGE	2023-04-05	27	08:00:00	Wolverine	SA/GR	1	Molecular Grade (96%) Ethanol	6		intervention_1	gum	Wolverine_27
IRI-27-DRS	2023-04-05	27	08:00:00	Iris	SA/GR	3	DNA/RNA Shield	6		intervention_1	gum	Iris_27
IRI-27-MGE	2023-04-05	27	08:00:00	Iris	SA/GR	3	Molecular Grade (96%) Ethanol	6		intervention_1	gum	Iris_27
GOO-27-DRS	2023-04-05	27	07:30:00	Goose	SA/GR	3	DNA/RNA Shield	6		intervention_1	gum	Goose_27
GOO-27-MGE	2023-04-05	27	07:30:00	Goose	SA/GR	3	Molecular Grade (96%) Ethanol	6		intervention_1	gum	Goose_27
LAM-27-DRS	2023-04-05	27	07:30:00	Lambchop	SA/GR	2	DNA/RNA Shield	6		intervention_1	gum	Lambchop_27
LAM-27-MGE	2023-04-05	27	07:30:00	Lambchop	SA/GR	2	Molecular Grade (96%) Ethanol	6		intervention_1	gum	Lambchop_27
FRA-27-DRS	2023-04-05	27	07:30:00	Franc	SA/GR	2	DNA/RNA Shield	7		intervention_1	control	Franc_27
FRA-27-MGE	2023-04-05	27	07:30:00	Franc	SA/GR	2	Molecular Grade (96%) Ethanol	7		intervention_1	control	Franc_27
IVY-27-DRS	2023-04-05	27	07:30:00	Ivy	SA/GR	1	DNA/RNA Shield	7		intervention_1	control	Ivy_27
IVY-27-MGE	2023-04-05	27	07:30:00	Ivy	SA/GR	1	Molecular Grade (96%) Ethanol	7		intervention_1	control	Ivy_27
GRO-27-DRS	2023-04-05	27	07:30:00	Grogu	SA/GR	2	DNA/RNA Shield	7		intervention_1	control	Grogu_27
GRO-27-MGE	2023-04-05	27	07:30:00	Grogu	SA/GR	2	Molecular Grade (96%) Ethanol	7		intervention_1	control	Grogu_27
MAR-27-DRS	2023-04-05	27	07:30:00	Marshmallow	SA/GR	2	DNA/RNA Shield	7		intervention_1	control	Marshmallow_27
MAR-27-MGE	2023-04-05	27	07:30:00	Marshmallow	SA/GR	2	Molecular Grade (96%) Ethanol	7		intervention_1	control	Marshmallow_27
BUD-27-DRS	2023-04-05	27	07:30:00	Buddy	SA/GR	2	DNA/RNA Shield	7		intervention_1	control	Buddy_27
BUD-27-MGE	2023-04-05	27	07:30:00	Buddy	SA/GR	2	Molecular Grade (96%) Ethanol	7		intervention_1	control	Buddy_27
JOA-27-DRS	2023-04-05	27	07:30:00	Joans	SA/GR	2	DNA/RNA Shield	7		intervention_1	control	Joans_27
JOA-27-MGE	2023-04-05	27	07:30:00	Joans	SA/GR	2	Molecular Grade (96%) Ethanol	7		intervention_1	control	Joans_27
HEN-27-DRS	2023-04-05	27	07:30:00	Henry	SA/GR	2	DNA/RNA Shield	7		intervention_1	control	Henry_27
HEN-27-MGE	2023-04-05	27	07:30:00	Henry	SA/GR	2	Molecular Grade (96%) Ethanol	7		intervention_1	control	Henry_27
GIN-27-DRS	2023-04-05	27	07:30:00	Ginger	SA/GR	1	DNA/RNA Shield	7		intervention_1	control	Ginger_27
GIN-27-MGE	2023-04-05	27	07:30:00	Ginger	SA/GR	1	Molecular Grade (96%) Ethanol	7		intervention_1	control	Ginger_27
HAM-28-DRS	2023-04-06	28	07:30:00	Hamlet	SA	2	DNA/RNA Shield	7		intervention_1	gum	Hamlet_28
HAM-28-MGE	2023-04-06	28	07:30:00	Hamlet	SA	2	Molecular Grade (96%) Ethanol	7		intervention_1	gum	Hamlet_28
HER-28-DRS	2023-04-06	28	07:30:00	Hera	SA	2	DNA/RNA Shield	7		intervention_1	gum	Hera_28
HER-28-MGE	2023-04-06	28	07:30:00	Hera	SA	2	Molecular Grade (96%) Ethanol	7		intervention_1	gum	Hera_28
JAR-28-DRS	2023-04-06	28	07:30:00	JarJarBinks	SA	3	DNA/RNA Shield	7		intervention_1	gum	JarJarBinks_28
JAR-28-MGE	2023-04-06	28	07:30:00	JarJarBinks	SA	3	Molecular Grade (96%) Ethanol	7		intervention_1	gum	JarJarBinks_28
OPH-28-DRS	2023-04-06	28	07:30:00	Ophelia	SA	2	DNA/RNA Shield	7		intervention_1	gum	Ophelia_28
OPH-28-MGE	2023-04-06	28	07:30:00	Ophelia	SA	2	Molecular Grade (96%) Ethanol	7		intervention_1	gum	Ophelia_28
KUB-28-DRS	2023-04-06	28	07:30:00	Kubo	SA	1	DNA/RNA Shield	7		intervention_1	gum	Kubo_28
KUB-28-MGE	2023-04-06	28	07:30:00	Kubo	SA	1	Molecular Grade (96%) Ethanol	7		intervention_1	gum	Kubo_28
KOR-28-DRS	2023-04-06	28	07:30:00	Korra	SA	3	DNA/RNA Shield	7		intervention_1	gum	Korra_28
KOR-28-MGE	2023-04-06	28	07:30:00	Korra	SA	3	Molecular Grade (96%) Ethanol	7		intervention_1	gum	Korra_28
WOL-28-DRS	2023-04-06	28	07:30:00	Wolverine	SA	1	DNA/RNA Shield	7		intervention_1	gum	Wolverine_28
WOL-28-MGE	2023-04-06	28	07:30:00	Wolverine	SA	1	Molecular Grade (96%) Ethanol	7		intervention_1	gum	Wolverine_28
IRI-28-DRS	2023-04-06	28	07:30:00	Iris	SA	3	DNA/RNA Shield	7		intervention_1	gum	Iris_28
IRI-28-MGE	2023-04-06	28	07:30:00	Iris	SA	3	Molecular Grade (96%) Ethanol	7		intervention_1	gum	Iris_28
GRO-28-DRS	2023-04-06	28	08:00:00	Grogu	SA	2	DNA/RNA Shield	7		intervention_1	control	Grogu_28
GRO-28-MGE	2023-04-06	28	08:00:00	Grogu	SA	2	Molecular Grade (96%) Ethanol	7		intervention_1	control	Grogu_28
MAR-28-DRS	2023-04-06	28	08:00:00	Marshmallow	SA	3	DNA/RNA Shield	7		intervention_1	control	Marshmallow_28
MAR-28-MGE	2023-04-06	28	08:00:00	Marshmallow	SA	3	Molecular Grade (96%) Ethanol	7		intervention_1	control	Marshmallow_28
BUD-28-DRS	2023-04-06	28	08:00:00	Buddy	SA	3	DNA/RNA Shield	7		intervention_1	control	Buddy_28
BUD-28-MGE	2023-04-06	28	08:00:00	Buddy	SA	3	Molecular Grade (96%) Ethanol	7		intervention_1	control	Buddy_28
JOA-28-DRS	2023-04-06	28	08:00:00	Joans	SA	3	DNA/RNA Shield	7		intervention_1	control	Joans_28
JOA-28-MGE	2023-04-06	28	08:00:00	Joans	SA	3	Molecular Grade (96%) Ethanol	7		intervention_1	control	Joans_28
HAM-29-DRS	2023-04-07	29	08:00:00	Hamlet	SA/GR	1	DNA/RNA Shield	7		washout_1	gum-washout	Hamlet_29
HAM-29-MGE	2023-04-07	29	08:00:00	Hamlet	SA/GR	1	Molecular Grade (96%) Ethanol	7		washout_1	gum-washout	Hamlet_29
HER-29-DRS	2023-04-07	29	08:00:00	Hera	SA/GR	3	DNA/RNA Shield	7		washout_1	gum-washout	Hera_29
HER-29-MGE	2023-04-07	29	08:00:00	Hera	SA/GR	3	Molecular Grade (96%) Ethanol	7		washout_1	gum-washout	Hera_29
JAR-29-DRS	2023-04-07	29	08:00:00	JarJarBinks	SA/GR	3	DNA/RNA Shield	7		washout_1	gum-washout	JarJarBinks_29
JAR-29-MGE	2023-04-07	29	08:00:00	JarJarBinks	SA/GR	3	Molecular Grade (96%) Ethanol	7		washout_1	gum-washout	JarJarBinks_29
OPH-29-DRS	2023-04-07	29	08:00:00	Ophelia	SA/GR	1	DNA/RNA Shield	7		washout_1	gum-washout	Ophelia_29
OPH-29-MGE	2023-04-07	29	08:00:00	Ophelia	SA/GR	1	Molecular Grade (96%) Ethanol	7		washout_1	gum-washout	Ophelia_29
KUB-29-DRS	2023-04-07	29	08:00:00	Kubo	SA/GR	2	DNA/RNA Shield	7		washout_1	gum-washout	Kubo_29
KUB-29-MGE	2023-04-07	29	08:00:00	Kubo	SA/GR	2	Molecular Grade (96%) Ethanol	7		washout_1	gum-washout	Kubo_29
KOR-29-DRS	2023-04-07	29	08:00:00	Korra	SA/GR	3	DNA/RNA Shield	7		washout_1	gum-washout	Korra_29
KOR-29-MGE	2023-04-07	29	08:00:00	Korra	SA/GR	3	Molecular Grade (96%) Ethanol	7		washout_1	gum-washout	Korra_29
WOL-29-DRS	2023-04-07	29	08:00:00	Wolverine	SA/GR	1	DNA/RNA Shield	7		washout_1	gum-washout	Wolverine_29
WOL-29-MGE	2023-04-07	29	08:00:00	Wolverine	SA/GR	1	Molecular Grade (96%) Ethanol	7		washout_1	gum-washout	Wolverine_29
IRI-29-DRS	2023-04-07	29	08:00:00	Iris	SA/GR	3	DNA/RNA Shield	7		washout_1	gum-washout	Iris_29
IRI-29-MGE	2023-04-07	29	08:00:00	Iris	SA/GR	3	Molecular Grade (96%) Ethanol	7		washout_1	gum-washout	Iris_29
GOO-29-DRS	2023-04-07	29	07:30:00	Goose	SA/GR	2	DNA/RNA Shield	7		washout_1	gum-washout	Goose_29
GOO-29-MGE	2023-04-07	29	07:30:00	Goose	SA/GR	2	Molecular Grade (96%) Ethanol	7		washout_1	gum-washout	Goose_29
LAM-29-DRS	2023-04-07	29	07:30:00	Lambchop	SA/GR	3	DNA/RNA Shield	7		washout_1	gum-washout	Lambchop_29
LAM-29-MGE	2023-04-07	29	07:30:00	Lambchop	SA/GR	3	Molecular Grade (96%) Ethanol	7		washout_1	gum-washout	Lambchop_29
FRA-29-DRS	2023-04-07	29	07:30:00	Franc	SA/GR	2	DNA/RNA Shield	7		washout_1	control-washout	Franc_29
FRA-29-MGE	2023-04-07	29	07:30:00	Franc	SA/GR	2	Molecular Grade (96%) Ethanol	7		washout_1	control-washout	Franc_29
IVY-29-DRS	2023-04-07	29	07:30:00	Ivy	SA/GR	2	DNA/RNA Shield	7		washout_1	control-washout	Ivy_29
IVY-29-MGE	2023-04-07	29	07:30:00	Ivy	SA/GR	2	Molecular Grade (96%) Ethanol	7		washout_1	control-washout	Ivy_29
GRO-29-DRS	2023-04-07	29	07:30:00	Grogu	SA/GR	2	DNA/RNA Shield	8		washout_1	control-washout	Grogu_29
GRO-29-MGE	2023-04-07	29	07:30:00	Grogu	SA/GR	2	Molecular Grade (96%) Ethanol	8		washout_1	control-washout	Grogu_29
MAR-29-DRS	2023-04-07	29	07:30:00	Marshmallow	SA/GR	2	DNA/RNA Shield	8		washout_1	control-washout	Marshmallow_29
MAR-29-MGE	2023-04-07	29	07:30:00	Marshmallow	SA/GR	2	Molecular Grade (96%) Ethanol	8		washout_1	control-washout	Marshmallow_29
BUD-29-DRS	2023-04-07	29	07:30:00	Buddy	SA/GR	2	DNA/RNA Shield	8		washout_1	control-washout	Buddy_29
BUD-29-MGE	2023-04-07	29	07:30:00	Buddy	SA/GR	2	Molecular Grade (96%) Ethanol	8		washout_1	control-washout	Buddy_29
JOA-29-DRS	2023-04-07	29	07:30:00	Joans	SA/GR	3	DNA/RNA Shield	8		washout_1	control-washout	Joans_29
JOA-29-MGE	2023-04-07	29	07:30:00	Joans	SA/GR	3	Molecular Grade (96%) Ethanol	8		washout_1	control-washout	Joans_29
HEN-29-DRS	2023-04-07	29	07:30:00	Henry	SA/GR	3	DNA/RNA Shield	8		washout_1	control-washout	Henry_29
HEN-29-MGE	2023-04-07	29	07:30:00	Henry	SA/GR	3	Molecular Grade (96%) Ethanol	8		washout_1	control-washout	Henry_29
GIN-29-DRS	2023-04-07	29	07:30:00	Ginger	SA/GR	2	DNA/RNA Shield	8		washout_1	control-washout	Ginger_29
GIN-29-MGE	2023-04-07	29	07:30:00	Ginger	SA/GR	2	Molecular Grade (96%) Ethanol	8		washout_1	control-washout	Ginger_29
HAM-30-DRS	2023-04-08	30	07:30:00	Hamlet	SA	1	DNA/RNA Shield	8		washout_1	gum-washout	Hamlet_30
HAM-30-MGE	2023-04-08	30	07:30:00	Hamlet	SA	1	Molecular Grade (96%) Ethanol	8		washout_1	gum-washout	Hamlet_30
HER-30-DRS	2023-04-08	30	07:30:00	Hera	SA	1	DNA/RNA Shield	8		washout_1	gum-washout	Hera_30
HER-30-MGE	2023-04-08	30	07:30:00	Hera	SA	1	Molecular Grade (96%) Ethanol	8		washout_1	gum-washout	Hera_30
JAR-30-DRS	2023-04-08	30	07:30:00	JarJarBinks	SA	3	DNA/RNA Shield	8		washout_1	gum-washout	JarJarBinks_30
JAR-30-MGE	2023-04-08	30	07:30:00	JarJarBinks	SA	3	Molecular Grade (96%) Ethanol	8		washout_1	gum-washout	JarJarBinks_30
OPH-30-DRS	2023-04-08	30	07:30:00	Ophelia	SA	1	DNA/RNA Shield	8		washout_1	gum-washout	Ophelia_30
OPH-30-MGE	2023-04-08	30	07:30:00	Ophelia	SA	1	Molecular Grade (96%) Ethanol	8		washout_1	gum-washout	Ophelia_30
KUB-30-DRS	2023-04-08	30	07:30:00	Kubo	SA	2	DNA/RNA Shield	8		washout_1	gum-washout	Kubo_30
KUB-30-MGE	2023-04-08	30	07:30:00	Kubo	SA	2	Molecular Grade (96%) Ethanol	8		washout_1	gum-washout	Kubo_30
KOR-30-DRS	2023-04-08	30	07:30:00	Korra	SA	3	DNA/RNA Shield	8		washout_1	gum-washout	Korra_30
KOR-30-MGE	2023-04-08	30	07:30:00	Korra	SA	3	Molecular Grade (96%) Ethanol	8		washout_1	gum-washout	Korra_30
WOL-30-DRS	2023-04-08	30	07:30:00	Wolverine	SA	1	DNA/RNA Shield	8		washout_1	gum-washout	Wolverine_30
WOL-30-MGE	2023-04-08	30	07:30:00	Wolverine	SA	1	Molecular Grade (96%) Ethanol	8		washout_1	gum-washout	Wolverine_30
IRI-30-DRS	2023-04-08	30	07:30:00	Iris	SA	3	DNA/RNA Shield	8		washout_1	gum-washout	Iris_30
IRI-30-MGE	2023-04-08	30	07:30:00	Iris	SA	3	Molecular Grade (96%) Ethanol	8		washout_1	gum-washout	Iris_30
GOO-30-DRS	2023-04-08	30	08:00:00	Goose	SA	2	DNA/RNA Shield	8		washout_1	gum-washout	Goose_30
GOO-30-MGE	2023-04-08	30	08:00:00	Goose	SA	2	Molecular Grade (96%) Ethanol	8		washout_1	gum-washout	Goose_30
LAM-30-DRS	2023-04-08	30	08:00:00	Lambchop	SA	3	DNA/RNA Shield	8		washout_1	gum-washout	Lambchop_30
LAM-30-MGE	2023-04-08	30	08:00:00	Lambchop	SA	3	Molecular Grade (96%) Ethanol	8		washout_1	gum-washout	Lambchop_30
FRA-30-DRS	2023-04-08	30	08:00:00	Franc	SA	2	DNA/RNA Shield	8		washout_1	control-washout	Franc_30
FRA-30-MGE	2023-04-08	30	08:00:00	Franc	SA	2	Molecular Grade (96%) Ethanol	8		washout_1	control-washout	Franc_30
IVY-30-DRS	2023-04-08	30	08:00:00	Ivy	SA	4	DNA/RNA Shield	8		washout_1	control-washout	Ivy_30
IVY-30-MGE	2023-04-08	30	08:00:00	Ivy	SA	4	Molecular Grade (96%) Ethanol	8		washout_1	control-washout	Ivy_30
CHA-30-DRS	2023-04-08	30	08:00:00	Charles	SA	2	DNA/RNA Shield	8		washout_1	control-washout	Charles_30
CHA-30-MGE	2023-04-08	30	08:00:00	Charles	SA	2	Molecular Grade (96%) Ethanol	8		washout_1	control-washout	Charles_30
BUB-30-DRS	2023-04-08	30	08:00:00	Bubblegum	SA	1	DNA/RNA Shield	8		washout_1	control-washout	Bubblegum_30
BUB-30-MGE	2023-04-08	30	08:00:00	Bubblegum	SA	1	Molecular Grade (96%) Ethanol	8		washout_1	control-washout	Bubblegum_30
GRO-30-DRS	2023-04-08	30	08:00:00	Grogu	SA	3	DNA/RNA Shield	8		washout_1	control-washout	Grogu_30
GRO-30-MGE	2023-04-08	30	08:00:00	Grogu	SA	3	Molecular Grade (96%) Ethanol	8		washout_1	control-washout	Grogu_30
MAR-30-DRS	2023-04-08	30	08:00:00	Marshmallow	SA	2	DNA/RNA Shield	8		washout_1	control-washout	Marshmallow_30
MAR-30-MGE	2023-04-08	30	08:00:00	Marshmallow	SA	2	Molecular Grade (96%) Ethanol	8		washout_1	control-washout	Marshmallow_30
BUD-30-DRS	2023-04-08	30	08:00:00	Buddy	SA	3	DNA/RNA Shield	8		washout_1	control-washout	Buddy_30
BUD-30-MGE	2023-04-08	30	08:00:00	Buddy	SA	3	Molecular Grade (96%) Ethanol	8		washout_1	control-washout	Buddy_30
JOA-30-DRS	2023-04-08	30	08:00:00	Joans	SA	2	DNA/RNA Shield	8		washout_1	control-washout	Joans_30
JOA-30-MGE	2023-04-08	30	08:00:00	Joans	SA	2	Molecular Grade (96%) Ethanol	8		washout_1	control-washout	Joans_30
HEN-30-DRS	2023-04-08	30	08:00:00	Henry	SA	2	DNA/RNA Shield	8		washout_1	control-washout	Henry_30
HEN-30-MGE	2023-04-08	30	08:00:00	Henry	SA	2	Molecular Grade (96%) Ethanol	8		washout_1	control-washout	Henry_30
GIN-30-DRS	2023-04-08	30	08:00:00	Ginger	SA	3	DNA/RNA Shield	9		washout_1	control-washout	Ginger_30
GIN-30-MGE	2023-04-08	30	08:00:00	Ginger	SA	3	Molecular Grade (96%) Ethanol	9		washout_1	control-washout	Ginger_30
HAM-31-DRS	2023-04-09	31	07:00:00	Hamlet	SA	2	DNA/RNA Shield	9		washout_1	gum-washout	Hamlet_31
HAM-31-MGE	2023-04-09	31	07:00:00	Hamlet	SA	2	Molecular Grade (96%) Ethanol	9		washout_1	gum-washout	Hamlet_31
HER-31-DRS	2023-04-09	31	07:00:00	Hera	SA	2	DNA/RNA Shield	9		washout_1	gum-washout	Hera_31
HER-31-MGE	2023-04-09	31	07:00:00	Hera	SA	2	Molecular Grade (96%) Ethanol	9		washout_1	gum-washout	Hera_31
JAR-31-DRS	2023-04-09	31	07:00:00	JarJarBinks	SA	2	DNA/RNA Shield	9		washout_1	gum-washout	JarJarBinks_31
JAR-31-MGE	2023-04-09	31	07:00:00	JarJarBinks	SA	2	Molecular Grade (96%) Ethanol	9		washout_1	gum-washout	JarJarBinks_31
OPH-31-DRS	2023-04-09	31	07:00:00	Ophelia	SA	1	DNA/RNA Shield	9		washout_1	gum-washout	Ophelia_31
OPH-31-MGE	2023-04-09	31	07:00:00	Ophelia	SA	1	Molecular Grade (96%) Ethanol	9		washout_1	gum-washout	Ophelia_31
KUB-31-DRS	2023-04-09	31	07:00:00	Kubo	SA	2	DNA/RNA Shield	9		washout_1	gum-washout	Kubo_31
KUB-31-MGE	2023-04-09	31	07:00:00	Kubo	SA	2	Molecular Grade (96%) Ethanol	9		washout_1	gum-washout	Kubo_31
KOR-31-DRS	2023-04-09	31	07:00:00	Korra	SA	3	DNA/RNA Shield	9		washout_1	gum-washout	Korra_31
KOR-31-MGE	2023-04-09	31	07:00:00	Korra	SA	3	Molecular Grade (96%) Ethanol	9		washout_1	gum-washout	Korra_31
WOL-31-DRS	2023-04-09	31	07:00:00	Wolverine	SA	2	DNA/RNA Shield	9		washout_1	gum-washout	Wolverine_31
WOL-31-MGE	2023-04-09	31	07:00:00	Wolverine	SA	2	Molecular Grade (96%) Ethanol	9		washout_1	gum-washout	Wolverine_31
IRI-31-DRS	2023-04-09	31	07:00:00	Iris	SA	2	DNA/RNA Shield	9		washout_1	gum-washout	Iris_31
IRI-31-MGE	2023-04-09	31	07:00:00	Iris	SA	2	Molecular Grade (96%) Ethanol	9		washout_1	gum-washout	Iris_31
GOO-31-DRS	2023-04-09	31	07:30:00	Goose	SA	3	DNA/RNA Shield	9	collected from bedding	washout_1	gum-washout	Goose_31
GOO-31-MGE	2023-04-09	31	07:30:00	Goose	SA	3	Molecular Grade (96%) Ethanol	9	collected from bedding	washout_1	gum-washout	Goose_31
LAM-31-DRS	2023-04-09	31	07:30:00	Lambchop	SA	3	DNA/RNA Shield	9	collected from bedding	washout_1	gum-washout	Lambchop_31
LAM-31-MGE	2023-04-09	31	07:30:00	Lambchop	SA	3	Molecular Grade (96%) Ethanol	9	collected from bedding	washout_1	gum-washout	Lambchop_31
FRA-31-DRS	2023-04-09	31	07:30:00	Franc	SA	2	DNA/RNA Shield	9	collected from bedding	washout_1	control-washout	Franc_31
FRA-31-MGE	2023-04-09	31	07:30:00	Franc	SA	2	Molecular Grade (96%) Ethanol	9	collected from bedding	washout_1	control-washout	Franc_31
IVY-31-DRS	2023-04-09	31	07:30:00	Ivy	SA	4	DNA/RNA Shield	9	collected from bedding	washout_1	control-washout	Ivy_31
