Sample_ID	Subject	Sample_Date	Sample_Collected_By	Group_Phase	Diet_Trial	Sample_Notes	Sample_Box	Bristol	Sample_Time	Sample_Stabilizer
GIN-14-DRS	Ginger	3/23/23	SA/GR	run-in	baseline		3	1	800	DNA/RNA Shield
GIN-14-MGE	Ginger	3/23/23	SA/GR	run-in	baseline		3	1	800	Molecular Grade (96%) Ethanol
HAM-15-DRS	Hamlet	3/24/23	SA	gum	intervention_1		3	1	730	DNA/RNA Shield
HAM-15-MGE	Hamlet	3/24/23	SA	gum	intervention_1		3	1	730	Molecular Grade (96%) Ethanol
HER-15-MGE	Hera	3/24/23	SA	gum	intervention_1		3	1	730	Molecular Grade (96%) Ethanol
JAR-15-MGE	JarJarBinks	3/24/23	SA	gum	intervention_1		3	1	730	Molecular Grade (96%) Ethanol
OPH-15-MGE	Ophelia	3/24/23	SA	gum	intervention_1		3	1	730	Molecular Grade (96%) Ethanol
KUB-15-MGE	Kubo	3/24/23	SA	gum	intervention_1		3	2	730	Molecular Grade (96%) Ethanol
KOR-15-MGE	Korra	3/24/23	SA	gum	intervention_1		3	3	730	Molecular Grade (96%) Ethanol
WOL-15-MGE	Wolverine	3/24/23	SA	gum	intervention_1		3	1	730	Molecular Grade (96%) Ethanol
IRI-15-MGE	Iris	3/24/23	SA	gum	intervention_1		3	2	730	Molecular Grade (96%) Ethanol
LAM-15-MGE	Lambchop	3/24/23	SA	gum	intervention_1		3	3	800	Molecular Grade (96%) Ethanol
PAD-15-DRS	Padme	3/24/23	SA	control	intervention_1	blood in stool	3	3	800	DNA/RNA Shield
PAD-15-MGE	Padme	3/24/23	SA	control	intervention_1	blood in stool	3	3	800	Molecular Grade (96%) Ethanol
HAM-16-DRS	Hamlet	3/25/23	SA	gum	intervention_1		3	2	730	DNA/RNA Shield
HAM-16-MGE	Hamlet	3/25/23	SA	gum	intervention_1		3	2	730	Molecular Grade (96%) Ethanol
HER-16-DRS	Hera	3/25/23	SA	gum	intervention_1		3	2	730	DNA/RNA Shield
HER-16-MGE	Hera	3/25/23	SA	gum	intervention_1		3	2	730	Molecular Grade (96%) Ethanol
JAR-16-DRS	JarJarBinks	3/25/23	SA	gum	intervention_1		3	2	730	DNA/RNA Shield
JAR-16-MGE	JarJarBinks	3/25/23	SA	gum	intervention_1		3	2	730	Molecular Grade (96%) Ethanol
OPH-16-DRS	Ophelia	3/25/23	SA	gum	intervention_1		3	1	730	DNA/RNA Shield
OPH-16-MGE	Ophelia	3/25/23	SA	gum	intervention_1		3	1	730	Molecular Grade (96%) Ethanol
KUB-16-DRS	Kubo	3/25/23	SA	gum	intervention_1		3	3	730	DNA/RNA Shield
KUB-16-MGE	Kubo	3/25/23	SA	gum	intervention_1		3	3	730	Molecular Grade (96%) Ethanol
KOR-16-DRS	Korra	3/25/23	SA	gum	intervention_1		3	3	730	DNA/RNA Shield
KOR-16-MGE	Korra	3/25/23	SA	gum	intervention_1		3	3	730	Molecular Grade (96%) Ethanol
WOL-16-DRS	Wolverine	3/25/23	SA	gum	intervention_1		3	1	730	DNA/RNA Shield
WOL-16-MGE	Wolverine	3/25/23	SA	gum	intervention_1		3	1	730	Molecular Grade (96%) Ethanol
IRI-16-DRS	Iris	3/25/23	SA	gum	intervention_1		3	2	730	DNA/RNA Shield
IRI-16-MGE	Iris	3/25/23	SA	gum	intervention_1		3	2	730	Molecular Grade (96%) Ethanol
BUD-16-DRS	Buddy	3/25/23	SA	control	intervention_1		3	4	800	DNA/RNA Shield
BUD-16-MGE	Buddy	3/25/23	SA	control	intervention_1		3	4	800	Molecular Grade (96%) Ethanol
HAM-17-DRS	Hamlet	3/26/23	SA	gum	intervention_1		3	3	730	DNA/RNA Shield
HAM-17-MGE	Hamlet	3/26/23	SA	gum	intervention_1		3	3	730	Molecular Grade (96%) Ethanol
HER-17-DRS	Hera	3/26/23	SA	gum	intervention_1		3	2	730	DNA/RNA Shield
HER-17-MGE	Hera	3/26/23	SA	gum	intervention_1		3	2	730	Molecular Grade (96%) Ethanol
JAR-17-DRS	JarJarBinks	3/26/23	SA	gum	intervention_1		4	1	730	DNA/RNA Shield
JAR-17-MGE	JarJarBinks	3/26/23	SA	gum	intervention_1		4	1	730	Molecular Grade (96%) Ethanol
OPH-17-DRS	Ophelia	3/26/23	SA	gum	intervention_1		4	2	730	DNA/RNA Shield
OPH-17-MGE	Ophelia	3/26/23	SA	gum	intervention_1		4	2	730	Molecular Grade (96%) Ethanol
KUB-17-DRS	Kubo	3/26/23	SA	gum	intervention_1		4	1	730	DNA/RNA Shield
KUB-17-MGE	Kubo	3/26/23	SA	gum	intervention_1		4	1	730	Molecular Grade (96%) Ethanol
KOR-17-DRS	Korra	3/26/23	SA	gum	intervention_1		4	2	730	DNA/RNA Shield
KOR-17-MGE	Korra	3/26/23	SA	gum	intervention_1		4	2	730	Molecular Grade (96%) Ethanol
WOL-17-DRS	Wolverine	3/26/23	SA	gum	intervention_1		4	2	730	DNA/RNA Shield
WOL-17-MGE	Wolverine	3/26/23	SA	gum	intervention_1		4	2	730	Molecular Grade (96%) Ethanol
IRI-17-DRS	Iris	3/26/23	SA	gum	intervention_1		4	3	730	DNA/RNA Shield
IRI-17-MGE	Iris	3/26/23	SA	gum	intervention_1		4	3	730	Molecular Grade (96%) Ethanol
GOO-17-DRS	Goose	3/26/23	SA	gum	intervention_1		4	1	800	DNA/RNA Shield
GOO-17-MGE	Goose	3/26/23	SA	gum	intervention_1		4	1	800	Molecular Grade (96%) Ethanol
LAM-17-DRS	Lambchop	3/26/23	SA	gum	intervention_1		4	3	800	DNA/RNA Shield
LAM-17-MGE	Lambchop	3/26/23	SA	gum	intervention_1		4	3	800	Molecular Grade (96%) Ethanol
FRA-17-DRS	Franc	3/26/23	SA	control	intervention_1		4	2	800	DNA/RNA Shield
FRA-17-MGE	Franc	3/26/23	SA	control	intervention_1		4	2	800	Molecular Grade (96%) Ethanol
IVY-17-DRS	Ivy	3/26/23	SA	control	intervention_1		4	2	800	DNA/RNA Shield
IVY-17-MGE	Ivy	3/26/23	SA	control	intervention_1		4	2	800	Molecular Grade (96%) Ethanol
CHA-17-DRS	Charles	3/26/23	SA	control	intervention_1		4	2	800	DNA/RNA Shield
CHA-17-MGE	Charles	3/26/23	SA	control	intervention_1		4	2	800	Molecular Grade (96%) Ethanol
PAD-17-DRS	Padme	3/26/23	SA	control	intervention_1		4	5	800	DNA/RNA Shield
PAD-17-MGE	Padme	3/26/23	SA	control	intervention_1		4	5	800	Molecular Grade (96%) Ethanol
GRO-17-DRS	Grogu	3/26/23	SA	control	intervention_1		4	2	800	DNA/RNA Shield
GRO-17-MGE	Grogu	3/26/23	SA	control	intervention_1		4	2	800	Molecular Grade (96%) Ethanol
MAR-17-DRS	Marshmallow	3/26/23	SA	control	intervention_1		4	2	800	DNA/RNA Shield
MAR-17-MGE	Marshmallow	3/26/23	SA	control	intervention_1		4	2	800	Molecular Grade (96%) Ethanol
BUD-17-DRS	Buddy	3/26/23	SA	control	intervention_1		4	2	800	DNA/RNA Shield
BUD-17-MGE	Buddy	3/26/23	SA	control	intervention_1		4	2	800	Molecular Grade (96%) Ethanol
JOA-17-DRS	Joans	3/26/23	SA	control	intervention_1		4	3	800	DNA/RNA Shield
JOA-17-MGE	Joans	3/26/23	SA	control	intervention_1		4	3	800	Molecular Grade (96%) Ethanol
HEN-17-DRS	Henry	3/26/23	SA	control	intervention_1		4	2	800	DNA/RNA Shield
HEN-17-MGE	Henry	3/26/23	SA	control	intervention_1		4	2	800	Molecular Grade (96%) Ethanol
GIN-17-DRS	Ginger	3/26/23	SA	control	intervention_1		4	2	800	DNA/RNA Shield
GIN-17-MGE	Ginger	3/26/23	SA	control	intervention_1		4	2	800	Molecular Grade (96%) Ethanol
HAM-18-DRS	Hamlet	3/27/23	SA/GR	gum	intervention_1		4	2	800	DNA/RNA Shield
HAM-18-MGE	Hamlet	3/27/23	SA/GR	gum	intervention_1		4	2	800	Molecular Grade (96%) Ethanol
HER-18-DRS	Hera	3/27/23	SA/GR	gum	intervention_1		4	3	800	DNA/RNA Shield
HER-18-MGE	Hera	3/27/23	SA/GR	gum	intervention_1		4	3	800	Molecular Grade (96%) Ethanol
JAR-18-DRS	JarJarBinks	3/27/23	SA/GR	gum	intervention_1		4	3	800	DNA/RNA Shield
JAR-18-MGE	JarJarBinks	3/27/23	SA/GR	gum	intervention_1		4	3	800	Molecular Grade (96%) Ethanol
OPH-18-DRS	Ophelia	3/27/23	SA/GR	gum	intervention_1		4	2	800	DNA/RNA Shield
OPH-18-MGE	Ophelia	3/27/23	SA/GR	gum	intervention_1		4	2	800	Molecular Grade (96%) Ethanol
KUB-18-DRS	Kubo	3/27/23	SA/GR	gum	intervention_1		4	2	800	DNA/RNA Shield
KUB-18-MGE	Kubo	3/27/23	SA/GR	gum	intervention_1		4	2	800	Molecular Grade (96%) Ethanol
KOR-18-DRS	Korra	3/27/23	SA/GR	gum	intervention_1		4	3	800	DNA/RNA Shield
KOR-18-MGE	Korra	3/27/23	SA/GR	gum	intervention_1		4	3	800	Molecular Grade (96%) Ethanol
WOL-18-DRS	Wolverine	3/27/23	SA/GR	gum	intervention_1		4	2	800	DNA/RNA Shield
WOL-18-MGE	Wolverine	3/27/23	SA/GR	gum	intervention_1		4	2	800	Molecular Grade (96%) Ethanol
IRI-18-DRS	Iris	3/27/23	SA/GR	gum	intervention_1		4	2	800	DNA/RNA Shield
IRI-18-MGE	Iris	3/27/23	SA/GR	gum	intervention_1		4	2	800	Molecular Grade (96%) Ethanol
LAM-18-DRS	Lambchop	3/27/23	SA/GR	gum	intervention_1		4	3	730	DNA/RNA Shield
LAM-18-MGE	Lambchop	3/27/23	SA/GR	gum	intervention_1		4	3	730	Molecular Grade (96%) Ethanol
IVY-18-DRS	Ivy	3/27/23	SA/GR	control	intervention_1		4	4	730	DNA/RNA Shield
IVY-18-MGE	Ivy	3/27/23	SA/GR	control	intervention_1		4	4	730	Molecular Grade (96%) Ethanol
GRO-18-DRS	Grogu	3/27/23	SA/GR	control	intervention_1		4	3	730	DNA/RNA Shield
GRO-18-MGE	Grogu	3/27/23	SA/GR	control	intervention_1		4	3	730	Molecular Grade (96%) Ethanol
BUD-18-DRS	Buddy	3/27/23	SA/GR	control	intervention_1		4	2	730	DNA/RNA Shield
BUD-18-MGE	Buddy	3/27/23	SA/GR	control	intervention_1		4	2	730	Molecular Grade (96%) Ethanol
GIN-18-DRS	Ginger	3/27/23	SA/GR	control	intervention_1		4	2	730	DNA/RNA Shield
GIN-18-MGE	Ginger	3/27/23	SA/GR	control	intervention_1		4	2	730	Molecular Grade (96%) Ethanol
HER-19-DRS	Hera	3/28/23	SA	gum	intervention_1		4	2	800	DNA/RNA Shield
HER-19-MGE	Hera	3/28/23	SA	gum	intervention_1		4	2	800	Molecular Grade (96%) Ethanol
OPH-19-DRS	Ophelia	3/28/23	SA	gum	intervention_1		4	2	800	DNA/RNA Shield
OPH-19-MGE	Ophelia	3/28/23	SA	gum	intervention_1		4	2	800	Molecular Grade (96%) Ethanol
WOL-19-DRS	Wolverine	3/28/23	SA	gum	intervention_1		4	2	800	DNA/RNA Shield
WOL-19-MGE	Wolverine	3/28/23	SA	gum	intervention_1		4	2	800	Molecular Grade (96%) Ethanol
IRI-19-DRS	Iris	3/28/23	SA	gum	intervention_1		4	3	800	DNA/RNA Shield
IRI-19-MGE	Iris	3/28/23	SA	gum	intervention_1		4	3	800	Molecular Grade (96%) Ethanol
FRA-19-DRS	Franc	3/28/23	SA	control	intervention_1		4	2	730	DNA/RNA Shield
FRA-19-MGE	Franc	3/28/23	SA	control	intervention_1		4	2	730	Molecular Grade (96%) Ethanol
IVY-19-DRS	Ivy	3/28/23	SA	control	intervention_1		4	4	730	DNA/RNA Shield
IVY-19-MGE	Ivy	3/28/23	SA	control	intervention_1		4	4	730	Molecular Grade (96%) Ethanol
BUD-19-DRS	Buddy	3/28/23	SA	control	intervention_1		4	3	730	DNA/RNA Shield
BUD-19-DRS	Buddy	3/28/23	SA	control	intervention_1		4	3	730	Molecular Grade (96%) Ethanol
HAM-20-DRS	Hamlet	3/29/23	SA	gum	intervention_1		4	1	730	DNA/RNA Shield
HAM-20-MGE	Hamlet	3/29/23	SA	gum	intervention_1		4	1	730	Molecular Grade (96%) Ethanol
HER-20-DRS	Hera	3/29/23	SA	gum	intervention_1		4	2	730	DNA/RNA Shield
HER-20-MGE	Hera	3/29/23	SA	gum	intervention_1		4	2	730	Molecular Grade (96%) Ethanol
JAR-20-DRS	JarJarBinks	3/29/23	SA	gum	intervention_1		4	1	730	DNA/RNA Shield
JAR-20-MGE	JarJarBinks	3/29/23	SA	gum	intervention_1		4	1	730	Molecular Grade (96%) Ethanol
OPH-20-DRS	Ophelia	3/29/23	SA	gum	intervention_1		4	1	730	DNA/RNA Shield
OPH-20-MGE	Ophelia	3/29/23	SA	gum	intervention_1		4	1	730	Molecular Grade (96%) Ethanol
KUB-20-DRS	Kubo	3/29/23	SA	gum	intervention_1		4	2	730	DNA/RNA Shield
KUB-20-MGE	Kubo	3/29/23	SA	gum	intervention_1		4	2	730	Molecular Grade (96%) Ethanol
KOR-20-DRS	Korra	3/29/23	SA	gum	intervention_1		4	3	730	DNA/RNA Shield
KOR-20-MGE	Korra	3/29/23	SA	gum	intervention_1		4	3	730	Molecular Grade (96%) Ethanol
WOL-20-DRS	Wolverine	3/29/23	SA	gum	intervention_1		4	2	730	DNA/RNA Shield
WOL-20-MGE	Wolverine	3/29/23	SA	gum	intervention_1		4	2	730	Molecular Grade (96%) Ethanol
IRI-20-DRS	Iris	3/29/23	SA	gum	intervention_1		4	2	730	DNA/RNA Shield
IRI-20-MGE	Iris	3/29/23	SA	gum	intervention_1		4	2	730	Molecular Grade (96%) Ethanol
GOO-20-DRS	Goose	3/29/23	SA	gum	intervention_1		4	2	730	DNA/RNA Shield
GOO-20-MGE	Goose	3/29/23	SA	gum	intervention_1		4	2	730	Molecular Grade (96%) Ethanol
LAM-20-DRS	Lambchop	3/29/23	SA	gum	intervention_1		4	3	730	DNA/RNA Shield
LAM-20-MGE	Lambchop	3/29/23	SA	gum	intervention_1		4	3	730	Molecular Grade (96%) Ethanol
CHA-20-DRS	Charles	3/29/23	SA	control	intervention_1		4	2	800	DNA/RNA Shield
CHA-20-MGE	Charles	3/29/23	SA	control	intervention_1		4	2	800	Molecular Grade (96%) Ethanol
PAD-20-DRS	Padme	3/29/23	SA	control	intervention_1	euthanized (renal failure)	4	4	800	DNA/RNA Shield
PAD-20-MGE	Padme	3/29/23	SA	control	intervention_1	euthanized (renal failure)	4	4	800	Molecular Grade (96%) Ethanol
BUD-20-DRS	Buddy	3/29/23	SA	control	intervention_1		4	2	800	DNA/RNA Shield
BUD-20-MGE	Buddy	3/29/23	SA	control	intervention_1		4	2	800	Molecular Grade (96%) Ethanol
GIN-20-DRS	Ginger	3/29/23	SA	control	intervention_1		5	2	800	DNA/RNA Shield
GIN-20-MGE	Ginger	3/29/23	SA	control	intervention_1		5	2	800	Molecular Grade (96%) Ethanol
HAM-21-DRS	Hamlet	3/30/23	SA	gum	intervention_1		5	2	800	DNA/RNA Shield
HAM-21-MGE	Hamlet	3/30/23	SA	gum	intervention_1		5	2	800	Molecular Grade (96%) Ethanol
HER-21-DRS	Hera	3/30/23	SA	gum	intervention_1		5	2	800	DNA/RNA Shield
HER-21-MGE	Hera	3/30/23	SA	gum	intervention_1		5	2	800	Molecular Grade (96%) Ethanol
JAR-21-DRS	JarJarBinks	3/30/23	SA	gum	intervention_1		5	2	800	DNA/RNA Shield
JAR-21-MGE	JarJarBinks	3/30/23	SA	gum	intervention_1		5	2	800	Molecular Grade (96%) Ethanol
OPH-21-DRS	Ophelia	3/30/23	SA	gum	intervention_1		5	1	800	DNA/RNA Shield
OPH-21-MGE	Ophelia	3/30/23	SA	gum	intervention_1		5	1	800	Molecular Grade (96%) Ethanol
KUB-21-DRS	Kubo	3/30/23	SA	gum	intervention_1		5	2	800	DNA/RNA Shield
KUB-21-MGE	Kubo	3/30/23	SA	gum	intervention_1		5	2	800	Molecular Grade (96%) Ethanol
KOR-21-DRS	Korra	3/30/23	SA	gum	intervention_1		5	2	800	DNA/RNA Shield
KOR-21-MGE	Korra	3/30/23	SA	gum	intervention_1		5	2	800	Molecular Grade (96%) Ethanol
WOL-21-DRS	Wolverine	3/30/23	SA	gum	intervention_1		5	3	800	DNA/RNA Shield
WOL-21-MGE	Wolverine	3/30/23	SA	gum	intervention_1		5	3	800	Molecular Grade (96%) Ethanol
IRI-21-DRS	Iris	3/30/23	SA	gum	intervention_1		5	3	800	DNA/RNA Shield
IRI-21-MGE	Iris	3/30/23	SA	gum	intervention_1		5	3	800	Molecular Grade (96%) Ethanol
BUD-21-DRS	Buddy	3/30/23	SA	control	intervention_1		5	3	730	DNA/RNA Shield
BUD-21-MGE	Buddy	3/30/23	SA	control	intervention_1		5	3	730	Molecular Grade (96%) Ethanol
JOA-21-DRS	Joans	3/30/23	SA	control	intervention_1		5	3	730	DNA/RNA Shield
JOA-21-MGE	Joans	3/30/23	SA	control	intervention_1		5	3	730	Molecular Grade (96%) Ethanol
HAM-22-DRS	Hamlet	3/31/23	SA/GR	gum	intervention_1		5	2	800	DNA/RNA Shield
HAM-22-MGE	Hamlet	3/31/23	SA/GR	gum	intervention_1		5	2	800	Molecular Grade (96%) Ethanol
HER-22-DRS	Hera	3/31/23	SA/GR	gum	intervention_1		5	2	800	DNA/RNA Shield
HER-22-MGE	Hera	3/31/23	SA/GR	gum	intervention_1		5	2	800	Molecular Grade (96%) Ethanol
JAR-22-DRS	JarJarBinks	3/31/23	SA/GR	gum	intervention_1		5	2	800	DNA/RNA Shield
JAR-22-MGE	JarJarBinks	3/31/23	SA/GR	gum	intervention_1		5	2	800	Molecular Grade (96%) Ethanol
OPH-22-DRS	Ophelia	3/31/23	SA/GR	gum	intervention_1		5	1	800	DNA/RNA Shield
OPH-22-MGE	Ophelia	3/31/23	SA/GR	gum	intervention_1		5	1	800	Molecular Grade (96%) Ethanol
KUB-22-DRS	Kubo	3/31/23	SA/GR	gum	intervention_1		5	2	800	DNA/RNA Shield
KUB-22-MGE	Kubo	3/31/23	SA/GR	gum	intervention_1		5	2	800	Molecular Grade (96%) Ethanol
KOR-22-DRS	Korra	3/31/23	SA/GR	gum	intervention_1		5	3	800	DNA/RNA Shield
KOR-22-MGE	Korra	3/31/23	SA/GR	gum	intervention_1		5	3	800	Molecular Grade (96%) Ethanol
WOL-22-DRS	Wolverine	3/31/23	SA/GR	gum	intervention_1		5	2	800	DNA/RNA Shield
WOL-22-MGE	Wolverine	3/31/23	SA/GR	gum	intervention_1		5	2	800	Molecular Grade (96%) Ethanol
IRI-22-DRS	Iris	3/31/23	SA/GR	gum	intervention_1		5	3	800	DNA/RNA Shield
IRI-22-MGE	Iris	3/31/23	SA/GR	gum	intervention_1		5	3	800	Molecular Grade (96%) Ethanol
GOO-22-DRS	Goose	3/31/23	SA/GR	gum	intervention_1		5	2	730	DNA/RNA Shield
GOO-22-MGE	Goose	3/31/23	SA/GR	gum	intervention_1		5	2	730	Molecular Grade (96%) Ethanol
LAM-22-DRS	Lambchop	3/31/23	SA/GR	gum	intervention_1		5	3	730	DNA/RNA Shield
LAM-22-MGE	Lambchop	3/31/23	SA/GR	gum	intervention_1		5	3	730	Molecular Grade (96%) Ethanol
FRA-22-DRS	Franc	3/31/23	SA/GR	control	intervention_1		5	3	730	DNA/RNA Shield
FRA-22-MGE	Franc	3/31/23	SA/GR	control	intervention_1		5	3	730	Molecular Grade (96%) Ethanol
IVY-22-DRS	Ivy	3/31/23	SA/GR	control	intervention_1		5	2	730	DNA/RNA Shield
IVY-22-MGE	Ivy	3/31/23	SA/GR	control	intervention_1		5	2	730	Molecular Grade (96%) Ethanol
GRO-22-DRS	Grogu	3/31/23	SA/GR	control	intervention_1		5	2	730	DNA/RNA Shield
GRO-22-MGE	Grogu	3/31/23	SA/GR	control	intervention_1		5	2	730	Molecular Grade (96%) Ethanol
MAR-22-DRS	Marshmallow	3/31/23	SA/GR	control	intervention_1		5	2	730	DNA/RNA Shield
MAR-22-MGE	Marshmallow	3/31/23	SA/GR	control	intervention_1		5	2	730	Molecular Grade (96%) Ethanol
BUD-22-DRS	Buddy	3/31/23	SA/GR	control	intervention_1		5	1	730	DNA/RNA Shield
BUD-22-MGE	Buddy	3/31/23	SA/GR	control	intervention_1		5	1	730	Molecular Grade (96%) Ethanol
JOA-22-DRS	Joans	3/31/23	SA/GR	control	intervention_1		5	1	730	DNA/RNA Shield
JOA-22-MGE	Joans	3/31/23	SA/GR	control	intervention_1		5	1	730	Molecular Grade (96%) Ethanol
HEN-22-DRS	Henry	3/31/23	SA/GR	control	intervention_1		5	2	730	DNA/RNA Shield
HEN-22-MGE	Henry	3/31/23	SA/GR	control	intervention_1		5	2	730	Molecular Grade (96%) Ethanol
GIN-22-DRS	Ginger	3/31/23	SA/GR	control	intervention_1		5	2	730	DNA/RNA Shield
GIN-22-MGE	Ginger	3/31/23	SA/GR	control	intervention_1		5	2	730	Molecular Grade (96%) Ethanol
HAM-23-DRS	Hamlet	4/1/23	SA	gum	intervention_1		5	5	800	DNA/RNA Shield
HAM-23-MGE	Hamlet	4/1/23	SA	gum	intervention_1		5	5	800	Molecular Grade (96%) Ethanol
HER-23-DRS	Hera	4/1/23	SA	gum	intervention_1		5	2	800	DNA/RNA Shield
HER-23-MGE	Hera	4/1/23	SA	gum	intervention_1		5	2	800	Molecular Grade (96%) Ethanol
JAR-23-DRS	JarJarBinks	4/1/23	SA	gum	intervention_1		5	2	800	DNA/RNA Shield
JAR-23-MGE	JarJarBinks	4/1/23	SA	gum	intervention_1		5	2	800	Molecular Grade (96%) Ethanol
KOR-23-DRS	Korra	4/1/23	SA	gum	intervention_1		5	3	800	DNA/RNA Shield
KOR-23-MGE	Korra	4/1/23	SA	gum	intervention_1		5	3	800	Molecular Grade (96%) Ethanol
WOL-23-DRS	Wolverine	4/1/23	SA	gum	intervention_1		5	2	800	DNA/RNA Shield
WOL-23-MGE	Wolverine	4/1/23	SA	gum	intervention_1		5	2	800	Molecular Grade (96%) Ethanol
IRI-23-DRS	Iris	4/1/23	SA	gum	intervention_1		5	3	800	DNA/RNA Shield
IRI-23-MGE	Iris	4/1/23	SA	gum	intervention_1		5	3	800	Molecular Grade (96%) Ethanol
HAM-24-DRS	Hamlet	4/2/23	SA	gum	intervention_1		5	2	800	DNA/RNA Shield
HAM-24-MGE	Hamlet	4/2/23	SA	gum	intervention_1		5	2	800	Molecular Grade (96%) Ethanol
HER-24-DRS	Hera	4/2/23	SA	gum	intervention_1		5	3	800	DNA/RNA Shield
HER-24-MGE	Hera	4/2/23	SA	gum	intervention_1		5	3	800	Molecular Grade (96%) Ethanol
JAR-24-DRS	JarJarBinks	4/2/23	SA	gum	intervention_1		5	3	800	DNA/RNA Shield
JAR-24-MGE	JarJarBinks	4/2/23	SA	gum	intervention_1		5	3	800	Molecular Grade (96%) Ethanol
OPH-24-DRS	Ophelia	4/2/23	SA	gum	intervention_1		5	1	800	DNA/RNA Shield
OPH-24-MGE	Ophelia	4/2/23	SA	gum	intervention_1		5	1	800	Molecular Grade (96%) Ethanol
KUB-24-DRS	Kubo	4/2/23	SA	gum	intervention_1		5	3	800	DNA/RNA Shield
KUB-24-MGE	Kubo	4/2/23	SA	gum	intervention_1		5	3	800	Molecular Grade (96%) Ethanol
KOR-24-DRS	Korra	4/2/23	SA	gum	intervention_1		5	1	800	DNA/RNA Shield
KOR-24-MGE	Korra	4/2/23	SA	gum	intervention_1		5	1	800	Molecular Grade (96%) Ethanol
WOL-24-DRS	Wolverine	4/2/23	SA	gum	intervention_1		5	2	800	DNA/RNA Shield
WOL-24-MGE	Wolverine	4/2/23	SA	gum	intervention_1		5	2	800	Molecular Grade (96%) Ethanol
IRI-24-DRS	Iris	4/2/23	SA	gum	intervention_1		5	3	800	DNA/RNA Shield
IRI-24-MGE	Iris	4/2/23	SA	gum	intervention_1		5	3	800	Molecular Grade (96%) Ethanol
GOO-24-DRS	Goose	4/2/23	SA	gum	intervention_1		5	2	730	DNA/RNA Shield
GOO-24-MGE	Goose	4/2/23	SA	gum	intervention_1		5	2	730	Molecular Grade (96%) Ethanol
LAM-24-DRS	Lambchop	4/2/23	SA	gum	intervention_1		5	3	730	DNA/RNA Shield
LAM-24-MGE	Lambchop	4/2/23	SA	gum	intervention_1		5	3	730	Molecular Grade (96%) Ethanol
FRA-24-DRS	Franc	4/2/23	SA	control	intervention_1		5	2	730	DNA/RNA Shield
FRA-24-MGE	Franc	4/2/23	SA	control	intervention_1		5	2	730	Molecular Grade (96%) Ethanol
IVY-24-DRS	Ivy	4/2/23	SA	control	intervention_1		5	2	730	DNA/RNA Shield
IVY-24-MGE	Ivy	4/2/23	SA	control	intervention_1		5	2	730	Molecular Grade (96%) Ethanol
GRO-24-DRS	Grogu	4/2/23	SA	control	intervention_1		5	2	730	DNA/RNA Shield
GRO-24-MGE	Grogu	4/2/23	SA	control	intervention_1		5	2	730	Molecular Grade (96%) Ethanol
MAR-24-DRS	Marshmallow	4/2/23	SA	control	intervention_1		5	2	730	DNA/RNA Shield
MAR-24-MGE	Marshmallow	4/2/23	SA	control	intervention_1		5	2	730	Molecular Grade (96%) Ethanol
BUD-24-DRS	Buddy	4/2/23	SA	control	intervention_1		5	3	730	DNA/RNA Shield
BUD-24-MGE	Buddy	4/2/23	SA	control	intervention_1		5	3	730	Molecular Grade (96%) Ethanol
JOA-24-DRS	Joans	4/2/23	SA	control	intervention_1		6	3	730	DNA/RNA Shield
JOA-24-MGE	Joans	4/2/23	SA	control	intervention_1		6	3	730	Molecular Grade (96%) Ethanol
HEN-24-DRS	Henry	4/2/23	SA	control	intervention_1		6	2	730	DNA/RNA Shield
HEN-24-MGE	Henry	4/2/23	SA	control	intervention_1		6	2	730	Molecular Grade (96%) Ethanol
GIN-24-DRS	Ginger	4/2/23	SA	control	intervention_1		6	2	730	DNA/RNA Shield
GIN-24-MGE	Ginger	4/2/23	SA	control	intervention_1		6	2	730	Molecular Grade (96%) Ethanol
HAM-25-DRS	Hamlet	4/3/23	SA/GR	gum	intervention_1		6	2	800	DNA/RNA Shield
HAM-25-MGE	Hamlet	4/3/23	SA/GR	gum	intervention_1		6	2	800	Molecular Grade (96%) Ethanol
HER-25-DRS	Hera	4/3/23	SA/GR	gum	intervention_1		6	3	800	DNA/RNA Shield
HER-25-MGE	Hera	4/3/23	SA/GR	gum	intervention_1		6	3	800	Molecular Grade (96%) Ethanol
JAR-25-DRS	JarJarBinks	4/3/23	SA/GR	gum	intervention_1		6	2	800	DNA/RNA Shield
JAR-25-MGE	JarJarBinks	4/3/23	SA/GR	gum	intervention_1		6	2	800	Molecular Grade (96%) Ethanol
OPH-25-DRS	Ophelia	4/3/23	SA/GR	gum	intervention_1		6	1	800	DNA/RNA Shield
OPH-25-MGE	Ophelia	4/3/23	SA/GR	gum	intervention_1		6	1	800	Molecular Grade (96%) Ethanol
KUB-25-DRS	Kubo	4/3/23	SA/GR	gum	intervention_1		6	2	800	DNA/RNA Shield
KUB-25-MGE	Kubo	4/3/23	SA/GR	gum	intervention_1		6	2	800	Molecular Grade (96%) Ethanol
KOR-25-DRS	Korra	4/3/23	SA/GR	gum	intervention_1		6	2	800	DNA/RNA Shield
KOR-25-MGE	Korra	4/3/23	SA/GR	gum	intervention_1		6	2	800	Molecular Grade (96%) Ethanol
WOL-25-DRS	Wolverine	4/3/23	SA/GR	gum	intervention_1		6	1	800	DNA/RNA Shield
WOL-25-MGE	Wolverine	4/3/23	SA/GR	gum	intervention_1		6	1	800	Molecular Grade (96%) Ethanol
