Study_Day	Date	Subject	Diet_Trial	Group_Phase	Group	Bristol	Repro_Status
9	3/18/23	Goose	run-in	baseline	Group1	3	
11	3/20/23	Goose	run-in	baseline	Group1	3	
17	3/26/23	Goose	intervention_1	gum	Group1	1	
22	3/31/23	Goose	intervention_1	gum	Group1	2	
24	4/2/23	Goose	intervention_1	gum	Group1	2	
25	4/3/23	Goose	intervention_1	gum	Group1	3	
27	4/5/23	Goose	intervention_1	gum	Group1	3	
29	4/7/23	Goose	washout_1	gum-washout	Group1	2	
30	4/8/23	Goose	washout_1	gum-washout	Group1	2	
31	4/9/23	Goose	washout_1	gum-washout	Group1	3	
32	4/10/23	Goose	washout_1	gum-washout	Group1	2	
33	4/11/23	Goose	washout_1	gum-washout	Group1	3	
34	4/12/23	Goose	washout_1	gum-washout	Group1	3	
35	4/13/23	Goose	washout_1	gum-washout	Group1	3	
36	4/14/23	Goose	washout_1	gum-washout	Group1	3	
37	4/15/23	Goose	washout_1	gum-washout	Group1	3	
38	4/16/23	Goose	washout_1	gum-washout	Group1	2	
39	4/17/23	Goose	washout_1	gum-washout	Group1	2	
41	4/19/23	Goose	washout_1	gum-washout	Group1	3	
42	4/20/23	Goose	washout_1	gum-washout	Group1	3	
43	4/21/23	Goose	intervention_2	control	Group1	2	
44	4/22/23	Goose	intervention_2	control	Group1	3	
45	4/23/23	Goose	intervention_2	control	Group1	3	
46	4/24/23	Goose	intervention_2	control	Group1	3	
48	4/26/23	Goose	intervention_2	control	Group1	3	
49	4/27/23	Goose	intervention_2	control	Group1	2	
50	4/28/23	Goose	intervention_2	control	Group1	2	
51	4/29/23	Goose	intervention_2	control	Group1	3	
52	4/30/23	Goose	intervention_2	control	Group1	3	
53	5/1/23	Goose	intervention_2	control	Group1	3	
55	5/3/23	Goose	intervention_2	control	Group1	2	
56	5/4/23	Goose	intervention_2	control	Group1	4	
57	5/5/23	Goose	washout_2	control-washout	Group1	3	
58	5/6/23	Goose	washout_2	control-washout	Group1	3	
59	5/7/23	Goose	washout_2	control-washout	Group1	2	
60	5/8/23	Goose	washout_2	control-washout	Group1	2	
61	5/9/23	Goose	washout_2	control-washout	Group1	2	
62	5/10/23	Goose	washout_2	control-washout	Group1	3	
64	5/12/23	Goose	washout_2	control-washout	Group1	3	
65	5/13/23	Goose	washout_2	control-washout	Group1	2	
66	5/14/23	Goose	washout_2	control-washout	Group1	3	
67	5/15/23	Goose	washout_2	control-washout	Group1	3	
68	5/16/23	Goose	washout_2	control-washout	Group1	3	
69	5/17/23	Goose	washout_2	control-washout	Group1	3	
70	5/18/23	Goose	washout_2	control-washout	Group1	3	
1	3/10/2023	Lambchop	run-in	baseline	Group1	2	
2	3/11/2023	Lambchop	run-in	baseline	Group1	2	
3	3/12/2023	Lambchop	run-in	baseline	Group1	3	
4	3/13/23	Lambchop	run-in	baseline	Group1	2	
6	3/15/23	Lambchop	run-in	baseline	Group1	2	
7	3/16/23	Lambchop	run-in	baseline	Group1	3	
9	3/18/23	Lambchop	run-in	baseline	Group1	3	
11	3/20/23	Lambchop	run-in	baseline	Group1	3	
14	3/23/23	Lambchop	run-in	baseline	Group1	3	
15	3/24/23	Lambchop	intervention_1	gum	Group1	3	
17	3/26/23	Lambchop	intervention_1	gum	Group1	3	
18	3/27/23	Lambchop	intervention_1	gum	Group1	3	
22	3/31/23	Lambchop	intervention_1	gum	Group1	3	
24	4/2/23	Lambchop	intervention_1	gum	Group1	3	
25	4/3/23	Lambchop	intervention_1	gum	Group1	3	
27	4/5/23	Lambchop	intervention_1	gum	Group1	2	
29	4/7/23	Lambchop	washout_1	gum-washout	Group1	3	
30	4/8/23	Lambchop	washout_1	gum-washout	Group1	3	
31	4/9/23	Lambchop	washout_1	gum-washout	Group1	3	
32	4/10/23	Lambchop	washout_1	gum-washout	Group1	3	
33	4/11/23	Lambchop	washout_1	gum-washout	Group1	4	
34	4/12/23	Lambchop	washout_1	gum-washout	Group1	3	
35	4/13/23	Lambchop	washout_1	gum-washout	Group1	3	
36	4/14/23	Lambchop	washout_1	gum-washout	Group1	3	
37	4/15/23	Lambchop	washout_1	gum-washout	Group1	3	
38	4/16/23	Lambchop	washout_1	gum-washout	Group1	3	
39	4/17/23	Lambchop	washout_1	gum-washout	Group1	3	
41	4/19/23	Lambchop	washout_1	gum-washout	Group1	3	
42	4/20/23	Lambchop	washout_1	gum-washout	Group1	3	
43	4/21/23	Lambchop	intervention_2	control	Group1	3	
44	4/22/23	Lambchop	intervention_2	control	Group1	3	
45	4/23/23	Lambchop	intervention_2	control	Group1	3	
46	4/24/23	Lambchop	intervention_2	control	Group1	3	
48	4/26/23	Lambchop	intervention_2	control	Group1	3	
49	4/27/23	Lambchop	intervention_2	control	Group1	3	
50	4/28/23	Lambchop	intervention_2	control	Group1	3	
51	4/29/23	Lambchop	intervention_2	control	Group1	3	
52	4/30/23	Lambchop	intervention_2	control	Group1	3	
53	5/1/23	Lambchop	intervention_2	control	Group1	3	
55	5/3/23	Lambchop	intervention_2	control	Group1	3	
56	5/4/23	Lambchop	intervention_2	control	Group1	3	
57	5/5/23	Lambchop	washout_2	control-washout	Group1	3	
58	5/6/23	Lambchop	washout_2	control-washout	Group1	3	
59	5/7/23	Lambchop	washout_2	control-washout	Group1	3	
60	5/8/23	Lambchop	washout_2	control-washout	Group1	3	
61	5/9/23	Lambchop	washout_2	control-washout	Group1	3	
62	5/10/23	Lambchop	washout_2	control-washout	Group1	3	
64	5/12/23	Lambchop	washout_2	control-washout	Group1	3	
65	5/13/23	Lambchop	washout_2	control-washout	Group1	3	
66	5/14/23	Lambchop	washout_2	control-washout	Group1	3	
67	5/15/23	Lambchop	washout_2	control-washout	Group1	3	
68	5/16/23	Lambchop	washout_2	control-washout	Group1	3	
69	5/17/23	Lambchop	washout_2	control-washout	Group1	3	
70	5/18/23	Lambchop	washout_2	control-washout	Group1	3	
3	3/12/2023	Buddy	run-in	baseline	Group2	3	
4	3/13/23	Buddy	run-in	baseline	Group2	2	
7	3/16/23	Buddy	run-in	baseline	Group2	5	
9	3/18/23	Buddy	run-in	baseline	Group2	3	
11	3/20/23	Buddy	run-in	baseline	Group2	3	
14	3/23/23	Buddy	run-in	baseline	Group2	3	
16	3/25/23	Buddy	intervention_1	control	Group2	4	
17	3/26/23	Buddy	intervention_1	control	Group2	2	
18	3/27/23	Buddy	intervention_1	control	Group2	2	
19	3/28/23	Buddy	intervention_1	control	Group2	3	
20	3/29/23	Buddy	intervention_1	control	Group2	2	
21	3/30/23	Buddy	intervention_1	control	Group2	3	
22	3/31/23	Buddy	intervention_1	control	Group2	1	
24	4/2/23	Buddy	intervention_1	control	Group2	3	
25	4/3/23	Buddy	intervention_1	control	Group2	3	
27	4/5/23	Buddy	intervention_1	control	Group2	2	
28	4/6/23	Buddy	intervention_1	control	Group2	3	
29	4/7/23	Buddy	washout_1	control-washout	Group2	2	
30	4/8/23	Buddy	washout_1	control-washout	Group2	3	
32	4/10/23	Buddy	washout_1	control-washout	Group2	3	
34	4/12/23	Buddy	washout_1	control-washout	Group2	3	
35	4/13/23	Buddy	washout_1	control-washout	Group2	2	
36	4/14/23	Buddy	washout_1	control-washout	Group2	3	
37	4/15/23	Buddy	washout_1	control-washout	Group2	3	
38	4/16/23	Buddy	washout_1	control-washout	Group2	3	
39	4/17/23	Buddy	washout_1	control-washout	Group2	3	
41	4/19/23	Buddy	washout_1	control-washout	Group2	3	
42	4/20/23	Buddy	washout_1	control-washout	Group2	3	
43	4/21/23	Buddy	intervention_2	gum	Group2	3	
44	4/22/23	Buddy	intervention_2	gum	Group2	3	
45	4/23/23	Buddy	intervention_2	gum	Group2	3	
46	4/24/23	Buddy	intervention_2	gum	Group2	3	
47	4/25/23	Buddy	intervention_2	gum	Group2	3	
48	4/26/23	Buddy	intervention_2	gum	Group2	3	
49	4/27/23	Buddy	intervention_2	gum	Group2	3	
50	4/28/23	Buddy	intervention_2	gum	Group2	2	
51	4/29/23	Buddy	intervention_2	gum	Group2	3	
52	4/30/23	Buddy	intervention_2	gum	Group2	4	
53	5/1/23	Buddy	intervention_2	gum	Group2	3	
54	5/2/23	Buddy	intervention_2	gum	Group2	2	
55	5/3/23	Buddy	intervention_2	gum	Group2	3	
56	5/4/23	Buddy	intervention_2	gum	Group2	3	
57	5/5/23	Buddy	washout_2	gum-washout	Group2	3	
58	5/6/23	Buddy	washout_2	gum-washout	Group2	3	
59	5/7/23	Buddy	washout_2	gum-washout	Group2	2	
60	5/8/23	Buddy	washout_2	gum-washout	Group2	2	
61	5/9/23	Buddy	washout_2	gum-washout	Group2	3	
62	5/10/23	Buddy	washout_2	gum-washout	Group2	2	
65	5/13/23	Buddy	washout_2	gum-washout	Group2	3	
66	5/14/23	Buddy	washout_2	gum-washout	Group2	4	
69	5/17/23	Buddy	washout_2	gum-washout	Group2	2	
70	5/18/23	Buddy	washout_2	gum-washout	Group2	2	
20	3/29/23	Goose	intervention_1	control	Group2	2	
1	3/10/2023	Joans	run-in	baseline	Group2	1	Pregnant
2	3/11/2023	Joans	run-in	baseline	Group2	1	Pregnant
3	3/12/2023	Joans	run-in	baseline	Group2	2	Pregnant
4	3/13/23	Joans	run-in	baseline	Group2	2	Pregnant
6	3/15/23	Joans	run-in	baseline	Group2	1	Pregnant
7	3/16/23	Joans	run-in	baseline	Group2	1	Pregnant
9	3/18/23	Joans	run-in	baseline	Group2	2	Pregnant
11	3/20/23	Joans	run-in	baseline	Group2	2	Pregnant
14	3/23/23	Joans	run-in	baseline	Group2	4	Pregnant
17	3/26/23	Joans	intervention_1	control	Group2	3	Pregnant
21	3/30/23	Joans	intervention_1	control	Group2	3	Pregnant
22	3/31/23	Joans	intervention_1	control	Group2	1	Pregnant
24	4/2/23	Joans	intervention_1	control	Group2	3	Pregnant
25	4/3/23	Joans	intervention_1	control	Group2	3	Pregnant
27	4/5/23	Joans	intervention_1	control	Group2	2	Pregnant
28	4/6/23	Joans	intervention_1	control	Group2	3	Pregnant
29	4/7/23	Joans	washout_1	control-washout	Group2	3	Pregnant
30	4/8/23	Joans	washout_1	control-washout	Group2	2	Pregnant
32	4/10/23	Joans	washout_1	control-washout	Group2	3	Pregnant
34	4/12/23	Joans	washout_1	control-washout	Group2	3	Pregnant
35	4/13/23	Joans	washout_1	control-washout	Group2	3	Pregnant
36	4/14/23	Joans	washout_1	control-washout	Group2	2	Pregnant
37	4/15/23	Joans	washout_1	control-washout	Group2	2	Pregnant
38	4/16/23	Joans	washout_1	control-washout	Group2	2	Pregnant
39	4/17/23	Joans	washout_1	control-washout	Group2	3	Pregnant
41	4/19/23	Joans	washout_1	control-washout	Group2	2	Pregnant
41	4/19/23	Joans	washout_1	control-washout	Group2	2	Pregnant
42	4/20/23	Joans	washout_1	control-washout	Group2	2	Pregnant
43	4/21/23	Joans	intervention_2	gum	Group2	2	Pregnant
44	4/22/23	Joans	intervention_2	gum	Group2	2	Pregnant
45	4/23/23	Joans	intervention_2	gum	Group2	3	Pregnant
46	4/24/23	Joans	intervention_2	gum	Group2	3	Pregnant
47	4/25/23	Joans	intervention_2	gum	Group2	3	Pregnant
48	4/26/23	Joans	intervention_2	gum	Group2	3	Pregnant
49	4/27/23	Joans	intervention_2	gum	Group2	2	Pregnant
50	4/28/23	Joans	intervention_2	gum	Group2	3	Pregnant
51	4/29/23	Joans	intervention_2	gum	Group2	3	Pregnant
52	4/30/23	Joans	intervention_2	gum	Group2	3	Pregnant
53	5/1/23	Joans	intervention_2	gum	Group2	3	Pregnant
54	5/2/23	Joans	intervention_2	gum	Group2	3	Pregnant
55	5/3/23	Joans	intervention_2	gum	Group2	3	Pregnant
56	5/4/23	Joans	intervention_2	gum	Group2	2	Pregnant
57	5/5/23	Joans	washout_2	gum-washout	Group2	2	Pregnant
58	5/6/23	Joans	washout_2	gum-washout	Group2	3	Pregnant
59	5/7/23	Joans	washout_2	gum-washout	Group2	2	Pregnant
60	5/8/23	Joans	washout_2	gum-washout	Group2	2	Pregnant
61	5/9/23	Joans	washout_2	gum-washout	Group2	3	Pregnant
62	5/10/23	Joans	washout_2	gum-washout	Group2	3	Pregnant
65	5/13/23	Joans	washout_2	gum-washout	Group2	3	
66	5/14/23	Joans	washout_2	gum-washout	Group2	2	
69	5/17/23	Joans	washout_2	gum-washout	Group2	2	
70	5/18/23	Joans	washout_2	gum-washout	Group2	2	
20	3/29/23	Lambchop	intervention_1	control	Group2	3	
7	3/16/23	Charles	run-in	baseline	Group2	2	
9	3/18/23	Charles	run-in	baseline	Group2	2	
17	3/26/23	Charles	intervention_1	control	Group2	2	
20	3/29/23	Charles	intervention_1	control	Group2	2	
30	4/8/23	Charles	washout_1	control-washout	Group2	2	
31	4/9/23	Charles	washout_1	control-washout	Group2	2	
32	4/10/23	Charles	washout_1	control-washout	Group2	2	
33	4/11/23	Charles	washout_1	control-washout	Group2	2	
34	4/12/23	Charles	washout_1	control-washout	Group2	1	
35	4/13/23	Charles	washout_1	control-washout	Group2	1	
36	4/14/23	Charles	washout_1	control-washout	Group2	2	
37	4/15/23	Charles	washout_1	control-washout	Group2	2	
38	4/16/23	Charles	washout_1	control-washout	Group2	2	
39	4/17/23	Charles	washout_1	control-washout	Group2	1	
41	4/19/23	Charles	washout_1	control-washout	Group2	2	
43	4/21/23	Charles	intervention_2	gum	Group2	3	
44	4/22/23	Charles	intervention_2	gum	Group2	2	
45	4/23/23	Charles	intervention_2	gum	Group2	3	
46	4/24/23	Charles	intervention_2	gum	Group2	2	
47	4/25/23	Charles	intervention_2	gum	Group2	3	
48	4/26/23	Charles	intervention_2	gum	Group2	3	
49	4/27/23	Charles	intervention_2	gum	Group2	5	
50	4/28/23	Charles	intervention_2	gum	Group2	3	
51	4/29/23	Charles	intervention_2	gum	Group2	3	
52	4/30/23	Charles	intervention_2	gum	Group2	3	
53	5/1/23	Charles	intervention_2	gum	Group2	3	
54	5/2/23	Charles	intervention_2	gum	Group2	3	
55	5/3/23	Charles	intervention_2	gum	Group2	3	
56	5/4/23	Charles	intervention_2	gum	Group2	3	
57	5/5/23	Charles	washout_2	gum-washout	Group2	3	
58	5/6/23	Charles	washout_2	gum-washout	Group2	3	
59	5/7/23	Charles	washout_2	gum-washout	Group2	2	
60	5/8/23	Charles	washout_2	gum-washout	Group2	2	
61	5/9/23	Charles	washout_2	gum-washout	Group2	2	
62	5/10/23	Charles	washout_2	gum-washout	Group2	2	
64	5/12/23	Charles	washout_2	gum-washout	Group2	3	
66	5/14/23	Charles	washout_2	gum-washout	Group2	2	
67	5/15/23	Charles	washout_2	gum-washout	Group2	2	
68	5/16/23	Charles	washout_2	gum-washout	Group2	2	
69	5/17/23	Charles	washout_2	gum-washout	Group2	2	
70	5/18/23	Charles	washout_2	gum-washout	Group2	2	
3	3/12/2023	Franc	run-in	baseline	Group2	2	
4	3/13/23	Franc	run-in	baseline	Group2	2	
7	3/16/23	Franc	run-in	baseline	Group2	1	
9	3/18/23	Franc	run-in	baseline	Group2	2	
11	3/20/23	Franc	run-in	baseline	Group2	2	
17	3/26/23	Franc	intervention_1	control	Group2	2	
19	3/28/23	Franc	intervention_1	control	Group2	2	
22	3/31/23	Franc	intervention_1	control	Group2	3	
24	4/2/23	Franc	intervention_1	control	Group2	2	
25	4/3/23	Franc	intervention_1	control	Group2	1	
27	4/5/23	Franc	intervention_1	control	Group2	2	
29	4/7/23	Franc	washout_1	control-washout	Group2	2	
30	4/8/23	Franc	washout_1	control-washout	Group2	2	
31	4/9/23	Franc	washout_1	control-washout	Group2	2	
32	4/10/23	Franc	washout_1	control-washout	Group2	3	
34	4/12/23	Franc	washout_1	control-washout	Group2	2	
35	4/13/23	Franc	washout_1	control-washout	Group2	2	
36	4/14/23	Franc	washout_1	control-washout	Group2	3	
37	4/15/23	Franc	washout_1	control-washout	Group2	2	
38	4/16/23	Franc	washout_1	control-washout	Group2	2	
39	4/17/23	Franc	washout_1	control-washout	Group2	2	
41	4/19/23	Franc	washout_1	control-washout	Group2	2	
42	4/20/23	Franc	washout_1	control-washout	Group2	2	
43	4/21/23	Franc	intervention_2	gum	Group2	2	
44	4/22/23	Franc	intervention_2	gum	Group2	3	
45	4/23/23	Franc	intervention_2	gum	Group2	3	
46	4/24/23	Franc	intervention_2	gum	Group2	2	
47	4/25/23	Franc	intervention_2	gum	Group2	3	
48	4/26/23	Franc	intervention_2	gum	Group2	3	
49	4/27/23	Franc	intervention_2	gum	Group2	3	
50	4/28/23	Franc	intervention_2	gum	Group2	3	
51	4/29/23	Franc	intervention_2	gum	Group2	3	
52	4/30/23	Franc	intervention_2	gum	Group2	2	
53	5/1/23	Franc	intervention_2	gum	Group2	3	
54	5/2/23	Franc	intervention_2	gum	Group2	3	
55	5/3/23	Franc	intervention_2	gum	Group2	3	
56	5/4/23	Franc	intervention_2	gum	Group2	2	
57	5/5/23	Franc	washout_2	gum-washout	Group2	2	
58	5/6/23	Franc	washout_2	gum-washout	Group2	2	
59	5/7/23	Franc	washout_2	gum-washout	Group2	3	
60	5/8/23	Franc	washout_2	gum-washout	Group2	2	
61	5/9/23	Franc	washout_2	gum-washout	Group2	2	
62	5/10/23	Franc	washout_2	gum-washout	Group2	3	
64	5/12/23	Franc	washout_2	gum-washout	Group2	2	
65	5/13/23	Franc	washout_2	gum-washout	Group2	2	
66	5/14/23	Franc	washout_2	gum-washout	Group2	2	
67	5/15/23	Franc	washout_2	gum-washout	Group2	2	
68	5/16/23	Franc	washout_2	gum-washout	Group2	3	
69	5/17/23	Franc	washout_2	gum-washout	Group2	5	
70	5/18/23	Franc	washout_2	gum-washout	Group2	2	
1	3/10/2023	Ginger	run-in	baseline	Group2	2	
2	3/11/2023	Ginger	run-in	baseline	Group2	3	
3	3/12/2023	Ginger	run-in	baseline	Group2	3	
4	3/13/23	Ginger	run-in	baseline	Group2	2	
7	3/16/23	Ginger	run-in	baseline	Group2	3	
9	3/18/23	Ginger	run-in	baseline	Group2	3	
14	3/23/23	Ginger	run-in	baseline	Group2	1	
17	3/26/23	Ginger	intervention_1	control	Group2	2	
18	3/27/23	Ginger	intervention_1	control	Group2	2	
20	3/29/23	Ginger	intervention_1	control	Group2	2	
22	3/31/23	Ginger	intervention_1	control	Group2	2	
24	4/2/23	Ginger	intervention_1	control	Group2	2	
25	4/3/23	Ginger	intervention_1	control	Group2	2	
27	4/5/23	Ginger	intervention_1	control	Group2	1	
29	4/7/23	Ginger	washout_1	control-washout	Group2	2	
30	4/8/23	Ginger	washout_1	control-washout	Group2	3	
31	4/9/23	Ginger	washout_1	control-washout	Group2	2	
32	4/10/23	Ginger	washout_1	control-washout	Group2	2	
34	4/12/23	Ginger	washout_1	control-washout	Group2	2	
35	4/13/23	Ginger	washout_1	control-washout	Group2	2	
36	4/14/23	Ginger	washout_1	control-washout	Group2	2	
37	4/15/23	Ginger	washout_1	control-washout	Group2	2	
38	4/16/23	Ginger	washout_1	control-washout	Group2	2	
39	4/17/23	Ginger	washout_1	control-washout	Group2	2	
41	4/19/23	Ginger	washout_1	control-washout	Group2	2	
41	4/19/23	Ginger	washout_1	control-washout	Group2	2	
42	4/20/23	Ginger	washout_1	control-washout	Group2	2	
43	4/21/23	Ginger	intervention_2	gum	Group2	2	
43	4/21/23	Ginger	intervention_2	gum	Group2	2	
44	4/22/23	Ginger	intervention_2	gum	Group2	3	
45	4/23/23	Ginger	intervention_2	gum	Group2	3	
46	4/24/23	Ginger	intervention_2	gum	Group2	3	
47	4/25/23	Ginger	intervention_2	gum	Group2	2	
48	4/26/23	Ginger	intervention_2	gum	Group2	2	
48	4/26/23	Ginger	intervention_2	gum	Group2	2	
49	4/27/23	Ginger	intervention_2	gum	Group2	2	
50	4/28/23	Ginger	intervention_2	gum	Group2	3	
51	4/29/23	Ginger	intervention_2	gum	Group2	2	
52	4/30/23	Ginger	intervention_2	gum	Group2	2	
53	5/1/23	Ginger	intervention_2	gum	Group2	2	
54	5/2/23	Ginger	intervention_2	gum	Group2	2	
55	5/3/23	Ginger	intervention_2	gum	Group2	3	
56	5/4/23	Ginger	intervention_2	gum	Group2	3	
57	5/5/23	Ginger	washout_2	gum-washout	Group2	2	
58	5/6/23	Ginger	washout_2	gum-washout	Group2	3	
59	5/7/23	Ginger	washout_2	gum-washout	Group2	3	
60	5/8/23	Ginger	washout_2	gum-washout	Group2	2	
61	5/9/23	Ginger	washout_2	gum-washout	Group2	3	
62	5/10/23	Ginger	washout_2	gum-washout	Group2	2	
64	5/12/23	Ginger	washout_2	gum-washout	Group2	2	
65	5/13/23	Ginger	washout_2	gum-washout	Group2	2	
66	5/14/23	Ginger	washout_2	gum-washout	Group2	2	
67	5/15/23	Ginger	washout_2	gum-washout	Group2	2	
68	5/16/23	Ginger	washout_2	gum-washout	Group2	2	
69	5/17/23	Ginger	washout_2	gum-washout	Group2	2	
70	5/18/23	Ginger	washout_2	gum-washout	Group2	2	
3	3/12/2023	Grogu	run-in	baseline	Group2	2	
7	3/16/23	Grogu	run-in	baseline	Group2	3	
9	3/18/23	Grogu	run-in	baseline	Group2	3	
17	3/26/23	Grogu	intervention_1	control	Group2	2	
18	3/27/23	Grogu	intervention_1	control	Group2	3	
22	3/31/23	Grogu	intervention_1	control	Group2	2	
24	4/2/23	Grogu	intervention_1	control	Group2	2	
25	4/3/23	Grogu	intervention_1	control	Group2	2	
27	4/5/23	Grogu	intervention_1	control	Group2	2	
28	4/6/23	Grogu	intervention_1	control	Group2	2	
29	4/7/23	Grogu	washout_1	control-washout	Group2	2	
30	4/8/23	Grogu	washout_1	control-washout	Group2	3	
31	4/9/23	Grogu	washout_1	control-washout	Group2	3	
32	4/10/23	Grogu	washout_1	control-washout	Group2	2	
34	4/12/23	Grogu	washout_1	control-washout	Group2	2	
35	4/13/23	Grogu	washout_1	control-washout	Group2	2	
36	4/14/23	Grogu	washout_1	control-washout	Group2	2	
37	4/15/23	Grogu	washout_1	control-washout	Group2	3	
38	4/16/23	Grogu	washout_1	control-washout	Group2	2	
39	4/17/23	Grogu	washout_1	control-washout	Group2	2	
41	4/19/23	Grogu	washout_1	control-washout	Group2	2	
42	4/20/23	Grogu	washout_1	control-washout	Group2	2	
43	4/21/23	Grogu	intervention_2	gum	Group2	2	
44	4/22/23	Grogu	intervention_2	gum	Group2	3	
45	4/23/23	Grogu	intervention_2	gum	Group2	3	
46	4/24/23	Grogu	intervention_2	gum	Group2	3	
47	4/25/23	Grogu	intervention_2	gum	Group2	3	
48	4/26/23	Grogu	intervention_2	gum	Group2	3	
49	4/27/23	Grogu	intervention_2	gum	Group2	3	
50	4/28/23	Grogu	intervention_2	gum	Group2	3	
51	4/29/23	Grogu	intervention_2	gum	Group2	3	
52	4/30/23	Grogu	intervention_2	gum	Group2	3	
53	5/1/23	Grogu	intervention_2	gum	Group2	3	
54	5/2/23	Grogu	intervention_2	gum	Group2	3	
55	5/3/23	Grogu	intervention_2	gum	Group2	3	
56	5/4/23	Grogu	intervention_2	gum	Group2	3	
57	5/5/23	Grogu	washout_2	gum-washout	Group2	3	
58	5/6/23	Grogu	washout_2	gum-washout	Group2	3	
59	5/7/23	Grogu	washout_2	gum-washout	Group2	2	
60	5/8/23	Grogu	washout_2	gum-washout	Group2	2	
61	5/9/23	Grogu	washout_2	gum-washout	Group2	4	
62	5/10/23	Grogu	washout_2	gum-washout	Group2	2	
64	5/12/23	Grogu	washout_2	gum-washout	Group2	3	
65	5/13/23	Grogu	washout_2	gum-washout	Group2	2	
66	5/14/23	Grogu	washout_2	gum-washout	Group2	2	
67	5/15/23	Grogu	washout_2	gum-washout	Group2	2	
68	5/16/23	Grogu	washout_2	gum-washout	Group2	3	
69	5/17/23	Grogu	washout_2	gum-washout	Group2	2	
70	5/18/23	Grogu	washout_2	gum-washout	Group2	3	
2	3/11/2023	Henry	run-in	baseline	Group2	3	
3	3/12/2023	Henry	run-in	baseline	Group2	2	
4	3/13/23	Henry	run-in	baseline	Group2	3	
6	3/15/23	Henry	run-in	baseline	Group2	3	
7	3/16/23	Henry	run-in	baseline	Group2	3	
9	3/18/23	Henry	run-in	baseline	Group2	3	
14	3/23/23	Henry	run-in	baseline	Group2	1	
17	3/26/23	Henry	intervention_1	control	Group2	2	
22	3/31/23	Henry	intervention_1	control	Group2	2	
24	4/2/23	Henry	intervention_1	control	Group2	2	
25	4/3/23	Henry	intervention_1	control	Group2	2	
27	4/5/23	Henry	intervention_1	control	Group2	2	
29	4/7/23	Henry	washout_1	control-washout	Group2	3	
30	4/8/23	Henry	washout_1	control-washout	Group2	2	
31	4/9/23	Henry	washout_1	control-washout	Group2	3	
32	4/10/23	Henry	washout_1	control-washout	Group2	2	
34	4/12/23	Henry	washout_1	control-washout	Group2	2	
35	4/13/23	Henry	washout_1	control-washout	Group2	2	
36	4/14/23	Henry	washout_1	control-washout	Group2	2	
37	4/15/23	Henry	washout_1	control-washout	Group2	3	
38	4/16/23	Henry	washout_1	control-washout	Group2	2	
39	4/17/23	Henry	washout_1	control-washout	Group2	2	
41	4/19/23	Henry	washout_1	control-washout	Group2	2	
41	4/19/23	Henry	washout_1	control-washout	Group2	2	
42	4/20/23	Henry	washout_1	control-washout	Group2	2	
43	4/21/23	Henry	intervention_2	gum	Group2	2	
44	4/22/23	Henry	intervention_2	gum	Group2	3	
45	4/23/23	Henry	intervention_2	gum	Group2	3	
46	4/24/23	Henry	intervention_2	gum	Group2	3	
47	4/25/23	Henry	intervention_2	gum	Group2	3	
48	4/26/23	Henry	intervention_2	gum	Group2	3	
49	4/27/23	Henry	intervention_2	gum	Group2	3	
50	4/28/23	Henry	intervention_2	gum	Group2	3	
51	4/29/23	Henry	intervention_2	gum	Group2	4	
52	4/30/23	Henry	intervention_2	gum	Group2	2	
53	5/1/23	Henry	intervention_2	gum	Group2	3	
54	5/2/23	Henry	intervention_2	gum	Group2	3	
55	5/3/23	Henry	intervention_2	gum	Group2	3	
56	5/4/23	Henry	intervention_2	gum	Group2	4	
57	5/5/23	Henry	washout_2	gum-washout	Group2	6	
58	5/6/23	Henry	washout_2	gum-washout	Group2	4	
59	5/7/23	Henry	washout_2	gum-washout	Group2	2	
60	5/8/23	Henry	washout_2	gum-washout	Group2	2	
61	5/9/23	Henry	washout_2	gum-washout	Group2	3	
62	5/10/23	Henry	washout_2	gum-washout	Group2	4	
64	5/12/23	Henry	washout_2	gum-washout	Group2	2	
65	5/13/23	Henry	washout_2	gum-washout	Group2	2	
66	5/14/23	Henry	washout_2	gum-washout	Group2	2	
67	5/15/23	Henry	washout_2	gum-washout	Group2	3	
68	5/16/23	Henry	washout_2	gum-washout	Group2	2	
69	5/17/23	Henry	washout_2	gum-washout	Group2	2	
70	5/18/23	Henry	washout_2	gum-washout	Group2	2	
1	3/10/2023	Ivy	run-in	baseline	Group2	1	
2	3/11/2023	Ivy	run-in	baseline	Group2	2	
3	3/12/2023	Ivy	run-in	baseline	Group2	1	
4	3/13/23	Ivy	run-in	baseline	Group2	2	
6	3/15/23	Ivy	run-in	baseline	Group2	2	
7	3/16/23	Ivy	run-in	baseline	Group2	1	
7	3/16/23	Ivy	run-in	baseline	Group2	1	
9	3/18/23	Ivy	run-in	baseline	Group2	1	
17	3/26/23	Ivy	intervention_1	control	Group2	2	
18	3/27/23	Ivy	intervention_1	control	Group2	4	
19	3/28/23	Ivy	intervention_1	control	Group2	4	
22	3/31/23	Ivy	intervention_1	control	Group2	2	
24	4/2/23	Ivy	intervention_1	control	Group2	2	
25	4/3/23	Ivy	intervention_1	control	Group2	2	
27	4/5/23	Ivy	intervention_1	control	Group2	1	
29	4/7/23	Ivy	washout_1	control-washout	Group2	2	
30	4/8/23	Ivy	washout_1	control-washout	Group2	4	
31	4/9/23	Ivy	washout_1	control-washout	Group2	4	
32	4/10/23	Ivy	washout_1	control-washout	Group2	2	
