"","Sample_ID","Date","Study_Day","Sample_Time","Subject","Sample_Collected_By","Bristol","Sample_Stabilizer","Sample_Box","Sample_Notes","Diet_Trial","Group_Phase","Subj_Day","Known_Repro","Group","Room","Cage","Subject_Code","Sex","Housing","Origin","Subj_DOB","Age","Contraception","Previous_Exp","Subject_Notes","Extract_ID","Extract_Type","Extract_Date","Extracted_By","Extract_Conc_ng_uL","Extract_Kit","Extract_Box","Extract_Notes","Sequence_ID","Seq_ID","Library_Tube","Library_Tube_ID","Library_Barcode","F_Primer","R_Primer","Run_ID","Final_Lib_Conc_ng_uL","Vol_Added_Pool_uL","Full_Seq_ID","Pipeline","Kit","Sequencer","MinION_Position","Flow_Cell_Type","Flongle_Adapter","Flow_Cell_ID","Run_Date","Loaded_By"
"354","FRA-70-DRS",2023-05-18,"70",07:30:00,"Franc","SA",2,"DNA/RNA Shield",27,"","washout_2","gum-washout","Franc_70","","Group2","RoomF","F2","FRA","Male","Pair","Texas",2016-11-06,6.342465753,"","ABX","","DNA1-FRA-70-DRS","DNA",2023-06-27,"SA","62","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","FRA-70-MGE",2023-05-18,"70",07:30:00,"Franc","SA",2,"Molecular Grade (95%) Ethanol",27,"","washout_2","gum-washout","Franc_70","","Group2","RoomF","F2","FRA","Male","Pair","Texas",2016-11-06,6.342465753,"","ABX","","DNA1-FRA-70-MGE","DNA",2023-06-27,"SA","28","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","GIN-1-DRS",2023-03-10,"1",07:30:00,"Ginger","SA",2,"DNA/RNA Shield",1,"","run-in","baseline","Ginger_1","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","","DNA1-GIN-1-DRS","DNA",2023-06-26,"SA","47","Quick-DNA Fecal/Soil Microbe","DNA Extracts 2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","GIN-1-MGE",2023-03-10,"1",07:30:00,"Ginger","SA",2,"Molecular Grade (96%) Ethanol",1,"","run-in","baseline","Ginger_1","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","","DNA1-GIN-1-MGE","DNA",2023-06-26,"SA","0.246","Quick-DNA Fecal/Soil Microbe","DNA Extracts 2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","GIN-2-DRS",2023-03-11,"2",07:30:00,"Ginger","SA",3,"DNA/RNA Shield",1,"","run-in","baseline","Ginger_2","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","","DNA1-GIN-2-DRS","DNA",2023-07-18,"SA","6.1","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","GIN-2-DRS",2023-03-11,"2",07:30:00,"Ginger","SA",3,"DNA/RNA Shield",1,"","run-in","baseline","Ginger_2","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","","RNA1-GIN-2-DRS","RNA",2023-07-20,"SA","39","Quick-DNA/RNA MagBead","RNA Extracts 1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","GIN-2-MGE",2023-03-11,"2",07:30:00,"Ginger","SA",3,"Molecular Grade (96%) Ethanol",1,"","run-in","baseline","Ginger_2","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","","DNA1-GIN-2-MGE","DNA",2023-07-18,"SA","1.88","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4","","GIN-2-MGE-S174","CM009",13,"S174","barcode13","27F","1492R","MIN_16_2024-7-19",3.33,1.2,"16S_UNO-CM-009","16S_RAP","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI598",2024-07-19,"SA"
"361","GIN-2-MGE",2023-03-11,"2",07:30:00,"Ginger","SA",3,"Molecular Grade (96%) Ethanol",1,"","run-in","baseline","Ginger_2","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","","RNA1-GIN-2-MGE","RNA",2023-07-20,"SA","9.7","Quick-DNA/RNA MagBead","RNA Extracts 1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","GIN-3-DRS",2023-03-12,"3",07:30:00,"Ginger","SA",3,"DNA/RNA Shield",1,"","run-in","baseline","Ginger_3","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","GIN-3-MGE",2023-03-12,"3",07:30:00,"Ginger","SA",3,"Molecular Grade (96%) Ethanol",1,"","run-in","baseline","Ginger_3","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","GIN-4-DRS",2023-03-13,"4",07:30:00,"Ginger","SA",2,"DNA/RNA Shield",2,"","run-in","baseline","Ginger_4","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","GIN-4-MGE",2023-03-13,"4",07:30:00,"Ginger","SA",2,"Molecular Grade (96%) Ethanol",2,"","run-in","baseline","Ginger_4","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","GIN-7-DRS",2023-03-16,"7",07:30:00,"Ginger","SA",3,"DNA/RNA Shield",2,"","run-in","baseline","Ginger_7","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","","DNA1-GIN-7-DRS","DNA",2024-01-16,"SA","19","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","","GIN-7-DRS-S87","CM005",18,"S87","barcode18","27F","1492R","MIN_16_2024-3-1",6.2,0.6,"16S_UNO-CM-005","16S_RAP","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM042",2024-03-01,"SA"
"367","GIN-7-DRS",2023-03-16,"7",07:30:00,"Ginger","SA",3,"DNA/RNA Shield",2,"","run-in","baseline","Ginger_7","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","","RNA1-GIN-7-DRS","RNA",2024-01-23,"SA","","Quick-DNA/RNA MagBead","RNA Extracts 5","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","GIN-7-MGE",2023-03-16,"7",07:30:00,"Ginger","SA",3,"Molecular Grade (96%) Ethanol",2,"","run-in","baseline","Ginger_7","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","","DNA1-GIN-7-MGE","DNA",2024-01-16,"SA","15","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","","GIN-7-MGE-S88","CM005",19,"S88","barcode19","27F","1492R","MIN_16_2024-3-1",6.6,0.6,"16S_UNO-CM-005","16S_RAP","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM042",2024-03-01,"SA"
"369","GIN-7-MGE",2023-03-16,"7",07:30:00,"Ginger","SA",3,"Molecular Grade (96%) Ethanol",2,"","run-in","baseline","Ginger_7","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","","RNA1-GIN-7-MGE","RNA",2024-01-23,"SA","","Quick-DNA/RNA MagBead","RNA Extracts 5","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","GIN-9-DRS",2023-03-18,"9",08:00:00,"Ginger","SA",3,"DNA/RNA Shield",3,"","run-in","baseline","Ginger_9","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","GIN-9-MGE",2023-03-18,"9",08:00:00,"Ginger","SA",3,"Molecular Grade (96%) Ethanol",3,"","run-in","baseline","Ginger_9","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","GIN-14-DRS",2023-03-23,"14",08:00:00,"Ginger","SA/GR",1,"DNA/RNA Shield",3,"","run-in","baseline","Ginger_14","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","","DNA1-GIN-14-DRS","DNA",2023-12-12,"SA","31","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","GIN-14-DRS",2023-03-23,"14",08:00:00,"Ginger","SA/GR",1,"DNA/RNA Shield",3,"","run-in","baseline","Ginger_14","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","","RNA1-GIN-14-DRS","RNA",2023-12-29,"SA","","Quick-DNA/RNA MagBead","RNA Extracts 5","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","GIN-14-MGE",2023-03-23,"14",08:00:00,"Ginger","SA/GR",1,"Molecular Grade (96%) Ethanol",3,"","run-in","baseline","Ginger_14","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","","DNA1-GIN-14-MGE","DNA",2023-12-12,"SA","5.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","","GIN-14-MGE-S75","CM005",6,"S75","barcode06","27F","1492R","MIN_16_2024-3-1",5.5,0.7,"16S_UNO-CM-005","16S_RAP","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM042",2024-03-01,"SA"
"375","GIN-14-MGE",2023-03-23,"14",08:00:00,"Ginger","SA/GR",1,"Molecular Grade (96%) Ethanol",3,"","run-in","baseline","Ginger_14","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","","RNA1-GIN-14-MGE","RNA",2023-12-29,"SA","","Quick-DNA/RNA MagBead","RNA Extracts 5","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","GIN-17-DRS",2023-03-26,"17",08:00:00,"Ginger","SA",2,"DNA/RNA Shield",4,"","intervention_1","control","Ginger_17","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","GIN-17-MGE",2023-03-26,"17",08:00:00,"Ginger","SA",2,"Molecular Grade (96%) Ethanol",4,"","intervention_1","control","Ginger_17","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","GIN-18-DRS",2023-03-27,"18",07:30:00,"Ginger","SA/GR",2,"DNA/RNA Shield",4,"","intervention_1","control","Ginger_18","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","GIN-18-MGE",2023-03-27,"18",07:30:00,"Ginger","SA/GR",2,"Molecular Grade (96%) Ethanol",4,"","intervention_1","control","Ginger_18","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","","DNA1-GIN-18-MGE","DNA",2024-05-07,"SA","2.01","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","","GIN-18-MGE-S211","CM011",4,"S211","barcode04","27F","1492R","MIN_16_2025-1-23",4.95,0.8,"16S_UNO-CM-011","16S_RAP","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWE108",2025-01-23,"SA"
"380","GIN-20-DRS",2023-03-29,"20",08:00:00,"Ginger","SA",2,"DNA/RNA Shield",5,"","intervention_1","control","Ginger_20","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","GIN-20-MGE",2023-03-29,"20",08:00:00,"Ginger","SA",2,"Molecular Grade (96%) Ethanol",5,"","intervention_1","control","Ginger_20","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","","DNA1-GIN-20-MGE","DNA",2024-08-07,"SA","1.21","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","","GIN-20-MGE-S255","CM013",2,"S255","barcode02","27F","1492R","MIN_16_2025-4-1",3.52,1.1,"16S_UNO-CM-013","16S_RAP","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWD252",2025-04-01,"SA/TSP"
"382","GIN-22-DRS",2023-03-31,"22",07:30:00,"Ginger","SA/GR",2,"DNA/RNA Shield",5,"","intervention_1","control","Ginger_22","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","GIN-22-MGE",2023-03-31,"22",07:30:00,"Ginger","SA/GR",2,"Molecular Grade (96%) Ethanol",5,"","intervention_1","control","Ginger_22","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","GIN-24-DRS",2023-04-02,"24",07:30:00,"Ginger","SA",2,"DNA/RNA Shield",6,"","intervention_1","control","Ginger_24","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","GIN-24-MGE",2023-04-02,"24",07:30:00,"Ginger","SA",2,"Molecular Grade (96%) Ethanol",6,"","intervention_1","control","Ginger_24","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","","DNA1-GIN-24-MGE","DNA",2024-05-28,"SA/TSP","14","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","","GIN-24-MGE-S240","CM012",10,"S240","barcode10","27F","1492R","MIN_16_2025-2-21",3.37,1.2,"16S_UNO-CM-012","16S_RAP","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWI952",2025-02-21,"SA"
"386","GIN-25-DRS",2023-04-03,"25",07:30:00,"Ginger","SA/GR",2,"DNA/RNA Shield",6,"","intervention_1","control","Ginger_25","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","GIN-25-MGE",2023-04-03,"25",07:30:00,"Ginger","SA/GR",2,"Molecular Grade (96%) Ethanol",6,"","intervention_1","control","Ginger_25","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","GIN-27-DRS",2023-04-05,"27",07:30:00,"Ginger","SA/GR",1,"DNA/RNA Shield",7,"","intervention_1","control","Ginger_27","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","","DNA1-GIN-27-DRS","DNA",2023-06-23,"SA","14","Quick-DNA Fecal/Soil Microbe","DNA Extracts 2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","GIN-27-MGE",2023-04-05,"27",07:30:00,"Ginger","SA/GR",1,"Molecular Grade (96%) Ethanol",7,"","intervention_1","control","Ginger_27","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","","DNA1-GIN-27-MGE","DNA",2023-06-23,"SA","2.17","Quick-DNA Fecal/Soil Microbe","DNA Extracts 2","","GIN-27-MGE-S171","CM009",10,"S171","barcode10","27F","1492R","MIN_16_2024-7-19",3.1,1.3,"16S_UNO-CM-009","16S_RAP","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI598",2024-07-19,"SA"
"390","GIN-29-DRS",2023-04-07,"29",07:30:00,"Ginger","SA/GR",2,"DNA/RNA Shield",8,"","washout_1","control-washout","Ginger_29","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","","DNA1-GIN-29-DRS","DNA",2023-06-27,"SA","3.43","Quick-DNA Fecal/Soil Microbe","DNA Extracts 2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","GIN-29-MGE",2023-04-07,"29",07:30:00,"Ginger","SA/GR",2,"Molecular Grade (96%) Ethanol",8,"","washout_1","control-washout","Ginger_29","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","","DNA1-GIN-29-MGE","DNA",2023-06-27,"SA","7.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 2","","GIN-29-MGE-S177","CM009",16,"S177","barcode16","27F","1492R","MIN_16_2024-7-19",7.9,0.5,"16S_UNO-CM-009","16S_RAP","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI598",2024-07-19,"SA"
"392","GIN-30-DRS",2023-04-08,"30",08:00:00,"Ginger","SA",3,"DNA/RNA Shield",9,"","washout_1","control-washout","Ginger_30","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","GIN-30-MGE",2023-04-08,"30",08:00:00,"Ginger","SA",3,"Molecular Grade (96%) Ethanol",9,"","washout_1","control-washout","Ginger_30","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","GIN-31-DRS",2023-04-09,"31",07:30:00,"Ginger","SA",2,"DNA/RNA Shield",9,"collected from bedding","washout_1","control-washout","Ginger_31","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","GIN-31-MGE",2023-04-09,"31",07:30:00,"Ginger","SA",2,"Molecular Grade (96%) Ethanol",9,"collected from bedding","washout_1","control-washout","Ginger_31","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","GIN-32-DRS",2023-04-10,"32",07:30:00,"Ginger","SA/GR",2,"DNA/RNA Shield",10,"","washout_1","control-washout","Ginger_32","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","GIN-32-MGE",2023-04-10,"32",07:30:00,"Ginger","SA/GR",2,"Molecular Grade (96%) Ethanol",10,"","washout_1","control-washout","Ginger_32","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","GIN-34-DRS",2023-04-12,"34",07:30:00,"Ginger","SA/GR",2,"DNA/RNA Shield",11,"","washout_1","control-washout","Ginger_34","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","GIN-34-MGE",2023-04-12,"34",07:30:00,"Ginger","SA/GR",2,"Molecular Grade (96%) Ethanol",11,"","washout_1","control-washout","Ginger_34","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","GIN-35-DRS",2023-04-13,"35",08:00:00,"Ginger","SA",2,"DNA/RNA Shield",11,"","washout_1","control-washout","Ginger_35","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","GIN-35-MGE",2023-04-13,"35",08:00:00,"Ginger","SA",2,"Molecular Grade (96%) Ethanol",11,"","washout_1","control-washout","Ginger_35","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","GIN-36-MGE",2023-04-14,"36",08:00:00,"Ginger","SA/GR",2,"Molecular Grade (96%) Ethanol",12,"","washout_1","control-washout","Ginger_36","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","","DNA1-GIN-36-MGE","DNA",2023-12-12,"SA","34","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","","GIN-36-MGE-S277","CM014",1,"S277","barcode01","27F","1492R","MIN_16_2025-4-2",3.48,1.2,"16S_UNO-CM-014","16S_RAP","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWG208",2025-04-02,"SA"
"403","GIN-36-MGE",2023-04-14,"36",08:00:00,"Ginger","SA/GR",2,"Molecular Grade (96%) Ethanol",12,"","washout_1","control-washout","Ginger_36","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","","RNA1-GIN-36-MGE","RNA",2023-12-29,"SA","","Quick-DNA/RNA MagBead","RNA Extracts 5","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","GIN-37-MGE",2023-04-15,"37",08:00:00,"Ginger","SA",2,"Molecular Grade (96%) Ethanol",12,"","washout_1","control-washout","Ginger_37","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","GIN-38-MGE",2023-04-16,"38",08:00:00,"Ginger","SA",2,"Molecular Grade (96%) Ethanol",12,"","washout_1","control-washout","Ginger_38","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","GIN-39-MGE",2023-04-17,"39",07:30:00,"Ginger","SA/GR",2,"Molecular Grade (96%) Ethanol",13,"","washout_1","control-washout","Ginger_39","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","GIN-41-DRS",2023-04-19,"41",08:00:00,"Ginger","SA",2,"DNA/RNA Shield",13,"","washout_1","control-washout","Ginger_41","","Group2","RoomF","F6","GIN","Female","Pair","Nebraska",2017-01-27,6.117808219,"Estrumate","ABX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
